Region,MetropolitanStatus,Exper,Educ,Race,WeeklyEarnings
Midwest,NotMetropolitanArea,20,12,NotBlack,231.48
West,MetropolitanArea,9,9,NotBlack,332.38
South,NotMetropolitanArea,16,12,NotBlack,587.61
South,MetropolitanArea,19,12,NotBlack,712.25
West,MetropolitanArea,0,16,NotBlack,683.76
South,MetropolitanArea,39,12,NotBlack,427.35
Midwest,MetropolitanArea,38,10,NotBlack,593.54
South,MetropolitanArea,18,15,NotBlack,783.48
West,MetropolitanArea,18,10,NotBlack,688.51
Midwest,MetropolitanArea,6,12,NotBlack,232.67
Northeast,MetropolitanArea,44,5,NotBlack,474.83
West,MetropolitanArea,32,16,NotBlack,1424.5
Northeast,MetropolitanArea,24,12,NotBlack,617.28
South,MetropolitanArea,26,16,Black,735.99
Midwest,MetropolitanArea,21,12,NotBlack,522.32
West,MetropolitanArea,12,12,NotBlack,641.98
West,MetropolitanArea,10,9,NotBlack,237.42
South,NotMetropolitanArea,36,10,NotBlack,474.83
South,MetropolitanArea,4,12,NotBlack,427.35
Midwest,NotMetropolitanArea,28,12,NotBlack,641.03
West,NotMetropolitanArea,14,12,NotBlack,216.05
Northeast,MetropolitanArea,22,13,NotBlack,626.52
Midwest,MetropolitanArea,23,12,NotBlack,641.03
South,MetropolitanArea,35,12,NotBlack,617.28
Northeast,MetropolitanArea,3,12,NotBlack,232.67
South,MetropolitanArea,4,12,NotBlack,271.6
West,NotMetropolitanArea,14,12,NotBlack,807.22
Midwest,MetropolitanArea,14,16,NotBlack,630.94
South,MetropolitanArea,20,13,NotBlack,857.34
South,MetropolitanArea,6,18,NotBlack,830.96
Northeast,MetropolitanArea,6,12,NotBlack,429.72
South,MetropolitanArea,15,14,NotBlack,1187.08
Midwest,MetropolitanArea,1,15,NotBlack,320.51
West,MetropolitanArea,7,17,NotBlack,1763.67
Midwest,MetropolitanArea,41,12,NotBlack,664.77
West,NotMetropolitanArea,16,12,NotBlack,641.03
Midwest,MetropolitanArea,18,16,NotBlack,973.41
South,MetropolitanArea,17,12,Black,486.7
Midwest,NotMetropolitanArea,24,12,NotBlack,981.89
Midwest,MetropolitanArea,34,14,NotBlack,854.7
South,NotMetropolitanArea,35,12,NotBlack,712.25
South,NotMetropolitanArea,1,13,NotBlack,293.83
South,MetropolitanArea,44,8,NotBlack,379.87
South,MetropolitanArea,23,13,NotBlack,237.42
South,MetropolitanArea,30,18,NotBlack,830.96
Midwest,MetropolitanArea,16,16,NotBlack,1068.38
South,MetropolitanArea,45,7,NotBlack,278.11
Midwest,MetropolitanArea,14,12,NotBlack,257.2
South,MetropolitanArea,15,10,Black,332.38
Northeast,MetropolitanArea,3,16,NotBlack,555.56
West,NotMetropolitanArea,2,16,NotBlack,350.62
Midwest,NotMetropolitanArea,27,12,NotBlack,522.32
Northeast,MetropolitanArea,1,15,NotBlack,370.37
Northeast,MetropolitanArea,40,12,NotBlack,709.88
Northeast,MetropolitanArea,33,12,Black,641.98
West,MetropolitanArea,6,15,NotBlack,375.74
South,MetropolitanArea,28,4,NotBlack,854.7
Northeast,MetropolitanArea,27,13,NotBlack,795.35
West,NotMetropolitanArea,13,12,NotBlack,356.13
South,NotMetropolitanArea,29,14,NotBlack,273.03
South,MetropolitanArea,14,12,Black,686.92
West,MetropolitanArea,19,12,NotBlack,641.03
Midwest,MetropolitanArea,9,12,NotBlack,650.04
Midwest,MetropolitanArea,16,16,NotBlack,830.96
South,NotMetropolitanArea,22,14,NotBlack,320.51
South,MetropolitanArea,3,16,NotBlack,569.8
West,MetropolitanArea,12,14,NotBlack,1028.21
South,NotMetropolitanArea,7,12,NotBlack,1234.57
West,NotMetropolitanArea,38,12,NotBlack,712.25
South,MetropolitanArea,18,6,Black,165.43
Northeast,NotMetropolitanArea,23,13,NotBlack,1187.08
South,MetropolitanArea,5,12,NotBlack,443.18
Northeast,MetropolitanArea,29,10,Black,712.25
Midwest,MetropolitanArea,43,11,NotBlack,949.67
Midwest,NotMetropolitanArea,24,12,NotBlack,240.05
South,MetropolitanArea,6,11,NotBlack,189.93
South,MetropolitanArea,31,14,NotBlack,1187.08
Midwest,NotMetropolitanArea,12,10,NotBlack,271.11
Midwest,MetropolitanArea,9,12,NotBlack,536.13
Northeast,MetropolitanArea,12,12,NotBlack,427.35
South,MetropolitanArea,4,18,NotBlack,1044.63
Northeast,MetropolitanArea,30,18,NotBlack,1234.57
West,MetropolitanArea,16,13,NotBlack,822.13
South,MetropolitanArea,24,14,NotBlack,676.64
West,MetropolitanArea,16,12,NotBlack,546.06
West,MetropolitanArea,25,14,NotBlack,462.96
Northeast,MetropolitanArea,2,16,NotBlack,474.83
West,NotMetropolitanArea,28,12,NotBlack,664.77
Northeast,NotMetropolitanArea,25,18,NotBlack,641.03
South,MetropolitanArea,10,14,NotBlack,522.32
Midwest,MetropolitanArea,27,14,NotBlack,1020.89
Northeast,NotMetropolitanArea,13,12,NotBlack,379.87
South,MetropolitanArea,25,12,Black,308.64
South,MetropolitanArea,27,12,NotBlack,854.7
South,MetropolitanArea,7,12,NotBlack,296.77
Northeast,MetropolitanArea,39,14,NotBlack,1046.77
Northeast,MetropolitanArea,16,18,NotBlack,1424.5
Midwest,NotMetropolitanArea,14,14,NotBlack,522.32
Northeast,MetropolitanArea,38,12,NotBlack,902.18
West,NotMetropolitanArea,19,14,NotBlack,679.01
South,MetropolitanArea,4,17,NotBlack,830.96
Northeast,MetropolitanArea,7,16,NotBlack,624.41
Northeast,MetropolitanArea,15,18,NotBlack,2588.61
Midwest,NotMetropolitanArea,36,14,NotBlack,1068.38
South,MetropolitanArea,3,16,NotBlack,444.44
Northeast,MetropolitanArea,30,8,NotBlack,529.44
South,NotMetropolitanArea,24,14,NotBlack,676.54
South,MetropolitanArea,20,12,NotBlack,385.8
West,MetropolitanArea,16,16,NotBlack,1424.5
West,MetropolitanArea,10,12,NotBlack,830.96
West,MetropolitanArea,1,12,NotBlack,113.96
Midwest,MetropolitanArea,11,16,NotBlack,1187.08
South,NotMetropolitanArea,47,8,NotBlack,427.35
Midwest,MetropolitanArea,7,14,NotBlack,379.87
Midwest,NotMetropolitanArea,20,12,NotBlack,574.22
West,MetropolitanArea,5,12,NotBlack,213.68
Midwest,NotMetropolitanArea,17,12,NotBlack,489.08
South,MetropolitanArea,20,12,Black,462.96
Midwest,MetropolitanArea,23,5,NotBlack,261.16
Northeast,MetropolitanArea,37,12,NotBlack,652.9
Midwest,MetropolitanArea,31,14,NotBlack,2374.15
Northeast,MetropolitanArea,18,16,NotBlack,1020.89
South,MetropolitanArea,15,16,NotBlack,890.31
Northeast,MetropolitanArea,25,12,NotBlack,546.06
South,MetropolitanArea,14,14,NotBlack,522.32
West,MetropolitanArea,45,8,NotBlack,617.28
West,MetropolitanArea,19,6,NotBlack,582.99
West,NotMetropolitanArea,29,12,NotBlack,402.98
South,MetropolitanArea,3,14,NotBlack,292.02
West,NotMetropolitanArea,3,13,NotBlack,384.62
West,NotMetropolitanArea,42,13,NotBlack,764.1
Midwest,MetropolitanArea,6,14,Black,339.51
Midwest,MetropolitanArea,1,14,NotBlack,308.64
Midwest,MetropolitanArea,7,16,NotBlack,759.73
South,NotMetropolitanArea,22,10,NotBlack,712.25
South,MetropolitanArea,37,12,NotBlack,593.54
Northeast,NotMetropolitanArea,46,2,NotBlack,1046.01
Northeast,MetropolitanArea,4,12,NotBlack,664.77
Midwest,MetropolitanArea,7,16,NotBlack,700.38
Midwest,MetropolitanArea,43,12,NotBlack,536.28
Midwest,MetropolitanArea,1,12,Black,593.54
Midwest,NotMetropolitanArea,3,14,NotBlack,284.9
Northeast,MetropolitanArea,36,12,NotBlack,593.54
Northeast,MetropolitanArea,20,16,NotBlack,854.7
West,MetropolitanArea,34,16,NotBlack,1780.63
Northeast,MetropolitanArea,36,12,NotBlack,1424.5
South,NotMetropolitanArea,5,16,NotBlack,4666.67
South,MetropolitanArea,13,18,NotBlack,1329.53
Midwest,MetropolitanArea,8,13,NotBlack,474.83
Midwest,NotMetropolitanArea,46,11,NotBlack,427.35
Northeast,MetropolitanArea,37,12,NotBlack,878.44
South,MetropolitanArea,4,14,NotBlack,162.04
Midwest,MetropolitanArea,38,12,NotBlack,829.39
Northeast,MetropolitanArea,34,12,NotBlack,830.96
South,MetropolitanArea,8,12,NotBlack,403.61
Northeast,MetropolitanArea,20,10,Black,474.83
Midwest,MetropolitanArea,7,16,NotBlack,1234.57
South,MetropolitanArea,16,18,NotBlack,593.54
West,MetropolitanArea,5,14,NotBlack,396.96
Northeast,MetropolitanArea,3,12,NotBlack,593.54
South,MetropolitanArea,12,12,NotBlack,522.32
Midwest,MetropolitanArea,19,14,NotBlack,762.65
South,MetropolitanArea,22,12,NotBlack,593.54
West,MetropolitanArea,10,16,NotBlack,1092.12
Northeast,MetropolitanArea,14,13,NotBlack,333.57
South,MetropolitanArea,5,14,NotBlack,569.8
West,NotMetropolitanArea,9,12,NotBlack,379.87
Northeast,MetropolitanArea,38,14,NotBlack,1187.08
Northeast,MetropolitanArea,12,14,NotBlack,379.87
Northeast,MetropolitanArea,42,12,NotBlack,712.25
Northeast,MetropolitanArea,12,18,NotBlack,939.35
South,MetropolitanArea,9,14,Black,353.75
West,MetropolitanArea,8,12,Black,288.07
Northeast,MetropolitanArea,20,12,NotBlack,830.96
Midwest,MetropolitanArea,42,12,NotBlack,811.51
South,NotMetropolitanArea,14,12,NotBlack,474.83
South,MetropolitanArea,10,13,NotBlack,568.68
Midwest,MetropolitanArea,8,12,Black,411.52
South,NotMetropolitanArea,38,8,NotBlack,664.77
Northeast,MetropolitanArea,13,16,NotBlack,712.25
West,MetropolitanArea,40,12,NotBlack,518.74
South,MetropolitanArea,16,12,Black,332.38
West,MetropolitanArea,7,11,NotBlack,522.32
West,MetropolitanArea,28,12,NotBlack,1246.44
Midwest,MetropolitanArea,4,13,NotBlack,459.94
Northeast,MetropolitanArea,25,15,NotBlack,1282.05
South,MetropolitanArea,31,13,NotBlack,909.88
South,NotMetropolitanArea,32,11,NotBlack,593.54
West,MetropolitanArea,13,12,NotBlack,1020.89
West,NotMetropolitanArea,26,12,NotBlack,830.96
Northeast,MetropolitanArea,20,14,NotBlack,546.06
South,MetropolitanArea,5,12,NotBlack,586.42
South,NotMetropolitanArea,34,13,NotBlack,284.9
West,MetropolitanArea,3,11,NotBlack,181.62
Midwest,MetropolitanArea,12,18,NotBlack,1322.75
Midwest,NotMetropolitanArea,0,14,NotBlack,357.37
Midwest,NotMetropolitanArea,22,18,NotBlack,284.9
South,NotMetropolitanArea,7,15,NotBlack,484.14
West,MetropolitanArea,10,13,Black,357.37
Midwest,MetropolitanArea,11,16,NotBlack,759.73
South,NotMetropolitanArea,18,12,NotBlack,368
South,NotMetropolitanArea,8,12,NotBlack,284.9
Northeast,MetropolitanArea,29,12,NotBlack,712.25
South,MetropolitanArea,2,12,NotBlack,258.31
Midwest,MetropolitanArea,29,12,NotBlack,578.7
South,MetropolitanArea,35,12,Black,546.06
South,MetropolitanArea,2,12,NotBlack,617.28
Midwest,MetropolitanArea,20,12,NotBlack,712.25
South,NotMetropolitanArea,9,14,NotBlack,427.49
West,NotMetropolitanArea,1,15,NotBlack,296.77
West,MetropolitanArea,39,16,NotBlack,1346.15
Midwest,NotMetropolitanArea,1,13,NotBlack,158.52
Northeast,MetropolitanArea,27,12,NotBlack,973.41
South,NotMetropolitanArea,8,12,NotBlack,628.21
West,MetropolitanArea,2,12,NotBlack,387.65
West,NotMetropolitanArea,9,18,NotBlack,726.88
South,MetropolitanArea,19,13,NotBlack,688.51
Midwest,MetropolitanArea,16,14,NotBlack,527.54
West,MetropolitanArea,23,10,NotBlack,253.56
West,NotMetropolitanArea,17,12,NotBlack,435.45
West,NotMetropolitanArea,12,14,NotBlack,902.18
West,MetropolitanArea,18,9,NotBlack,617.28
Northeast,MetropolitanArea,41,14,Black,59.35
Northeast,MetropolitanArea,10,15,NotBlack,427.35
South,MetropolitanArea,14,16,NotBlack,1187.08
Midwest,MetropolitanArea,3,16,NotBlack,284.9
West,MetropolitanArea,33,8,NotBlack,372.74
West,MetropolitanArea,38,12,NotBlack,2374.15
South,NotMetropolitanArea,46,12,NotBlack,213.49
Northeast,MetropolitanArea,46,12,NotBlack,231.48
Northeast,MetropolitanArea,38,18,NotBlack,1187.08
Northeast,MetropolitanArea,17,11,Black,474.83
Northeast,MetropolitanArea,29,12,NotBlack,557.93
South,MetropolitanArea,11,16,NotBlack,759.73
South,NotMetropolitanArea,13,12,NotBlack,854.7
South,MetropolitanArea,24,18,NotBlack,997.15
Northeast,MetropolitanArea,16,15,NotBlack,768.18
Midwest,MetropolitanArea,7,16,NotBlack,569.8
Northeast,MetropolitanArea,8,12,NotBlack,308.64
Midwest,MetropolitanArea,6,12,NotBlack,641.03
South,NotMetropolitanArea,22,16,NotBlack,783.48
Midwest,NotMetropolitanArea,15,11,NotBlack,521.81
Midwest,NotMetropolitanArea,46,8,NotBlack,617.28
South,MetropolitanArea,19,16,NotBlack,548.43
South,MetropolitanArea,18,14,NotBlack,403.61
South,MetropolitanArea,31,11,NotBlack,797.72
South,MetropolitanArea,24,16,NotBlack,581.67
South,MetropolitanArea,21,18,NotBlack,830.96
Northeast,MetropolitanArea,9,16,NotBlack,1305.79
Midwest,MetropolitanArea,17,16,NotBlack,916.43
West,MetropolitanArea,27,12,NotBlack,830.96
Midwest,NotMetropolitanArea,8,12,NotBlack,250.97
Northeast,MetropolitanArea,16,12,NotBlack,408.36
Midwest,NotMetropolitanArea,8,15,NotBlack,439.22
South,MetropolitanArea,45,6,NotBlack,987.65
South,NotMetropolitanArea,39,8,NotBlack,246.91
Midwest,MetropolitanArea,10,12,NotBlack,395.06
West,MetropolitanArea,23,12,NotBlack,1012.75
South,MetropolitanArea,5,14,NotBlack,451.09
Midwest,NotMetropolitanArea,17,13,NotBlack,261.16
Midwest,NotMetropolitanArea,3,12,NotBlack,226.85
Northeast,MetropolitanArea,4,18,NotBlack,563.61
West,MetropolitanArea,25,2,NotBlack,388.07
Northeast,NotMetropolitanArea,12,12,NotBlack,688.51
South,MetropolitanArea,10,16,NotBlack,949.67
South,MetropolitanArea,31,5,NotBlack,221.68
Midwest,MetropolitanArea,0,12,NotBlack,344.25
South,NotMetropolitanArea,1,16,NotBlack,286.6
South,MetropolitanArea,10,14,NotBlack,712.25
South,MetropolitanArea,16,12,NotBlack,688.51
Midwest,NotMetropolitanArea,9,12,NotBlack,356.13
South,NotMetropolitanArea,3,12,Black,94.97
Midwest,MetropolitanArea,9,12,NotBlack,740.74
Midwest,NotMetropolitanArea,14,12,NotBlack,735.99
West,MetropolitanArea,23,13,NotBlack,839.51
Midwest,MetropolitanArea,4,12,NotBlack,356.13
West,MetropolitanArea,35,16,NotBlack,1638.18
South,NotMetropolitanArea,40,8,NotBlack,243.42
West,NotMetropolitanArea,27,16,Black,783.48
West,MetropolitanArea,5,13,NotBlack,1089.32
Northeast,NotMetropolitanArea,51,9,NotBlack,237.42
West,NotMetropolitanArea,24,12,NotBlack,284.9
West,MetropolitanArea,39,13,NotBlack,379.87
South,MetropolitanArea,14,12,NotBlack,944.06
West,MetropolitanArea,17,13,NotBlack,142.45
Midwest,MetropolitanArea,6,17,NotBlack,459.94
South,MetropolitanArea,21,15,NotBlack,949.67
Midwest,NotMetropolitanArea,3,12,NotBlack,201.8
South,MetropolitanArea,31,16,NotBlack,2374.15
South,MetropolitanArea,7,11,NotBlack,463.89
South,MetropolitanArea,2,12,Black,498.58
West,NotMetropolitanArea,18,6,NotBlack,232.67
West,MetropolitanArea,23,16,NotBlack,1187.08
Northeast,NotMetropolitanArea,31,9,NotBlack,664.77
South,MetropolitanArea,11,10,NotBlack,320.51
West,MetropolitanArea,10,12,Black,712.25
Northeast,MetropolitanArea,8,12,Black,469.14
South,MetropolitanArea,26,18,NotBlack,569.8
South,MetropolitanArea,18,15,NotBlack,1424.5
South,MetropolitanArea,34,12,NotBlack,200.78
Midwest,NotMetropolitanArea,38,18,NotBlack,1132.05
South,NotMetropolitanArea,21,11,NotBlack,593.54
Midwest,NotMetropolitanArea,16,18,NotBlack,522.32
West,MetropolitanArea,0,12,NotBlack,199.43
South,MetropolitanArea,13,12,Black,79.04
West,MetropolitanArea,4,15,NotBlack,395.06
West,MetropolitanArea,13,18,NotBlack,712.25
Northeast,MetropolitanArea,5,13,NotBlack,550.81
Northeast,MetropolitanArea,1,17,NotBlack,830.96
South,NotMetropolitanArea,11,12,NotBlack,284.9
South,MetropolitanArea,19,12,NotBlack,266.28
Midwest,MetropolitanArea,8,17,NotBlack,1305.79
Northeast,MetropolitanArea,25,18,NotBlack,2374.15
South,MetropolitanArea,21,14,Black,664.77
Midwest,NotMetropolitanArea,15,13,NotBlack,462.44
Northeast,MetropolitanArea,5,12,NotBlack,1068.38
South,MetropolitanArea,32,12,NotBlack,529.1
West,MetropolitanArea,15,16,NotBlack,902.18
Midwest,MetropolitanArea,7,14,NotBlack,474.83
Northeast,MetropolitanArea,25,12,NotBlack,664.77
Northeast,NotMetropolitanArea,38,12,NotBlack,637.71
West,NotMetropolitanArea,12,12,NotBlack,783.48
Northeast,MetropolitanArea,13,18,NotBlack,427.35
South,MetropolitanArea,5,12,NotBlack,336.7
Northeast,MetropolitanArea,48,8,NotBlack,611.11
Northeast,MetropolitanArea,27,10,Black,427.35
South,MetropolitanArea,27,12,NotBlack,511.02
West,NotMetropolitanArea,27,12,NotBlack,759.73
Northeast,NotMetropolitanArea,15,16,NotBlack,641.03
Midwest,NotMetropolitanArea,30,11,NotBlack,323.34
Northeast,NotMetropolitanArea,30,12,NotBlack,482.59
South,MetropolitanArea,15,12,NotBlack,847.58
Northeast,NotMetropolitanArea,9,14,NotBlack,451.09
Midwest,NotMetropolitanArea,42,12,NotBlack,495.04
South,MetropolitanArea,36,18,NotBlack,1899.34
Midwest,MetropolitanArea,29,16,NotBlack,569.8
Northeast,MetropolitanArea,12,14,NotBlack,949.67
Midwest,MetropolitanArea,12,12,NotBlack,878.44
Northeast,MetropolitanArea,20,14,NotBlack,683.88
Northeast,MetropolitanArea,6,14,NotBlack,1614.43
Northeast,MetropolitanArea,12,14,NotBlack,441.31
Midwest,NotMetropolitanArea,15,12,NotBlack,501.54
West,NotMetropolitanArea,10,12,NotBlack,629.15
West,NotMetropolitanArea,5,12,NotBlack,237.42
Midwest,MetropolitanArea,36,13,NotBlack,712.25
South,MetropolitanArea,42,8,NotBlack,540.12
South,MetropolitanArea,30,12,NotBlack,771.6
South,MetropolitanArea,22,18,NotBlack,617.28
Midwest,NotMetropolitanArea,12,13,NotBlack,427.35
West,MetropolitanArea,9,14,NotBlack,546.06
South,MetropolitanArea,36,14,NotBlack,2700.62
Midwest,NotMetropolitanArea,5,12,NotBlack,277.78
South,MetropolitanArea,32,12,NotBlack,236.94
Northeast,MetropolitanArea,5,16,NotBlack,474.83
West,NotMetropolitanArea,12,12,NotBlack,264.55
South,MetropolitanArea,13,18,NotBlack,772.84
Northeast,MetropolitanArea,1,16,NotBlack,290.49
Midwest,NotMetropolitanArea,19,10,NotBlack,253.92
West,MetropolitanArea,2,15,NotBlack,395.06
West,MetropolitanArea,27,14,NotBlack,759.73
Midwest,MetropolitanArea,38,12,NotBlack,569.8
Northeast,MetropolitanArea,35,12,NotBlack,1068.38
South,NotMetropolitanArea,11,9,NotBlack,175.31
Midwest,MetropolitanArea,44,8,NotBlack,332.38
Midwest,MetropolitanArea,42,9,NotBlack,394.11
West,MetropolitanArea,43,12,Black,735.99
South,MetropolitanArea,14,18,NotBlack,1187.08
South,MetropolitanArea,1,16,Black,170.94
South,NotMetropolitanArea,9,12,NotBlack,462.96
South,NotMetropolitanArea,15,12,NotBlack,379.87
West,MetropolitanArea,3,9,NotBlack,181.66
West,NotMetropolitanArea,13,12,NotBlack,498.58
Midwest,MetropolitanArea,17,12,NotBlack,267.51
South,NotMetropolitanArea,11,12,NotBlack,237.42
Midwest,MetropolitanArea,14,17,NotBlack,806.58
South,MetropolitanArea,14,16,NotBlack,1240.5
South,MetropolitanArea,35,18,NotBlack,2374.15
South,MetropolitanArea,6,12,NotBlack,512.82
Northeast,MetropolitanArea,26,12,NotBlack,451.09
South,NotMetropolitanArea,29,16,NotBlack,284.9
South,MetropolitanArea,25,16,NotBlack,830.96
South,MetropolitanArea,5,12,NotBlack,356.13
Northeast,MetropolitanArea,3,18,NotBlack,578.7
West,MetropolitanArea,12,12,NotBlack,370.37
West,MetropolitanArea,15,14,NotBlack,664.77
South,MetropolitanArea,44,12,NotBlack,243.14
Northeast,NotMetropolitanArea,18,16,NotBlack,474.83
Midwest,NotMetropolitanArea,34,16,NotBlack,388.67
Northeast,MetropolitanArea,35,12,NotBlack,1135.8
South,MetropolitanArea,2,15,NotBlack,470.09
South,MetropolitanArea,1,16,NotBlack,411.52
South,NotMetropolitanArea,22,12,NotBlack,215.77
South,MetropolitanArea,33,16,NotBlack,71.23
Midwest,MetropolitanArea,11,18,NotBlack,783.48
West,MetropolitanArea,20,14,NotBlack,538.46
South,MetropolitanArea,2,18,NotBlack,634.43
Midwest,MetropolitanArea,9,15,NotBlack,700.38
Northeast,MetropolitanArea,5,16,NotBlack,593.54
Northeast,MetropolitanArea,31,14,NotBlack,356.13
South,MetropolitanArea,32,12,NotBlack,510.45
South,MetropolitanArea,23,9,NotBlack,694.87
South,MetropolitanArea,37,8,NotBlack,356.13
West,MetropolitanArea,7,11,NotBlack,720.16
South,MetropolitanArea,11,18,NotBlack,1305.79
Northeast,MetropolitanArea,22,16,NotBlack,830.96
Northeast,NotMetropolitanArea,20,12,NotBlack,1062.44
Midwest,MetropolitanArea,28,5,NotBlack,807.22
South,MetropolitanArea,1,17,NotBlack,500.95
South,NotMetropolitanArea,5,11,NotBlack,284.9
West,NotMetropolitanArea,17,14,NotBlack,830.96
South,MetropolitanArea,13,16,NotBlack,593.54
Midwest,NotMetropolitanArea,1,13,NotBlack,142.45
Northeast,MetropolitanArea,20,18,NotBlack,1946.82
Northeast,MetropolitanArea,19,12,NotBlack,641.03
West,MetropolitanArea,37,12,NotBlack,712.25
South,MetropolitanArea,24,16,NotBlack,1258.31
South,MetropolitanArea,3,11,NotBlack,237.42
Midwest,NotMetropolitanArea,30,12,NotBlack,617.28
South,NotMetropolitanArea,29,18,NotBlack,522.32
South,NotMetropolitanArea,14,12,NotBlack,102.88
West,MetropolitanArea,17,12,NotBlack,785.92
West,NotMetropolitanArea,26,12,NotBlack,759.73
West,MetropolitanArea,28,11,NotBlack,293.94
Northeast,MetropolitanArea,8,12,NotBlack,740.74
South,MetropolitanArea,26,12,NotBlack,593.54
West,MetropolitanArea,15,12,NotBlack,807.22
Midwest,NotMetropolitanArea,0,15,NotBlack,327.93
Northeast,MetropolitanArea,34,12,NotBlack,308.64
Midwest,MetropolitanArea,20,14,NotBlack,830.96
South,MetropolitanArea,20,17,NotBlack,949.67
South,MetropolitanArea,11,16,NotBlack,1115.86
South,MetropolitanArea,24,12,NotBlack,617.28
Northeast,MetropolitanArea,32,4,NotBlack,326.97
Northeast,MetropolitanArea,4,17,NotBlack,379.87
Northeast,NotMetropolitanArea,32,17,NotBlack,1044.63
Northeast,MetropolitanArea,2,16,NotBlack,402.58
South,MetropolitanArea,3,12,NotBlack,237.42
South,MetropolitanArea,9,16,NotBlack,439.22
West,NotMetropolitanArea,6,16,NotBlack,356.13
Northeast,MetropolitanArea,8,18,NotBlack,949.67
Midwest,MetropolitanArea,24,12,NotBlack,1157.41
South,MetropolitanArea,40,12,Black,522.32
West,MetropolitanArea,7,15,NotBlack,602.23
West,MetropolitanArea,12,18,NotBlack,926.73
West,MetropolitanArea,0,16,NotBlack,261.16
Midwest,MetropolitanArea,36,18,NotBlack,902.18
West,MetropolitanArea,29,12,NotBlack,474.83
Midwest,MetropolitanArea,29,12,NotBlack,403.61
Northeast,NotMetropolitanArea,2,12,NotBlack,169.75
Northeast,MetropolitanArea,22,12,NotBlack,826.21
South,MetropolitanArea,4,8,Black,164.61
West,MetropolitanArea,21,13,NotBlack,712.25
West,MetropolitanArea,36,14,NotBlack,759.73
South,MetropolitanArea,26,18,NotBlack,2374.15
Northeast,MetropolitanArea,16,14,NotBlack,712.25
West,MetropolitanArea,9,8,NotBlack,223.28
Northeast,MetropolitanArea,9,16,NotBlack,458.55
Northeast,NotMetropolitanArea,14,17,NotBlack,629.15
Northeast,MetropolitanArea,40,18,NotBlack,1353.28
Midwest,MetropolitanArea,16,12,NotBlack,712.25
Midwest,NotMetropolitanArea,15,12,NotBlack,728.87
South,MetropolitanArea,40,12,NotBlack,765.91
Northeast,MetropolitanArea,22,17,NotBlack,1187.08
Midwest,MetropolitanArea,31,12,Black,543.21
West,MetropolitanArea,30,15,NotBlack,662.04
Northeast,MetropolitanArea,19,12,NotBlack,682.95
South,MetropolitanArea,55,7,Black,603.04
South,MetropolitanArea,22,11,NotBlack,118.71
West,MetropolitanArea,5,16,NotBlack,534.54
Northeast,MetropolitanArea,18,12,NotBlack,807.22
Midwest,MetropolitanArea,5,11,Black,246.91
West,NotMetropolitanArea,15,12,NotBlack,593.54
Northeast,MetropolitanArea,10,12,NotBlack,382.72
South,MetropolitanArea,16,11,Black,408.36
Northeast,MetropolitanArea,43,10,NotBlack,522.32
West,MetropolitanArea,35,18,NotBlack,988.91
West,MetropolitanArea,25,18,NotBlack,1353.28
West,MetropolitanArea,44,12,NotBlack,237.04
South,NotMetropolitanArea,5,13,NotBlack,284.9
South,MetropolitanArea,15,12,NotBlack,258.21
South,MetropolitanArea,41,10,NotBlack,617.28
Midwest,MetropolitanArea,21,16,NotBlack,1234.57
South,MetropolitanArea,40,13,NotBlack,735.99
Midwest,MetropolitanArea,19,15,NotBlack,949.67
South,MetropolitanArea,0,14,NotBlack,246.91
Midwest,MetropolitanArea,19,12,NotBlack,434.43
Northeast,MetropolitanArea,32,10,Black,261.16
Northeast,MetropolitanArea,44,12,NotBlack,522.32
West,MetropolitanArea,40,14,NotBlack,1234.57
Midwest,MetropolitanArea,12,13,NotBlack,140.69
Midwest,MetropolitanArea,26,12,NotBlack,569.8
West,MetropolitanArea,11,12,NotBlack,880.82
Northeast,MetropolitanArea,3,13,NotBlack,420.23
West,MetropolitanArea,13,16,NotBlack,1092.12
Northeast,MetropolitanArea,3,14,NotBlack,360.16
West,MetropolitanArea,36,10,NotBlack,427.35
Northeast,NotMetropolitanArea,18,12,NotBlack,949.67
Midwest,NotMetropolitanArea,20,17,NotBlack,643.07
Northeast,MetropolitanArea,48,9,NotBlack,569.8
Midwest,MetropolitanArea,24,12,NotBlack,1187.08
Midwest,MetropolitanArea,40,14,NotBlack,1372.05
Midwest,MetropolitanArea,24,12,NotBlack,783.48
West,MetropolitanArea,32,12,NotBlack,189.93
South,NotMetropolitanArea,17,12,NotBlack,878.44
South,MetropolitanArea,12,12,NotBlack,759.73
South,MetropolitanArea,10,12,NotBlack,318.52
West,MetropolitanArea,22,6,NotBlack,455.84
Midwest,NotMetropolitanArea,5,12,NotBlack,406.11
West,MetropolitanArea,18,18,NotBlack,973.41
West,MetropolitanArea,33,18,NotBlack,783.48
South,MetropolitanArea,22,16,NotBlack,1424.5
Northeast,MetropolitanArea,2,12,NotBlack,444.44
West,MetropolitanArea,20,15,NotBlack,617.28
Northeast,MetropolitanArea,43,9,NotBlack,783.48
Midwest,MetropolitanArea,22,13,NotBlack,569.8
Midwest,MetropolitanArea,21,12,NotBlack,754.75
South,MetropolitanArea,12,12,NotBlack,508.35
Midwest,MetropolitanArea,17,12,NotBlack,688.51
West,MetropolitanArea,26,12,NotBlack,262.35
West,MetropolitanArea,15,17,NotBlack,1305.79
West,MetropolitanArea,16,14,NotBlack,664.77
South,MetropolitanArea,24,12,NotBlack,205.76
