Subject,Gender,AFQT,Educ,Income2005
4830,male,93.010,16,344856
4831,male,95.503,18,54500
4832,male,77.854,14,57000
4834,male,56.188,16,80000
4839,female,62.465,13,14000
4840,male,84.430,15,24226
4842,female,55.403,18,37000
4843,male,54.678,16,45000
4844,female,30.696,14,6000
4849,female,44.859,12,20000
4856,male,72.897,14,60000
4858,male,75.431,12,64000
4859,male,91.950,14,36000
4862,male,92.938,13,39000
4864,female,41.211,12,8575
4865,female,69.395,15,25000
4870,female,81.774,18,6000
4871,female,95.394,16,34000
4872,female,28.043,17,56000
4873,female,89.918,16,55000
4876,female,67.661,12,35000
4879,male,65.964,12,26500
4880,female,53.053,14,27000
4881,male,66.586,14,80000
4883,male,50.386,13,47000
4884,male,67.232,12,33000
4888,male,57.352,12,38083
4889,male,78.181,14,65000
4890,female,38.555,13,22000
4892,male,56.759,16,72000
4894,male,77.629,16,81000
4896,male,80.642,16,90000
4899,female,15.864,14,20000
4900,male,55.398,12,50000
4901,male,23.682,11,32000
4906,female,8.811,12,7300
4907,male,86.847,20,188255
4911,male,70.097,12,6000
4914,male,25.611,12,29000
4919,female,38.709,18,52000
4921,male,92.503,20,92500
4922,female,63.204,13,17000
4923,male,22.076,10,22000
4924,female,43.271,13,33500
4926,male,51.554,12,48000
4927,female,83.641,16,159193
4929,female,49.657,14,17900
4930,female,41.842,13,18839
4931,female,81.658,14,33000
4933,female,62.784,15,39000
4934,female,23.927,12,25000
4937,male,7.135,8,22000
4939,male,60.522,16,41000
4942,male,13.494,12,54000
4943,female,31.353,14,42000
4944,male,82.469,16,75000
4945,male,25.492,12,35000
4946,male,2.893,8,43000
4948,female,26.901,12,18000
4952,female,23.721,12,26000
4953,female,74.689,13,22000
4954,female,73.712,18,78000
4955,female,64.713,12,40000
4960,male,21.164,10,60000
4962,female,74.484,13,36000
4966,female,47.582,12,32000
4967,female,64.114,13,32500
4968,female,90.360,14,66948
4972,female,33.643,13,3000
4975,female,92.247,18,60000
4976,female,85.066,15,94000
4979,male,70.510,12,58000
4981,female,27.358,14,35100
4983,male,21.009,12,8000
4986,male,16.841,12,410008
4987,female,86.508,15,15000
4992,female,32.249,12,30000
4997,female,75.073,15,62000
4998,male,80.394,20,69600
5001,female,67.504,17,30000
5003,female,70.669,19,228453
5007,male,18.040,12,63000
5012,male,87.153,20,215765
5017,male,84.380,14,115000
5020,male,91.144,17,39000
5021,male,94.331,17,44000
5022,male,79.135,15,80000
5023,female,78.873,19,39000
5025,female,64.441,13,40000
5026,female,58.229,15,42000
5028,female,96.183,17,153447
5029,male,100.000,16,120000
5037,female,25.844,14,18230
5041,female,13.195,12,14000
5042,female,11.369,13,29000
5043,female,36.172,13,29993
5053,female,18.631,13,60000
5054,male,44.084,20,34000
5055,female,52.035,14,43000
5060,female,17.529,12,24314
5062,female,77.171,13,25000
5085,female,9.128,12,9600
5091,female,72.251,20,56400
5094,male,22.029,13,10000
5095,male,73.751,20,20000
5096,female,73.407,18,30000
5097,male,47.006,12,119000
5099,female,97.610,16,40000
5101,female,57.477,15,11000
5102,male,48.968,14,33000
5106,male,23.450,12,120000
5107,female,89.381,19,152683
5108,female,98.645,16,33000
5115,female,46.560,12,27400
5125,female,77.314,14,3000
5128,female,56.945,11,29000
5131,female,78.060,12,21213
5132,male,41.062,10,26000
5134,female,47.968,15,42000
5139,male,17.763,12,15000
5140,female,60.402,16,10800
5143,female,80.740,17,62000
5145,male,81.861,12,36000
5149,male,72.306,13,6000
5151,female,53.960,13,89000
5156,male,58.127,13,100000
5158,male,41.879,12,50000
5159,female,36.433,12,1200
5161,male,55.622,12,37000
5162,female,80.536,12,100000
5166,male,98.687,16,75000
5168,male,73.682,18,23000
5170,male,83.498,20,55000
5174,male,84.442,13,65000
5176,female,31.449,12,38000
5178,male,70.507,13,25000
5179,female,53.747,12,23000
5180,female,61.711,12,3563
5184,male,37.165,12,38000
5185,male,91.441,20,57000
5186,male,42.843,12,29000
5187,male,60.646,13,34500
5188,female,53.090,16,46000
5189,female,48.596,12,27000
5191,female,75.345,14,20000
5192,male,24.074,12,30000
5193,female,52.580,16,56000
5194,male,70.467,12,32000
5195,female,56.535,12,28398
5197,male,72.335,17,123000
5199,female,62.924,15,15000
5208,female,75.701,12,25000
5211,male,10.875,12,35718
5212,female,72.412,17,20000
5219,female,33.664,12,83000
5221,male,8.837,14,35000
5222,male,46.218,17,80000
5226,male,83.809,16,85000
5227,male,45.579,13,40000
5229,male,31.929,14,32530
5231,female,13.348,12,12000
5235,male,13.793,14,70000
5236,female,85.912,12,8400
5238,male,21.710,12,22000
5244,male,46.534,16,60000
5245,male,70.640,20,200977
5246,female,46.743,15,31000
5247,female,55.115,12,26000
5248,male,38.094,14,96000
5249,male,56.267,13,36000
5250,male,88.662,16,55000
5251,male,15.176,12,50000
5252,male,38.320,12,9000
5254,male,48.244,13,120000
5255,female,12.777,13,37100
5256,female,30.913,13,68000
5257,male,21.706,12,40000
5258,female,34.971,12,33800
5259,female,27.434,15,3500
5262,female,45.691,12,11500
5263,male,67.670,14,35000
5264,female,4.008,16,65000
5266,male,55.998,14,98000
5267,male,12.390,13,50000
5268,female,75.256,12,11548
5269,male,19.642,11,30000
5272,female,28.603,12,20000
5274,male,42.704,13,6000
5277,female,17.534,13,10000
5278,male,27.724,12,55000
5287,female,79.838,16,3200
5288,female,22.097,12,37500
5289,female,88.294,16,40264
5291,male,15.276,12,47500
5294,female,27.953,12,16000
5299,female,78.135,18,45000
5300,male,50.321,15,63000
5301,female,86.332,12,29479
5307,male,22.362,12,28000
5308,female,4.171,13,11000
5310,female,84.207,19,59800
5311,female,34.370,12,10000
5315,female,52.155,14,16000
5316,male,85.107,12,58000
5317,female,76.530,12,7200
5318,male,75.732,14,20000
5325,female,88.694,20,600
5326,female,88.590,16,35000
5327,female,60.895,12,35000
5329,male,20.657,13,51000
5330,female,64.846,14,30000
5332,female,83.449,15,25000
5333,female,54.144,14,29000
5334,male,59.959,16,75000
5338,female,52.599,12,21939
5340,female,20.057,14,10000
5341,female,91.407,16,52000
5342,male,71.119,16,95000
5349,female,55.017,13,5250
5350,male,12.563,14,36500
5351,female,84.304,18,53000
5352,male,63.248,16,110000
5353,female,62.412,12,3200
5356,male,69.093,12,36800
5357,male,26.187,12,34000
5358,male,81.396,14,55000
5360,female,55.327,13,14000
5361,male,44.732,15,3000
5362,male,61.583,12,56000
5363,male,30.514,10,52000
5365,male,18.621,15,65000
5366,male,89.755,12,35000
5372,female,87.078,16,12000
5373,female,90.958,16,35000
5374,female,76.589,16,38400
5376,female,83.858,12,12000
5377,male,85.856,14,56000
5381,female,97.117,16,46000
5385,female,49.694,12,8000
5388,female,93.238,16,18000
5389,female,93.533,17,53000
5390,male,71.096,14,52000
5391,female,43.898,17,40000
5392,male,72.595,14,52000
5393,female,82.352,16,59850
5394,male,71.790,18,42000
5395,male,63.289,17,35000
5397,female,71.140,15,23699
5398,male,82.620,16,135000
5401,male,87.434,12,35000
5402,male,11.551,12,50000
5404,female,56.704,13,29500
5406,female,48.500,16,32000
5408,female,44.815,14,40000
5410,male,81.450,16,57000
5416,male,97.935,16,15000
5417,male,79.360,12,196680
5418,male,50.639,16,60000
5419,male,87.220,17,81000
5420,male,91.807,16,125000
5421,female,80.022,12,13000
5427,female,49.099,13,38000
5428,female,69.959,14,45000
5430,male,75.195,16,37000
5435,male,60.361,12,36000
5436,female,38.439,12,29000
5439,male,95.516,16,110000
5440,male,91.857,12,38000
5441,male,31.355,14,150000
5442,female,29.679,15,6800
5445,female,37.721,14,14000
5446,male,10.310,9,9600
5447,male,4.747,8,27300
5450,female,19.937,12,8500
5451,male,24.754,12,50000
5453,female,32.426,13,6000
5456,male,15.308,12,25000
5461,male,0.587,8,71776
5469,female,1.294,9,7200
5470,male,54.755,12,43000
5474,female,60.055,16,62000
5476,female,0.838,12,26000
5484,male,25.560,12,900
5485,female,23.139,16,47000
5486,female,22.735,12,20500
5488,female,11.841,11,350
5489,male,97.069,20,91000
5491,male,47.421,12,52000
5493,male,32.743,12,56000
5494,male,50.188,12,29800
5499,male,29.660,12,50000
5500,male,51.599,14,40000
5502,female,16.864,12,16000
5504,male,74.158,16,95000
5505,female,14.718,12,22050
5508,female,21.049,12,20000
5510,female,11.307,12,20000
5511,female,60.755,14,28000
5512,male,63.118,13,55000
5513,male,99.484,16,25000
5514,male,46.876,12,10000
5516,male,25.347,12,22500
5518,female,6.995,14,40000
5519,male,4.096,8,18000
5521,male,85.656,12,18560
5522,female,61.117,12,3000
5524,female,25.036,12,1300
5528,female,27.961,12,38000
5531,male,66.286,12,110000
5537,female,6.803,12,19000
5538,male,14.114,12,15000
5539,male,82.930,12,25000
5540,male,31.907,14,125000
5543,male,85.677,17,133000
5544,female,14.701,12,10056
5545,male,42.853,12,16000
5546,female,48.990,12,32000
5550,female,6.054,12,11000
5551,female,21.620,12,29000
5555,female,56.039,12,14000
5558,male,0.162,12,45000
5565,female,37.489,16,36000
5566,female,39.633,12,25000
5568,female,64.088,14,38000
5572,female,61.264,12,31000
5573,male,46.741,12,24000
5575,female,64.673,12,15785
5576,female,46.125,12,34000
5580,male,35.796,12,47000
5581,female,31.716,12,22000
5585,male,26.982,12,54000
5590,male,77.376,16,42000
5591,female,67.935,16,65000
5592,male,98.198,19,33000
5594,male,73.884,20,79000
5599,male,60.292,16,82000
5603,male,10.810,9,36000
5604,male,1.042,9,40000
5607,male,28.205,12,30000
5609,female,10.186,14,24000
5611,male,34.301,13,18000
5612,female,47.973,13,26500
5613,male,0.000,12,30000
5614,female,18.176,12,26000
5616,male,3.039,12,35000
5617,male,8.282,12,20000
5618,male,51.958,16,43000
5621,male,51.908,17,44000
5623,male,95.248,20,96000
5624,female,70.691,19,36000
5625,male,66.276,12,40000
5626,female,60.781,12,52000
5637,male,8.540,12,52000
5640,female,0.560,12,30000
5646,female,37.531,12,33000
5649,male,71.982,13,22000
5653,male,66.907,12,52000
5655,male,82.061,17,90000
5661,female,71.156,15,1600
5666,male,68.443,16,80000
5667,male,97.274,20,198032
5668,male,70.576,12,60000
5669,female,54.716,12,38000
5671,male,86.782,12,20000
5674,female,56.285,13,8000
5675,female,87.596,16,67500
5676,female,77.716,17,15000
5677,male,64.580,12,72000
5684,female,5.319,12,12000
5690,female,76.766,19,70000
5694,male,58.345,12,42000
5696,male,42.254,12,72000
5699,male,97.537,13,45000
5700,male,80.340,12,70000
5701,female,75.520,17,114000
5702,female,59.926,13,24000
5703,male,74.363,14,42500
5705,female,81.334,12,10900
5708,female,81.916,14,33000
5710,female,87.910,18,53000
5711,male,50.838,12,42000
5712,female,80.893,12,26280
5713,female,64.357,11,44328
5718,female,76.736,12,9000
6285,male,51.843,13,60000
11751,male,24.592,11,10000
11755,male,7.350,11,60000
11758,male,80.188,19,70000
11759,male,40.534,12,50000
11760,male,0.000,12,4000
11762,male,1.792,11,100000
11763,male,47.481,15,146000
11769,female,67.337,15,8000
11776,male,26.798,10,25000
11777,female,90.862,14,74500
11778,female,71.422,15,32900
11779,female,78.397,17,1500
11785,female,19.889,12,78000
11786,female,44.583,12,65000
11787,female,20.097,10,8000
11791,male,66.503,16,123000
11792,female,61.687,12,19000
11793,male,11.738,12,56000
11794,female,19.708,12,40000
11796,male,97.147,16,24000
11797,female,40.415,14,1200
11798,female,45.075,15,17000
11799,male,26.504,14,32000
11800,female,18.254,12,60000
11801,male,8.903,12,350
11806,male,43.089,13,63000
11807,female,40.755,12,80000
11809,male,68.468,16,39000
11811,female,0.823,12,8000
11813,female,3.222,12,30456
11814,female,2.314,8,9000
11815,female,21.716,13,1300
11816,female,78.611,15,19500
11818,female,12.570,10,13000
11819,female,43.124,14,27700
11820,male,62.701,16,50000
11822,male,41.801,12,57500
11830,male,1.457,12,2000
11832,female,9.266,13,15000
11833,male,13.696,13,25000
11835,female,60.500,16,14000
11838,female,23.064,15,52000
11839,female,48.275,12,45000
11841,male,39.048,13,57000
11844,male,23.172,15,20108
11845,female,47.552,14,40000
11846,male,9.003,12,54000
11848,female,48.795,16,24500
11849,male,14.611,12,50000
11850,female,24.520,8,32000
11851,female,67.970,14,80000
11854,female,68.817,16,87000
11858,female,37.279,12,24000
11860,male,61.243,12,40000
11863,male,78.549,14,77919
11864,male,16.885,12,24000
11865,female,75.534,12,42500
11867,female,18.000,16,28000
11868,female,54.370,16,102831
11869,female,83.763,14,38400
11870,female,72.983,16,11000
11872,male,81.931,14,24500
11875,male,63.866,12,57000
11878,female,39.427,12,22000
11879,female,63.777,12,13691
11880,male,44.032,12,15000
11881,female,92.255,16,15000
11883,male,75.428,12,44000
11884,male,18.231,12,2200
11886,female,79.197,15,10000
11887,male,61.341,12,24200
11889,male,68.263,17,40000
11890,male,1.779,6,50400
11891,female,4.028,12,10000
11894,female,55.742,16,30330
11897,male,96.751,14,64000
11898,female,80.758,16,58500
11901,female,36.943,14,29000
11902,female,39.267,18,48000
11905,female,43.256,16,60000
11909,female,51.061,12,16000
11911,male,56.834,13,46000
11916,female,45.787,18,38000
11917,male,62.412,12,35000
11918,female,89.086,17,85000
11920,male,83.021,16,338101
11923,female,45.430,14,12000
11924,male,91.057,13,68458
11925,male,70.000,12,58000
11926,male,86.514,12,45000
11929,female,93.914,20,82000
11932,female,9.829,14,10000
11934,male,12.465,12,90000
11935,female,10.590,12,24000
11936,male,38.717,16,125000
11937,male,12.877,20,43000
11939,male,27.064,12,15000
11940,female,48.739,12,14000
11942,male,52.131,12,39000
11945,male,15.874,13,40000
11947,male,10.751,12,90000
11949,female,20.859,12,26000
11950,female,6.732,12,2000
11955,female,72.750,16,42000
11958,female,42.412,12,75000
11971,male,24.339,15,39000
11972,male,37.918,20,110500
11973,male,60.113,12,60000
11981,female,0.332,12,31000
11990,male,85.632,20,70000
11993,female,36.867,12,40000
12000,female,56.178,12,33000
12005,female,39.556,15,35000
12006,male,59.085,16,17000
12008,male,38.202,12,60000
12010,male,83.535,20,53000
12012,male,76.322,14,65000
12014,male,80.790,16,85000
12016,male,70.816,16,150000
12018,female,94.157,12,52900
12019,male,69.997,12,58000
12022,female,54.756,12,63000
12023,male,74.585,17,65000
12031,male,66.317,12,40000
12032,female,14.177,12,24000
12034,female,72.753,16,161182
12036,female,81.701,15,28900
12039,male,65.528,12,22000
12041,male,16.707,12,46000
12042,female,8.479,12,3000
12043,male,5.867,12,628
12044,male,41.848,18,45000
12045,male,87.993,20,49000
12052,female,68.169,15,32000
12055,male,49.365,12,51000
12057,female,58.250,12,3000
12061,female,88.136,13,42000
12062,female,1.350,13,20000
12064,male,91.448,20,158730
12065,male,45.810,10,56000
12066,female,26.619,14,3000
12068,male,88.023,16,49000
12070,female,50.856,15,34000
12076,female,58.498,12,6000
12082,male,33.649,12,4000
12083,female,42.237,12,22000
12084,male,56.342,12,33793
12087,female,18.164,13,3000
12088,male,97.573,16,37000
12089,male,63.613,20,40000
12090,male,53.959,12,30000
12092,female,53.775,16,30000
12093,male,59.265,12,82000
12097,female,36.668,12,54000
12098,female,82.763,14,53000
12102,male,62.246,16,100000
12104,female,83.988,15,36323
12106,male,76.524,18,120000
12110,male,56.116,16,91000
12116,male,74.244,16,90000
12119,male,54.283,18,45000
12122,male,20.531,8,30000
12125,male,15.881,12,42000
12126,female,10.695,12,21000
12128,female,64.324,12,30000
12129,male,72.169,16,39500
12130,female,27.983,12,24000
12131,male,32.593,12,23000
12133,male,22.983,12,11560
12135,female,10.769,10,22000
12138,female,40.280,13,21000
12139,male,29.169,12,12600
12140,female,31.207,13,45000
