Gene,GeneName,pValue
12352,AT2G44380,6.17E-05
12353,AT2G47330,0.024334666
12354,AT3G47990,0.087509096
12355,AT3G51120,0.8493997
12356,AT3G51830,0.219052538
12357,AT3G51980,0.190828106
12358,AT3G53610,0.350081619
12359,AT4G01400,0.545418067
12360,AT4G22930,0.407065346
12361,AT4G23250,0.305168541
12362,AT4G27380,0.114921715
12363,AT5G19020,0.175238468
12364,AT5G48335,0.043443538
12365,AT5G58190,0.104690701
12366,AT1G10130,0.935982476
12367,AT1G17580,0.13011075
12368,AT1G19580,0.958488643
12369,AT1G27190,0.375053547
12370,AT1G30620,0.003551119
12371,AT1G31650,0.029258919
12372,AT1G33980,0.756811134
12373,AT1G34780,0.097315296
12374,AT1G47750,0.286901805
12375,AT1G50940,0.560180243
12376,AT1G53590,0.571654343
12377,AT2G13970,0.182413027
12378,AT2G28320,0.505241305
12379,AT3G01320,0.290949754
12380,AT3G20430,0.576190112
12381,AT3G22310,0.030368546
12382,AT3G57640,0.378642209
12383,AT4G06599,0.079348538
12384,AT4G13050,0.112652032
12385,AT4G17730,0.087795077
12386,AT4G22290,0.608157449
12387,AT4G23620,0.101396443
12388,AT4G26720,0.37695901
12389,AT4G31210,0.445835985
12390,AT5G03340,0.178031895
12391,AT5G08415,0.011190941
12392,AT5G13050,0.643304751
12393,AT5G38840,0.849536234
12394,AT5G45360,0.57388195
12395,AT5G47650,0.446392532
12396,AT5G52100,0.004156681
12397,AT5G55390,0.29443615
12398,AT5G57940,0.227915267
12399,AT5G58310,0.00255947
12400,AT5G62430,0.241130534
12401,AT5G63000,0.17167062
12402,AT1G24610,0.567136888
12403,AT1G33560,0.575065976
12404,AT1G48540,1
12405,AT1G51080,0.000214334
12406,AT1G55260,0.002758431
12407,AT1G63700,0.653233495
12408,AT1G64890,0.94600111
12409,AT1G77500,0.124478197
12410,AT2G04865,0.179216769
12411,AT2G07781,0.886451137
12412,AT2G21385,0.004232683
12413,AT2G26100,0.262009788
12414,AT2G28810,0.748759203
12415,AT2G35620,0.596142833
12416,AT2G36145,0.058211529
12417,AT2G39810,0.029923849
12418,AT2G40020,0.032861867
12419,AT2G44360,0.396419097
12420,AT3G03610,0.023964047
12421,AT3G07940,0.867050364
12422,AT3G09560,0.173617108
12423,AT3G11960,0.186076864
12424,AT3G15020,0.861116684
12425,AT3G17880,0.191832954
12426,AT3G19540,0.505321682
12427,AT3G21700,0.505035434
12428,AT3G23580,0.772718777
12429,AT3G27880,0.524314801
12430,AT3G58670,0.337752272
12431,AT4G00550,0.004295349
12432,AT4G36540,0.014816526
12433,AT4G39030,0.708505556
12434,AT5G05360,0.562653865
12435,AT5G43050,0.164487769
12436,AT5G46170,0.205434785
12437,AT5G46240,0.844991504
12438,AT5G47730,0.023981579
12439,AT5G52520,0.036263388
12440,AT5G61060,0.543327605
12441,AT1G02330,0.810765665
12442,AT1G08000,0.395088619
12443,AT1G31660,0.518867313
12444,AT1G62560,0.34806654
12445,AT1G67190,0.944499121
12446,AT1G69960,0.045309793
12447,AT1G72640,0.011289099
12448,AT1G77122,0.052863613
12449,AT1G79770,0.258312211
12450,AT2G20720,0.292220744
12451,AT2G26590,0.006472527
12452,AT2G34090,0.003824723
12453,AT2G42710,0.689833198
12454,AT3G01680,0.189415717
12455,AT3G06590,0.062565277
12456,AT3G18770,0.172264984
12457,AT3G28070,0.004271774
12458,AT3G62720,0.416339782
12459,AT4G02600,0.66025739
12460,AT4G15475,0.478515139
12461,AT4G27540,0.797887521
12462,AT4G29080,0.066761397
12463,AT4G30760,0.148368154
12464,AT4G33500,0.745655341
12465,AT5G08470,0.151006409
12466,AT5G09920,0.969819521
12467,AT5G13480,0.894631102
12468,AT5G14800,0.498258601
12469,AT5G17050,0.121763138
12470,AT1G05910,0.060404015
12471,AT1G14270,0.06414457
12472,AT1G17970,0.803066391
12473,AT1G21610,0.184208784
12474,AT1G52040,0.450813783
12475,AT1G53030,0.738089019
12476,AT1G61690,0.410621015
12477,AT1G63810,0.129962709
12478,AT1G65860,0.526157115
12479,AT1G66330,0.036341218
12480,AT2G03810,0.107155287
12481,AT2G17880,0.691655944
12482,AT2G20850,0.15909896
12483,AT2G27450,0.01648079
12484,AT2G30070,0.20619571
12485,AT2G39760,0.658024752
12486,AT2G45640,0.070590775
12487,AT2G46910,0.018298919
12488,AT3G27325,0.120564954
12489,AT3G48120,0.201139661
12490,AT3G59070,0.236762585
12491,AT3G63120,0.067101839
12492,AT3G63170,0.032559125
12493,AT4G18370,0.007373168
12494,AT4G28710,0.03983896
12495,AT4G30790,0.363447628
12496,AT4G38860,0.242882585
12497,AT5G03190,0.614829181
12498,AT5G05930,0.74182343
12499,AT5G10650,0.235619108
12500,AT5G19030,0.738108347
12501,AT5G20960,0.066570109
12502,AT5G45610,0.33182352
12503,AT5G52760,0.740480458
12504,AT5G52960,0.008112191
12505,AT5G53200,0.795059452
12506,AT5G53620,0.599617596
12507,AT5G56180,0.065195944
12508,AT5G60950,0.029651948
12509,AT5G65750,0.385584118
12510,AT1G05380,0.05462407
12511,AT1G06820,0.012448429
12512,AT1G17980,0.969360392
12513,AT1G26665,0.661171153
12514,AT1G26945,0.020024651
12515,AT1G50420,0.366180329
12516,AT1G51730,0.379289881
12517,AT1G61780,0.202192665
12518,AT1G63360,0.875813003
12519,AT1G63900,0.302295802
12520,AT1G67810,0.332160553
12521,AT1G73240,0.67923664
12522,AT1G80110,0.022113653
12523,AT2G18840,0.607510329
12524,AT2G21540,0.966134225
12525,AT2G39130,0.967645859
12526,AT2G42310,0.177403649
12527,AT3G05270,0.273838738
12528,AT3G07610,0.549078826
12529,AT3G18160,0.409525218
12530,AT3G20365,0.811960841
12531,AT3G53780,0.049972162
12532,AT3G61710,0.048712663
12533,AT4G02630,0.002266198
12534,AT4G10750,0.936783053
12535,AT4G19520,0.095918981
12536,AT4G21720,0.582097882
12537,AT5G04220,0.953536563
12538,AT5G05660,0.291531532
12539,AT5G09860,0.738032831
12540,AT5G51430,0.83321545
12541,AT5G58240,0.720688169
12542,AT5G58440,0.074939098
12543,AT1G19450,0.494197727
12544,AT1G19485,0.366328724
12545,AT1G22430,0.456647413
12546,AT1G23720,0.838858771
12547,AT1G30690,0.6720788
12548,AT1G31230,0.52276719
12549,AT1G75440,0.222154323
12550,AT1G77130,0.801782402
12551,AT1G79610,0.635213669
12552,AT1G80750,0.435645952
12553,AT2G19950,0.35785452
12554,AT2G26800,0.426968099
12555,AT2G26975,0.513376107
12556,AT2G37430,0.011107786
12557,AT2G40610,0.043688841
12558,AT3G06290,0.895677479
12559,AT3G07320,0.752902449
12560,AT3G11030,0.786526981
12561,AT3G16560,0.448633583
12562,AT3G17090,0.393306222
12563,AT3G48320,0.461508119
12564,AT3G53570,0.389847298
12565,AT3G63180,0.557924063
12566,AT4G11270,0.041161876
12567,AT4G12120,0.00394312
12568,AT4G17260,0.921879425
12569,AT4G25520,0.33449236
12570,AT4G29380,0.635218671
12571,AT4G30200,0.26928722
12572,AT5G11270,0.350138554
12573,AT5G17610,0.006166601
12574,AT5G24120,0.281070826
12575,AT5G24740,0.201467808
12576,AT5G40200,0.203636132
12577,AT5G51180,0.101073126
12578,AT1G06670,0.860222707
12579,AT1G09490,0.961300532
12580,AT1G12990,0.722291542
12581,AT1G16260,0.756139942
12582,AT1G22620,0.8044207
12583,AT1G30835,0.49199274
12584,AT1G53920,0.035933286
12585,AT1G69310,0.000611006
12586,AT1G70640,0.040255879
12587,AT1G78280,0.010241109
12588,AT2G02090,0.299943406
12589,AT2G13440,0.154252519
12590,AT2G15980,0.734517542
12591,AT2G19180,0.400682512
12592,AT2G26930,0.011403536
12593,AT2G42160,0.567411718
12594,AT2G44140,0.253077955
12595,AT3G03570,0.128163716
12596,AT3G04030,0.119801096
12597,AT3G04650,0.783963722
12598,AT3G10530,0.036029383
12599,AT3G15352,0.075844005
12600,AT3G16180,0.004720597
12601,AT3G23980,0.062149599
12602,AT3G44190,0.493507622
12603,AT3G46100,0.185424149
12604,AT3G50770,0.811350757
12605,AT3G59360,0.024445203
12606,AT4G00740,0.004841786
12607,AT4G02680,0.244316624
12608,AT4G22830,0.96259584
12609,AT4G25720,0.409193736
12610,AT4G26450,0.132260287
12611,AT4G30990,0.01938497
12612,AT4G31750,0.016592501
12613,AT5G07290,0.164883147
12614,AT5G17790,0.640748034
12615,AT5G20570,0.261051659
12616,AT5G40380,0.749332763
12617,AT5G44785,0.209630625
12618,AT5G52900,0.333612158
12619,AT5G58510,0.179963177
12620,AT1G07430,0.456469272
12621,AT1G07610,0.852124327
12622,AT1G08940,0.025037405
12623,AT1G13900,0.431911777
12624,AT1G14820,0.065368922
12625,AT1G15730,0.034819315
12626,AT1G18480,0.184271295
12627,AT1G19800,0.684280854
12628,AT1G50730,0.014790378
12629,AT1G55325,0.398953549
12630,AT1G63120,0.090973643
12631,AT1G68440,0.270636705
12632,AT1G69900,0.103427151
12633,AT1G74310,0.875135011
12634,AT1G77920,0.026245062
12635,AT2G04495,0.006615998
12636,AT2G24600,0.000630851
12637,AT2G38750,0.875138299
12638,AT2G39740,0.539104032
12639,AT2G42620,0.875139981
12640,AT2G44230,0.007327648
12641,AT3G04605,0.028163822
12642,AT3G05050,0.290644606
12643,AT3G27310,0.126857893
12644,AT3G43590,0.353849325
12645,AT3G50060,0.025398836
12646,AT3G53235,0.705167867
12647,AT4G04490,0.088736332
12648,AT4G14190,0.791501016
12649,AT4G25840,0.039160876
12650,AT4G27060,0.710874668
12651,AT4G32915,0.114226005
12652,AT4G39160,0.406175971
12653,AT5G02502,0.846146247
12654,AT5G15610,0.145247432
12655,AT5G18540,0.489580531
12656,AT5G47310,0.280857438
12657,AT5G57850,0.015941457
12658,AT5G58930,0.039441993
12659,AT5G60200,0.769962394
12660,AT1G07350,0.583436976
12661,AT1G07440,0.01444906
12662,AT1G13480,0.10474246
12663,AT1G20640,0.738011355
12664,AT1G24040,0.063717827
12665,AT1G28610,0.002018474
12666,AT1G32490,0.730955155
12667,AT1G64430,0.060760527
12668,AT1G72630,0.796798214
12669,AT2G17550,0.48442961
12670,AT2G21120,0.136253372
12671,AT2G22870,0.377752102
12672,AT2G41160,0.300112056
12673,AT2G47440,0.013033128
12674,AT3G06010,0.970350404
12675,AT3G18480,0.023310775
12676,AT3G20810,0.443747424
12677,AT3G52360,0.125064693
12678,AT4G12790,0.038814566
12679,AT4G13630,0.818869065
12680,AT4G32030,0.592181269
12681,AT5G11950,0.439256467
12682,AT5G37350,0.602401802
12683,AT5G45050,0.606224437
12684,AT5G48910,0.026012968
12685,AT5G54910,0.695723867
12686,AT5G64570,0.32636508
12687,AT5G64850,0.800003338
12688,AT1G09730,0.041432296
12689,AT1G09870,0.652829174
12690,AT1G14170,0.0004714
12691,AT1G15440,0.398156586
12692,AT1G27340,0.552190875
12693,AT1G30130,0.641263701
12694,AT1G53190,0.684848397
12695,AT1G55150,0.453556857
12696,AT1G69030,0.048588607
12697,AT1G79050,0.320254125
12698,AT2G20120,0.754767096
12699,AT2G25840,0.41379348
12700,AT2G29560,0.712446144
12701,AT2G40815,0.017823522
12702,AT2G46660,0.858136297
12703,AT3G01770,0.915345119
12704,AT3G27180,0.838247609
12705,AT3G43220,0.117893853
12706,AT3G50270,0.199663207
12707,AT3G55010,0.192626189
12708,AT3G57300,0.875896981
12709,AT4G01897,0.652181999
12710,AT4G02790,0.029470131
12711,AT4G11920,0.520936699
12712,AT4G20270,0.233924174
12713,AT4G27080,0.454327178
12714,AT4G33565,0.938888149
12715,AT5G17640,0.737048585
12716,AT5G38900,8.23E-05
12717,AT5G52750,0.433701119
12718,AT5G66900,0.807886965
12719,AT1G02300,0.010967906
12720,AT1G07820,0.715829258
12721,AT1G16190,0.653965246
12722,AT1G23860,0.83414187
12723,AT1G49850,0.037341561
12724,AT1G52342,0.006972447
12725,AT1G62970,0.22289344
12726,AT1G68890,0.008302159
12727,AT1G76950,0.200647495
12728,AT1G79075,0.621135549
12729,AT2G21340,0.815329356
12730,AT2G28100,0.028096817
12731,AT2G42400,0.681174707
12732,AT2G46490,0.391630032
12733,AT2G48100,0.142839161
12734,AT3G15590,0.142331832
12735,AT3G19480,0.068069487
12736,AT3G28080,0.044046635
12737,AT3G43510,0.094915314
12738,AT3G51790,0.00724818
12739,AT4G08580,0.573031955
12740,AT4G16210,0.697070341
12741,AT4G31920,0.00166185
12742,AT4G32570,0.034852476
12743,AT4G33670,0.391639016
12744,AT5G05370,0.343045105
12745,AT5G41400,0.079286529
12746,AT5G45250,0.795388038
12747,AT5G45260,0.001775546
12748,AT5G50860,0.092462931
12749,AT5G57740,0.043565446
12750,AT5G60840,0.114517094
12751,AT1G01560,0.004065127
12752,AT1G08030,0.316456789
12753,AT1G11870,0.841927218
12754,AT1G13195,0.932074801
12755,AT1G17940,0.453830874
12756,AT1G24310,0.839969567
12757,AT1G30680,0.373659655
12758,AT1G53390,0.019932028
12759,AT1G53730,0.326494621
12760,AT1G53760,0.166103903
12761,AT1G72880,0.743978398
12762,AT1G73210,0.230473713
12763,AT1G80940,0.277284428
12764,AT2G09990,0.016017581
12765,AT2G25950,0.034248181
12766,AT2G27460,0.377549435
12767,AT2G32680,0.307911252
12768,AT2G37160,0.873934184
12769,AT2G38970,0.140303618
12770,AT3G08970,0.011045333
12771,AT3G11650,0.960377457
12772,AT3G24070,0.107100435
12773,AT3G29290,0.054513476
12774,AT3G45630,0.483491462
12775,AT3G48570,0.000372695
12776,AT3G48860,0.64506421
12777,AT3G57120,0.014707612
12778,AT4G04614,0.713729149
12779,AT5G12980,0.004839305
12780,AT5G15810,0.005070573
12781,AT5G26690,0.165280505
12782,AT5G42750,0.054430868
12783,AT5G50840,0.041554768
12784,AT5G58130,0.309993624
12785,AT5G63120,0.669807932
12786,AT1G38230,0.931449166
12787,AT1G43245,0.738904295
12788,AT1G48630,0.175562382
12789,AT1G60850,0.025600604
12790,AT1G63720,0.015570699
12791,AT1G69930,0.098435728
12792,AT1G75230,0.001609531
12793,AT2G17480,0.646013895
12794,AT2G19750,0.394489522
12795,AT2G20530,0.314189183
12796,AT2G26460,0.024656804
12797,AT2G32060,0.504624722
12798,AT2G37520,0.246908429
12799,AT3G23900,0.094490521
12800,AT3G26340,0.111988972
12801,AT3G54500,0.019969017
12802,AT3G55260,0.555494002
12803,AT3G55320,0.669428848
12804,AT3G56170,0.007047037
12805,AT4G00400,0.045835548
12806,AT4G23130,0.078801077
12807,AT4G23730,0.827015517
12808,AT4G29430,0.571240594
12809,AT4G33490,0.001339683
12810,AT4G36890,0.870644575
12811,AT5G10190,0.283352916
12812,AT5G14940,0.047933429
12813,AT5G18200,0.901063361
12814,AT5G48020,0.31419609
12815,AT5G48590,0.145863591
12816,AT5G53940,0.002302063
12817,AT5G61810,0.648419203
12818,AT5G65470,0.02117659
12819,AT1G04210,0.114257227
12820,AT1G10310,0.817417264
12821,AT1G29940,0.058177169
12822,AT1G48240,0.848294087
12823,AT1G53780,0.198958241
12824,AT1G55160,0.635905162
12825,AT1G59890,0.432218646
12826,AT1G60890,0.149454503
12827,AT1G71810,0.031487379
12828,AT1G75850,0.757614369
12829,AT1G78100,0.295690353
12830,AT1G80870,0.061681149
12831,AT2G33370,0.323613598
12832,AT3G01660,0.045221658
12833,AT3G11230,0.738382275
12834,AT3G15500,0.016567179
12835,AT3G21640,0.216698005
12836,AT3G22480,0.714721823
12837,AT3G24770,0.08165977
12838,AT3G49600,0.51444208
12839,AT4G03420,0.316601261
12840,AT4G12830,0.301219037
12841,AT4G26480,0.895425042
12842,AT4G28440,0.427084411
12843,AT4G38040,0.22744625
12844,AT5G10030,0.013086947
12845,AT5G13740,0.038438503
12846,AT5G13760,0.1913894
12847,AT5G18800,0.927374517
12848,AT5G22280,0.089170263
12849,AT5G39210,0.001798471
12850,AT5G55630,0.868751133
12851,AT5G58900,0.643403273
12852,AT1G03950,0.938684036
12853,AT1G07510,0.57681366
12854,AT1G19870,0.602475126
12855,AT1G20270,0.474035678
12856,AT1G72700,0.155267777
12857,AT1G73670,0.01397235
12858,AT2G17660,0.627870989
12859,AT2G24050,0.756987421
12860,AT2G28110,0.032561567
12861,AT2G43180,0.317454481
12862,AT3G01740,0.342080124
12863,AT3G04080,0.066376337
12864,AT3G11900,0.093899136
12865,AT3G24090,0.072937498
12866,AT3G61080,0.009912404
12867,AT4G17060,0.01835713
12868,AT4G24090,0.016141001
12869,AT4G26060,0.082277658
12870,AT4G27640,0.024072525
12871,AT5G14420,0.400039204
12872,AT5G26610,0.730090029
12873,AT5G54580,0.364026964
12874,AT1G05180,0.788118008
12875,AT1G07400,0.518235216
12876,AT1G11660,0.285509836
12877,AT1G71140,0.377800135
12878,AT2G24150,0.008372007
12879,AT2G25320,0.005572881
12880,AT2G38450,0.445167459
12881,AT3G04480,0.497078298
12882,AT3G05490,0.483139286
12883,AT3G14440,0.573163269
12884,AT3G15010,0.713281296
12885,AT3G19020,0.009701569
12886,AT3G55380,0.424580666
12887,AT4G00660,0.00126167
12888,AT4G08320,0.533640057
12889,AT4G15930,0.35708298
12890,AT4G16330,0.053513904
12891,AT4G26540,9.33E-05
12892,AT4G29790,0.759002832
12893,AT4G30580,8.34E-05
12894,AT4G30780,0.003260567
12895,AT4G32270,0.03063311
12896,AT5G11230,0.539521338
12897,AT5G11860,0.782350667
12898,AT5G17650,0.569405274
12899,AT5G38210,0.042949264
12900,AT5G53870,0.150383342
12901,AT5G62670,0.044906529
12902,AT1G24140,0.009176553
12903,AT1G47330,0.478329445
12904,AT1G53165,0.034954949
12905,AT1G74520,0.074315167
12906,AT2G03470,0.04336881
12907,AT2G25290,0.771072659
12908,AT2G28080,0.901400897
12909,AT2G30410,0.099394988
12910,AT2G30770,0.032464295
12911,AT2G43490,0.043547594
12912,AT3G02875,0.052786608
12913,AT3G03950,0.008038823
12914,AT3G57660,0.269821474
12915,AT4G28600,0.026133967
12916,AT4G32900,0.778038862
12917,AT4G33960,0.328103175
12918,AT5G17290,0.577664396
12919,AT5G20520,0.589454987
12920,AT5G22760,0.383893788
12921,AT5G25240,0.123277871
12922,AT5G57150,0.010161585
12923,AT5G60450,0.349398067
12924,AT5G60900,0.885592078
12925,AT5G64480,0.602616749
12926,AT5G64580,0.600672768
12927,AT1G01020,0.572410179
12928,AT1G19310,0.636154174
12929,AT1G19860,0.733773391
12930,AT1G26761,0.036237082
12931,AT1G33290,0.359874332
12932,AT1G54770,0.567583213
12933,AT1G55820,0.02034618
12934,AT2G03980,0.222137689
12935,AT2G20585,0.256440146
12936,AT2G21280,0.562277723
12937,AT2G30270,0.60217478
12938,AT2G33250,0.011326938
12939,AT2G47580,0.807763612
12940,AT3G07568,0.140102359
12941,AT3G12685,0.004784879
12942,AT3G16200,0.367327029
12943,AT3G17840,0.62577521
12944,AT3G52280,0.229657346
12945,AT3G55960,0.126828344
12946,AT4G14950,0.62484739
12947,AT4G15415,0.094364593
12948,AT4G19510,0.771994372
12949,AT4G31450,0.916977184
12950,AT4G36970,0.02347054
12951,AT4G38930,0.111561406
12952,AT5G05740,0.012549299
12953,AT5G13210,0.110223958
12954,AT5G13300,0.004193846
12955,AT5G19620,0.674935239
12956,AT5G40830,0.091843703
12957,AT5G54650,0.144007538
12958,AT5G55940,0.497138132
12959,AT5G63870,0.03658584
12960,AT5G65050,0.810093314
12961,AT1G10720,0.764836159
12962,AT1G12680,0.214997744
12963,AT1G14780,0.066765287
12964,AT1G29220,0.96791991
12965,AT1G61600,0.237291485
12966,AT1G65690,0
12967,AT1G73880,0.939399736
12968,AT2G03140,0.024412958
12969,AT2G05830,0.005104751
12970,AT2G32190,0.451232559
12971,AT2G36810,0.947203257
12972,AT2G40340,0.321067486
12973,AT2G45770,0.043600455
12974,AT3G01830,0.00381421
12975,AT3G07360,0.032093127
12976,AT3G08690,0.246927583
12977,AT3G09000,0.158303256
12978,AT3G14090,0.280238441
12979,AT3G52260,0.052861049
12980,AT4G19710,0.181730528
12981,AT4G32660,0.960265182
12982,AT5G02100,0.017651808
12983,AT5G03520,0.071371675
12984,AT5G20320,0.426665101
12985,AT5G55896,0.676893983
12986,AT5G57610,0.5599949
12987,AT5G65730,0.01613664
12988,AT5G67340,0.005170719
12989,AT5G67510,0.022562996
12990,AT1G05030,0.807263584
12991,AT1G22910,0.779498457
12992,AT1G50460,0.947324296
12993,AT1G51660,0.494506478
12994,AT2G01870,0.430724904
12995,AT2G07709,0.713324977
12996,AT2G28510,0.834201425
12997,AT2G38770,0.362788152
12998,AT2G41120,0.755745734
12999,AT3G03720,0.779709366
13000,AT3G26670,0.004812411
13001,AT3G28950,0.762939699
13002,AT3G47590,0.684601143
13003,AT4G14510,0.140243233
13004,AT4G14740,0.000908984
13005,AT4G15080,0.544491227
13006,AT4G34000,0.232645311
13007,AT4G36650,0.000140199
13008,AT4G39870,0.999999731
13009,AT5G02830,0.078298084
13010,AT5G03420,0.586775636
13011,AT5G07920,0.215459577
13012,AT5G11280,0.430153719
13013,AT5G23210,0.006001355
13014,AT5G23240,0.371264772
13015,AT5G36930,0.42673566
13016,AT5G39863,0.581333969
13017,AT5G53930,0.232609857
13018,AT5G59840,0.731905352
13019,AT5G64560,0.162268633
13020,AT1G08640,0.063619856
13021,AT1G09060,0.137582645
13022,AT1G13640,0.654424001
13023,AT1G34260,0.018118278
13024,AT1G66070,0.49619655
13025,AT1G66340,0.341152728
13026,AT1G71840,0.605253048
13027,AT1G76300,0.148112666
13028,AT2G36770,0.607634208
13029,AT3G15350,0.290570905
13030,AT3G19260,0.000225251
13031,AT3G22850,0.006880745
13032,AT4G08540,0.086142181
13033,AT4G12980,0.097434712
13034,AT4G23530,0.391542728
13035,AT4G24630,0.534996021
13036,AT4G25210,0.085204901
13037,AT4G27620,0.538499483
13038,AT4G27860,0.004932983
13039,AT5G18480,0.054993414
13040,AT5G23110,0.002344669
13041,AT5G23280,0.03564072
13042,AT1G04000,0.850284428
13043,AT1G07020,0.002470053
13044,AT1G08090,0.002194083
13045,AT1G09230,0.10252064
13046,AT1G27600,0.283615228
13047,AT1G27630,0.806598772
13048,AT1G69220,0.000927819
13049,AT1G70590,0.006352839
13050,AT1G78200,0.602889114
13051,AT2G14740,0.999999534
13052,AT2G15140,0.855592313
13053,AT2G20270,0.250494813
13054,AT2G22090,0.040703209
13055,AT2G34357,0.005200472
13056,AT2G44090,0.313023542
13057,AT3G28690,0.096815963
13058,AT3G29400,0.739962815
13059,AT3G50440,0.00604417
13060,AT3G55240,0.014913397
13061,AT3G59760,0.303838098
13062,AT4G16360,0.591458442
13063,AT4G17615,0.002673864
13064,AT4G20320,0.347870209
13065,AT5G01270,0.180304395
13066,AT5G02800,1
13067,AT5G08180,0.450869229
13068,AT5G13140,0.06053273
13069,AT5G20600,0.005012535
13070,AT1G02680,0.942697605
13071,AT1G03930,0.088176269
13072,AT1G15230,0.012698532
13073,AT1G17330,0.000347947
13074,AT1G28370,0.102783702
13075,AT1G33050,0.250936789
13076,AT1G43620,0.328285905
13077,AT1G65010,0.252312842
13078,AT1G67850,0.039045021
13079,AT2G20320,4.97E-05
13080,AT2G21130,0.232239816
13081,AT2G21500,0.018418979
13082,AT2G26660,0.018701847
13083,AT2G30695,0.863303823
13084,AT2G31560,0.27980855
13085,AT2G46540,0.726202306
13086,AT2G47410,0.002046887
13087,AT3G03790,0.104463424
13088,AT3G10760,0.152856522
13089,AT3G11590,0.890800814
13090,AT3G27110,0.408193841
13091,AT3G45860,0.116178521
13092,AT3G59770,0.398875277
13093,AT3G62240,0.115920339
13094,AT4G01090,0.000462798
13095,AT4G11110,0.126323845
13096,AT4G11800,0.493589557
13097,AT4G14900,0.042716001
13098,AT4G16580,0.752178799
13099,AT4G22756,0.358624242
13100,AT4G32650,0.000915557
13101,AT4G34215,0.43568116
13102,AT5G06060,0.019916384
13103,AT5G11900,0.692722224
13104,AT5G12430,0.853179541
13105,AT5G13080,0.012202391
13106,AT5G51510,0.853378531
13107,AT5G64360,0.589921969
13108,AT5G64670,0.16304234
13109,AT1G08600,0.517003285
13110,AT1G27030,0.526717648
13111,AT1G28350,0.115618716
13112,AT1G52550,0.929907634
13113,AT1G52827,0.069271659
13114,AT1G79790,0.059341758
13115,AT2G13100,0.880832526
13116,AT2G20725,0.163401782
13117,AT2G30360,0.189251252
13118,AT2G33170,0.206119681
13119,AT3G19190,0.453420745
13120,AT3G24140,0.346964247
13121,AT3G45040,0.027719716
13122,AT3G49390,0.915165446
13123,AT3G52370,0.152000246
13124,AT3G57340,0.812682168
13125,AT4G04860,0.048089415
13126,AT4G16430,0.556965566
13127,AT4G20400,0.483435431
13128,AT4G35785,0.161404764
13129,AT4G36190,0.013087664
13130,AT4G38900,0.09179424
13131,AT5G08139,0.468687475
13132,AT5G09400,0.027213291
13133,AT5G41350,0.764306596
13134,AT5G43720,0.051144445
13135,AT5G55990,0.096506961
13136,AT5G62650,0.41839809
13137,AT1G13245,0.234789335
13138,AT1G45249,0.040555242
13139,AT1G51720,0.550320787
13140,AT1G80810,0.474052969
13141,AT2G17410,0.295166369
13142,AT2G17800,0.232463901
13143,AT3G07870,0.139897571
13144,AT3G12560,0.606578752
13145,AT3G13230,0.749375717
13146,AT3G13320,0.245943341
13147,AT3G23310,0.308858329
13148,AT3G26030,0.884256376
13149,AT3G28007,0.460189697
13150,AT3G55520,0.240386338
13151,AT3G57930,0.112255768
13152,AT3G58700,0.134198296
13153,AT3G62560,0.714106901
13154,AT4G01330,0.037549971
13155,AT4G28510,0.484710034
13156,AT4G39800,0.011587839
13157,AT5G41190,0.745167334
13158,AT1G03590,0.808790644
13159,AT2G01910,0.04198526
13160,AT2G21860,0.129070421
13161,AT2G22450,0.076778516
13162,AT2G22475,0.10158928
13163,AT2G25800,0.279014896
13164,AT2G38790,0.030357454
13165,AT2G46915,0.386982458
13166,AT3G09970,1
13167,AT3G10690,0.26157406
13168,AT3G11540,0.096474103
13169,AT3G16460,0.009426435
13170,AT3G26085,0.085064303
13171,AT3G27020,0.000726809
13172,AT3G53120,0.028355775
13173,AT4G05020,0.258167766
13174,AT4G11280,0.157340252
13175,AT4G31980,0.179553391
13176,AT4G39240,0.305488802
13177,AT5G02030,0.759805458
13178,AT5G10160,0.474409234
13179,AT5G19290,0.264088728
13180,AT5G44585,0.001622123
13181,AT5G50280,0.002177214
13182,AT5G54750,0.550913747
13183,AT5G55300,0.934161185
13184,AT5G63680,0.765586099
13185,AT1G01800,0.007474926
13186,AT1G03310,0.003574504
13187,AT1G06720,0.844636516
13188,AT1G07160,0.003837334
13189,AT1G08750,0.02080414
13190,AT1G24560,0.138729714
13191,AT1G29120,0.225012023
13192,AT1G30810,0.576077913
13193,AT1G49820,0.628589256
13194,AT1G53380,0.046514191
13195,AT1G55140,0.227398077
13196,AT1G55360,0.052701699
13197,AT1G67530,0.879921666
13198,AT2G03070,0.710139285
13199,AT2G23610,0.690255567
13200,AT2G25310,0.129675744
13201,AT2G31390,0.618977833
13202,AT3G01590,0.711450045
13203,AT3G01670,0.301054795
13204,AT3G15530,0.503437045
13205,AT3G22630,0.082916123
13206,AT3G47060,0.047200361
13207,AT3G54670,0.52987688
13208,AT4G12030,0.510188136
13209,AT4G21540,0.385466939
13210,AT4G28290,0.365966281
13211,AT4G35060,0.131364845
13212,AT5G11040,0.908677025
13213,AT5G18440,0.73187611
13214,AT5G24030,0.18458736
13215,AT5G25560,0.824009245
13216,AT5G45030,0.411975574
13217,AT5G55200,0.769180218
13218,AT5G58620,0.003753916
13219,AT5G62440,0.088848139
13220,AT1G17820,0.764910445
13221,AT1G59600,0.483266749
13222,AT1G67580,0.787730984
13223,AT1G69720,0.069130622
13224,AT1G70750,0.957350301
13225,AT1G75400,0.086889278
