Subject,IQquartile,Income2005
4992,2ndQuartile,30000
4997,3rdQuartile,62000
4998,4thQuartile,69600
5001,3rdQuartile,30000
5003,3rdQuartile,228453
5007,1stQuartile,63000
5012,4thQuartile,215765
5017,4thQuartile,115000
5020,4thQuartile,39000
5021,4thQuartile,44000
5022,4thQuartile,80000
5023,4thQuartile,39000
5025,3rdQuartile,40000
5026,3rdQuartile,42000
5028,4thQuartile,153447
5029,4thQuartile,120000
5037,1stQuartile,18230
5041,1stQuartile,14000
5042,1stQuartile,29000
5043,2ndQuartile,29993
5053,1stQuartile,60000
5054,2ndQuartile,34000
5055,2ndQuartile,43000
5060,1stQuartile,24314
5062,3rdQuartile,25000
5085,1stQuartile,9600
5091,3rdQuartile,56400
5094,1stQuartile,10000
5095,3rdQuartile,20000
5096,3rdQuartile,30000
5097,2ndQuartile,119000
5099,4thQuartile,40000
5101,3rdQuartile,11000
5102,2ndQuartile,33000
5106,1stQuartile,120000
5107,4thQuartile,152683
5108,4thQuartile,33000
5115,2ndQuartile,27400
5125,3rdQuartile,3000
5128,3rdQuartile,29000
5131,3rdQuartile,21213
5132,2ndQuartile,26000
5134,2ndQuartile,42000
5139,1stQuartile,15000
5140,3rdQuartile,10800
5143,4thQuartile,62000
5145,4thQuartile,36000
5149,3rdQuartile,6000
5151,2ndQuartile,89000
5156,3rdQuartile,100000
5158,2ndQuartile,50000
5159,2ndQuartile,1200
5161,2ndQuartile,37000
5162,4thQuartile,100000
5166,4thQuartile,75000
5168,3rdQuartile,23000
5170,4thQuartile,55000
5174,4thQuartile,65000
5176,1stQuartile,38000
5178,3rdQuartile,25000
5179,2ndQuartile,23000
5180,3rdQuartile,3563
5184,2ndQuartile,38000
5185,4thQuartile,57000
5186,2ndQuartile,29000
5187,3rdQuartile,34500
5188,2ndQuartile,46000
5189,2ndQuartile,27000
5191,3rdQuartile,20000
5192,1stQuartile,30000
5193,2ndQuartile,56000
5194,3rdQuartile,32000
5195,2ndQuartile,28398
5197,3rdQuartile,123000
5199,3rdQuartile,15000
5208,3rdQuartile,25000
5211,1stQuartile,35718
5212,3rdQuartile,20000
5219,2ndQuartile,83000
5221,1stQuartile,35000
5222,2ndQuartile,80000
5226,4thQuartile,85000
5227,2ndQuartile,40000
5229,2ndQuartile,32530
5231,1stQuartile,12000
5235,1stQuartile,70000
5236,4thQuartile,8400
5238,1stQuartile,22000
5244,2ndQuartile,60000
5245,3rdQuartile,200977
5246,2ndQuartile,31000
5247,2ndQuartile,26000
5248,2ndQuartile,96000
5249,2ndQuartile,36000
5250,4thQuartile,55000
5251,1stQuartile,50000
5252,2ndQuartile,9000
5254,2ndQuartile,120000
5255,1stQuartile,37100
5256,1stQuartile,68000
5257,1stQuartile,40000
5258,2ndQuartile,33800
5259,1stQuartile,3500
5262,2ndQuartile,11500
5263,3rdQuartile,35000
5264,1stQuartile,65000
5266,2ndQuartile,98000
5267,1stQuartile,50000
5268,3rdQuartile,11548
5269,1stQuartile,30000
5272,1stQuartile,20000
5274,2ndQuartile,6000
5277,1stQuartile,10000
5278,1stQuartile,55000
5287,4thQuartile,3200
5288,1stQuartile,37500
5289,4thQuartile,40264
5291,1stQuartile,47500
5294,1stQuartile,16000
5299,4thQuartile,45000
5300,2ndQuartile,63000
5301,4thQuartile,29479
5307,1stQuartile,28000
5308,1stQuartile,11000
5310,4thQuartile,59800
5311,2ndQuartile,10000
5315,2ndQuartile,16000
5316,4thQuartile,58000
5317,3rdQuartile,7200
5318,3rdQuartile,20000
5325,4thQuartile,600
5326,4thQuartile,35000
5327,3rdQuartile,35000
5329,1stQuartile,51000
5330,3rdQuartile,30000
5332,4thQuartile,25000
5333,2ndQuartile,29000
5334,3rdQuartile,75000
5338,2ndQuartile,21939
5340,1stQuartile,10000
5341,4thQuartile,52000
5342,3rdQuartile,95000
5349,2ndQuartile,5250
5350,1stQuartile,36500
5351,4thQuartile,53000
5352,3rdQuartile,110000
5353,3rdQuartile,3200
5356,3rdQuartile,36800
5357,1stQuartile,34000
5358,4thQuartile,55000
5360,2ndQuartile,14000
5361,2ndQuartile,3000
5362,3rdQuartile,56000
5363,1stQuartile,52000
5365,1stQuartile,65000
5366,4thQuartile,35000
5372,4thQuartile,12000
5373,4thQuartile,35000
5374,3rdQuartile,38400
5376,4thQuartile,12000
5377,4thQuartile,56000
5381,4thQuartile,46000
5385,2ndQuartile,8000
5388,4thQuartile,18000
5389,4thQuartile,53000
5390,3rdQuartile,52000
5391,2ndQuartile,40000
5392,3rdQuartile,52000
5393,4thQuartile,59850
5394,3rdQuartile,42000
5395,3rdQuartile,35000
5397,3rdQuartile,23699
5398,4thQuartile,135000
5401,4thQuartile,35000
5402,1stQuartile,50000
5404,2ndQuartile,29500
5406,2ndQuartile,32000
5408,2ndQuartile,40000
5410,4thQuartile,57000
5416,4thQuartile,15000
5417,4thQuartile,196680
5418,2ndQuartile,60000
5419,4thQuartile,81000
5420,4thQuartile,125000
5421,4thQuartile,13000
5427,2ndQuartile,38000
5428,3rdQuartile,45000
5430,3rdQuartile,37000
5435,3rdQuartile,36000
5436,2ndQuartile,29000
5439,4thQuartile,110000
5440,4thQuartile,38000
5441,1stQuartile,150000
5442,1stQuartile,6800
5445,2ndQuartile,14000
5446,1stQuartile,9600
5447,1stQuartile,27300
5450,1stQuartile,8500
5451,1stQuartile,50000
5453,2ndQuartile,6000
5456,1stQuartile,25000
5461,1stQuartile,71776
5469,1stQuartile,7200
5470,2ndQuartile,43000
5474,3rdQuartile,62000
5476,1stQuartile,26000
5484,1stQuartile,900
5485,1stQuartile,47000
5486,1stQuartile,20500
5488,1stQuartile,350
5489,4thQuartile,91000
5491,2ndQuartile,52000
5493,2ndQuartile,56000
5494,2ndQuartile,29800
5499,1stQuartile,50000
5500,2ndQuartile,40000
5502,1stQuartile,16000
5504,3rdQuartile,95000
5505,1stQuartile,22050
5508,1stQuartile,20000
5510,1stQuartile,20000
5511,3rdQuartile,28000
5512,3rdQuartile,55000
5513,4thQuartile,25000
5514,2ndQuartile,10000
5516,1stQuartile,22500
5518,1stQuartile,40000
5519,1stQuartile,18000
5521,4thQuartile,18560
5522,3rdQuartile,3000
5524,1stQuartile,1300
5528,1stQuartile,38000
5531,3rdQuartile,110000
5537,1stQuartile,19000
5538,1stQuartile,15000
5539,4thQuartile,25000
5540,2ndQuartile,125000
5543,4thQuartile,133000
5544,1stQuartile,10056
5545,2ndQuartile,16000
5546,2ndQuartile,32000
5550,1stQuartile,11000
5551,1stQuartile,29000
5555,2ndQuartile,14000
5558,1stQuartile,45000
5565,2ndQuartile,36000
5566,2ndQuartile,25000
5568,3rdQuartile,38000
5572,3rdQuartile,31000
5573,2ndQuartile,24000
5575,3rdQuartile,15785
5576,2ndQuartile,34000
5580,2ndQuartile,47000
5581,2ndQuartile,22000
5585,1stQuartile,54000
5590,3rdQuartile,42000
5591,3rdQuartile,65000
5592,4thQuartile,33000
5594,3rdQuartile,79000
5599,3rdQuartile,82000
5603,1stQuartile,36000
5604,1stQuartile,40000
5607,1stQuartile,30000
5609,1stQuartile,24000
5611,2ndQuartile,18000
5612,2ndQuartile,26500
5613,1stQuartile,30000
5614,1stQuartile,26000
5616,1stQuartile,35000
5617,1stQuartile,20000
5618,2ndQuartile,43000
5621,2ndQuartile,44000
5623,4thQuartile,96000
5624,3rdQuartile,36000
5625,3rdQuartile,40000
5626,3rdQuartile,52000
5637,1stQuartile,52000
5640,1stQuartile,30000
5646,2ndQuartile,33000
5649,3rdQuartile,22000
5653,3rdQuartile,52000
5655,4thQuartile,90000
5661,3rdQuartile,1600
5666,3rdQuartile,80000
5667,4thQuartile,198032
5668,3rdQuartile,60000
5669,2ndQuartile,38000
5671,4thQuartile,20000
5674,2ndQuartile,8000
5675,4thQuartile,67500
5676,3rdQuartile,15000
5677,3rdQuartile,72000
5684,1stQuartile,12000
5690,3rdQuartile,70000
5694,3rdQuartile,42000
5696,2ndQuartile,72000
5699,4thQuartile,45000
5700,4thQuartile,70000
5701,3rdQuartile,114000
5702,3rdQuartile,24000
5703,3rdQuartile,42500
5705,4thQuartile,10900
5708,4thQuartile,33000
5710,4thQuartile,53000
5711,2ndQuartile,42000
5712,4thQuartile,26280
5713,3rdQuartile,44328
5718,3rdQuartile,9000
6285,2ndQuartile,60000
11751,1stQuartile,10000
11755,1stQuartile,60000
11758,4thQuartile,70000
11759,2ndQuartile,50000
11760,1stQuartile,4000
11762,1stQuartile,100000
11763,2ndQuartile,146000
11769,3rdQuartile,8000
11776,1stQuartile,25000
11777,4thQuartile,74500
11778,3rdQuartile,32900
11779,4thQuartile,1500
11785,1stQuartile,78000
11786,2ndQuartile,65000
11787,1stQuartile,8000
11791,3rdQuartile,123000
11792,3rdQuartile,19000
11793,1stQuartile,56000
11794,1stQuartile,40000
11796,4thQuartile,24000
11797,2ndQuartile,1200
11798,2ndQuartile,17000
11799,1stQuartile,32000
11800,1stQuartile,60000
11801,1stQuartile,350
11806,2ndQuartile,63000
11807,2ndQuartile,80000
11809,3rdQuartile,39000
11811,1stQuartile,8000
11813,1stQuartile,30456
11814,1stQuartile,9000
11815,1stQuartile,1300
11816,4thQuartile,19500
11818,1stQuartile,13000
11819,2ndQuartile,27700
11820,3rdQuartile,50000
11822,2ndQuartile,57500
11830,1stQuartile,2000
11832,1stQuartile,15000
11833,1stQuartile,25000
11835,3rdQuartile,14000
11838,1stQuartile,52000
11839,2ndQuartile,45000
11841,2ndQuartile,57000
11844,1stQuartile,20108
11845,2ndQuartile,40000
11846,1stQuartile,54000
11848,2ndQuartile,24500
11849,1stQuartile,50000
11850,1stQuartile,32000
11851,3rdQuartile,80000
11854,3rdQuartile,87000
11858,2ndQuartile,24000
11860,3rdQuartile,40000
11863,4thQuartile,77919
11864,1stQuartile,24000
11865,3rdQuartile,42500
11867,1stQuartile,28000
11868,2ndQuartile,102831
11869,4thQuartile,38400
11870,3rdQuartile,11000
11872,4thQuartile,24500
11875,3rdQuartile,57000
11878,2ndQuartile,22000
11879,3rdQuartile,13691
11880,2ndQuartile,15000
11881,4thQuartile,15000
11883,3rdQuartile,44000
11884,1stQuartile,2200
11886,4thQuartile,10000
11887,3rdQuartile,24200
11889,3rdQuartile,40000
11890,1stQuartile,50400
11891,1stQuartile,10000
11894,2ndQuartile,30330
11897,4thQuartile,64000
11898,4thQuartile,58500
11901,2ndQuartile,29000
11902,2ndQuartile,48000
11905,2ndQuartile,60000
11909,2ndQuartile,16000
11911,3rdQuartile,46000
11916,2ndQuartile,38000
11917,3rdQuartile,35000
11918,4thQuartile,85000
11920,4thQuartile,338101
11923,2ndQuartile,12000
11924,4thQuartile,68458
11925,3rdQuartile,58000
11926,4thQuartile,45000
11929,4thQuartile,82000
11932,1stQuartile,10000
11934,1stQuartile,90000
11935,1stQuartile,24000
11936,2ndQuartile,125000
11937,1stQuartile,43000
11939,1stQuartile,15000
11940,2ndQuartile,14000
11942,2ndQuartile,39000
11945,1stQuartile,40000
11947,1stQuartile,90000
11949,1stQuartile,26000
11950,1stQuartile,2000
11955,3rdQuartile,42000
11958,2ndQuartile,75000
11971,1stQuartile,39000
11972,2ndQuartile,110500
11973,3rdQuartile,60000
11981,1stQuartile,31000
11990,4thQuartile,70000
11993,2ndQuartile,40000
12000,2ndQuartile,33000
12005,2ndQuartile,35000
12006,3rdQuartile,17000
12008,2ndQuartile,60000
12010,4thQuartile,53000
12012,3rdQuartile,65000
12014,4thQuartile,85000
12016,3rdQuartile,150000
12018,4thQuartile,52900
12019,3rdQuartile,58000
12022,2ndQuartile,63000
12023,3rdQuartile,65000
12031,3rdQuartile,40000
12032,1stQuartile,24000
12034,3rdQuartile,161182
12036,4thQuartile,28900
12039,3rdQuartile,22000
12041,1stQuartile,46000
12042,1stQuartile,3000
12043,1stQuartile,628
12044,2ndQuartile,45000
12045,4thQuartile,49000
12052,3rdQuartile,32000
12055,2ndQuartile,51000
12057,3rdQuartile,3000
12061,4thQuartile,42000
12062,1stQuartile,20000
12064,4thQuartile,158730
12065,2ndQuartile,56000
12066,1stQuartile,3000
12068,4thQuartile,49000
12070,2ndQuartile,34000
12076,3rdQuartile,6000
12082,2ndQuartile,4000
12083,2ndQuartile,22000
12084,2ndQuartile,33793
12087,1stQuartile,3000
12088,4thQuartile,37000
12089,3rdQuartile,40000
12090,2ndQuartile,30000
12092,2ndQuartile,30000
12093,3rdQuartile,82000
12097,2ndQuartile,54000
12098,4thQuartile,53000
12102,3rdQuartile,100000
12104,4thQuartile,36323
12106,3rdQuartile,120000
12110,2ndQuartile,91000
12116,3rdQuartile,90000
12119,2ndQuartile,45000
12122,1stQuartile,30000
12125,1stQuartile,42000
12126,1stQuartile,21000
12128,3rdQuartile,30000
12129,3rdQuartile,39500
12130,1stQuartile,24000
12131,2ndQuartile,23000
12133,1stQuartile,11560
12135,1stQuartile,22000
12138,2ndQuartile,21000
12139,1stQuartile,12600
12140,1stQuartile,45000
