Region,MetropolitanStatus,Age,EducationCategory,EducationCode,Race,WeeklyEarnings
South,Metropolitan,33,HighSchoolDiploma,39,Black,400
Northeast,Not Metropolitan,58,HighSchoolDiploma,39,White,800
Midwest,Not Metropolitan,61,TwelthButNoDiploma,38,White,1325
Northeast,Not Metropolitan,45,ProfSchoolDegree,45,White,1307.69
West,Metropolitan,38,BachelorsDegree,43,White,2884.61
Northeast,Not Metropolitan,57,MastersDegree,44,White,634.61
South,Metropolitan,32,ProfSchoolDegree,45,White,1923.07
Northeast,Metropolitan,34,HighSchoolDiploma,39,White,396
West,Not Metropolitan,59,SomeCollegeButNoDegree,40,White,790.68
Midwest,Metropolitan,29,BachelorsDegree,43,White,615.38
West,Metropolitan,27,ProfSchoolDegree,45,White,1038.46
Midwest,Metropolitan,45,BachelorsDegree,43,White,1960
South,Metropolitan,29,TenthGrade,36,White,700
Northeast,Metropolitan,45,BachelorsDegree,43,White,2884.61
West,Metropolitan,64,BachelorsDegree,43,White,1326.92
West,Metropolitan,41,BachelorsDegree,43,White,2884.61
South,Metropolitan,26,HighSchoolDiploma,39,Black,700
Northeast,Not Metropolitan,36,HighSchoolDiploma,39,White,750
West,Metropolitan,38,HighSchoolDiploma,39,White,400
Northeast,Metropolitan,47,BachelorsDegree,43,White,865
Northeast,Metropolitan,26,SomeCollegeButNoDegree,40,White,500
Midwest,Metropolitan,43,HighSchoolDiploma,39,White,450
West,Metropolitan,44,MastersDegree,44,White,1576.92
West,Not Metropolitan,34,SomeCollegeButNoDegree,40,White,1154
West,Metropolitan,48,HighSchoolDiploma,39,White,340
Midwest,Not Metropolitan,65,MastersDegree,44,White,800
West,Not Metropolitan,49,BachelorsDegree,43,White,800
Midwest,Metropolitan,31,ProfSchoolDegree,45,White,961.53
West,Metropolitan,21,HighSchoolDiploma,39,Black,403
South,Metropolitan,36,HighSchoolDiploma,39,White,456
South,Metropolitan,56,SomeCollegeButNoDegree,40,White,769
West,Metropolitan,51,NinthGrade,35,White,720
South,Metropolitan,21,SomeCollegeButNoDegree,40,White,439.95
Midwest,Not Metropolitan,30,BachelorsDegree,43,White,1185
South,Metropolitan,62,AssocDegOccupVocat,41,White,426
South,Metropolitan,57,BachelorsDegree,43,White,2884.61
South,Metropolitan,39,SomeCollegeButNoDegree,40,White,923.07
Midwest,Not Metropolitan,50,AssocDegAcadem,42,White,850
South,Not Metropolitan,26,SomeCollegeButNoDegree,40,White,230.76
West,Metropolitan,41,SomeCollegeButNoDegree,40,White,600
South,Metropolitan,26,AssocDegOccupVocat,41,White,769
Northeast,Metropolitan,33,BachelorsDegree,43,White,1500
Midwest,Metropolitan,37,SomeCollegeButNoDegree,40,White,923.07
Midwest,Not Metropolitan,37,HighSchoolDiploma,39,White,500
Northeast,Not Metropolitan,28,TwelthButNoDiploma,38,White,440
West,Not Metropolitan,41,HighSchoolDiploma,39,White,1008.3
Midwest,Metropolitan,40,SomeCollegeButNoDegree,40,White,600
West,Metropolitan,40,ProfSchoolDegree,45,White,2884.61
West,Metropolitan,40,BachelorsDegree,43,White,1153.84
Northeast,Not Metropolitan,56,BachelorsDegree,43,White,923
South,Not Metropolitan,35,SomeCollegeButNoDegree,40,White,572.8
South,Metropolitan,45,SomeCollegeButNoDegree,40,Black,480
Midwest,Metropolitan,35,HighSchoolDiploma,39,White,480
Midwest,Metropolitan,85,HighSchoolDiploma,39,White,769
South,Not Metropolitan,50,AssocDegOccupVocat,41,Black,673.07
Midwest,Metropolitan,41,BachelorsDegree,43,White,2692.3
Northeast,Metropolitan,44,BachelorsDegree,43,White,2884.61
South,Metropolitan,44,HighSchoolDiploma,39,White,1057
South,Metropolitan,38,HighSchoolDiploma,39,White,769.23
Northeast,Metropolitan,57,MastersDegree,44,White,900
South,Metropolitan,48,BachelorsDegree,43,White,865.38
West,Metropolitan,45,BachelorsDegree,43,White,2576
West,Metropolitan,47,BachelorsDegree,43,White,364.4
Midwest,Metropolitan,48,BachelorsDegree,43,White,300
West,Metropolitan,28,AssocDegOccupVocat,41,Black,2884.61
South,Metropolitan,35,SeventhOrEighthGrade,34,White,692
Midwest,Metropolitan,30,HighSchoolDiploma,39,White,720
South,Not Metropolitan,40,HighSchoolDiploma,39,White,1153.84
South,Not Metropolitan,41,SomeCollegeButNoDegree,40,White,1080
Midwest,Metropolitan,54,BachelorsDegree,43,White,1326
South,Metropolitan,46,MastersDegree,44,White,1730.76
Northeast,Metropolitan,40,SomeCollegeButNoDegree,40,White,660
West,Not Metropolitan,40,SomeCollegeButNoDegree,40,White,1326.92
Northeast,Not Metropolitan,50,SomeCollegeButNoDegree,40,White,1346.15
South,Metropolitan,49,ProfSchoolDegree,45,White,2884.61
South,Not Metropolitan,55,HighSchoolDiploma,39,White,576
West,Metropolitan,48,HighSchoolDiploma,39,White,2038
West,Not Identified,57,BachelorsDegree,43,White,1038.46
South,Metropolitan,54,SomeCollegeButNoDegree,40,White,509.2
Northeast,Metropolitan,31,BachelorsDegree,43,White,1000
Midwest,Metropolitan,47,BachelorsDegree,43,White,2307
Midwest,Metropolitan,60,HighSchoolDiploma,39,White,192
Northeast,Metropolitan,26,HighSchoolDiploma,39,White,1600
Midwest,Not Metropolitan,22,AssocDegOccupVocat,41,White,800
West,Metropolitan,34,MastersDegree,44,White,807
Northeast,Metropolitan,55,HighSchoolDiploma,39,White,720
Northeast,Not Metropolitan,29,HighSchoolDiploma,39,White,400
Northeast,Metropolitan,37,BachelorsDegree,43,White,1923
South,Not Metropolitan,41,HighSchoolDiploma,39,White,661
South,Metropolitan,37,HighSchoolDiploma,39,White,800
South,Not Metropolitan,53,AssocDegOccupVocat,41,White,1000
West,Metropolitan,31,HighSchoolDiploma,39,White,615.38
West,Metropolitan,33,SomeCollegeButNoDegree,40,White,1288.46
Midwest,Metropolitan,29,BachelorsDegree,43,White,730.76
Midwest,Metropolitan,57,BachelorsDegree,43,White,2884.61
Midwest,Not Metropolitan,47,AssocDegOccupVocat,41,White,600
Midwest,Metropolitan,32,AssocDegAcadem,42,White,890.48
Midwest,Not Metropolitan,50,AssocDegAcadem,42,White,961.5
West,Not Metropolitan,58,MastersDegree,44,White,961.53
West,Metropolitan,30,MastersDegree,44,White,2115.38
South,Not Metropolitan,55,BachelorsDegree,43,White,576.92
West,Metropolitan,42,MastersDegree,44,White,1000
Northeast,Metropolitan,73,BachelorsDegree,43,White,1153
South,Metropolitan,52,HighSchoolDiploma,39,White,1002.4
Northeast,Metropolitan,52,SomeCollegeButNoDegree,40,White,1000
Northeast,Metropolitan,53,MastersDegree,44,White,1923
South,Metropolitan,58,HighSchoolDiploma,39,Black,520
South,Metropolitan,38,HighSchoolDiploma,39,White,680
Midwest,Metropolitan,39,SomeCollegeButNoDegree,40,White,450
West,Metropolitan,70,MastersDegree,44,White,1153.84
South,Metropolitan,62,SomeCollegeButNoDegree,40,White,520
West,Metropolitan,27,SomeCollegeButNoDegree,40,White,480.76
South,Not Metropolitan,31,HighSchoolDiploma,39,Black,480
South,Metropolitan,46,BachelorsDegree,43,White,923.07
West,Metropolitan,53,EleventhGrade,37,White,1120
South,Metropolitan,53,MastersDegree,44,White,1546.61
South,Metropolitan,34,SomeCollegeButNoDegree,40,White,620
Midwest,Metropolitan,22,SomeCollegeButNoDegree,40,White,432
South,Metropolitan,52,BachelorsDegree,43,White,1057
West,Metropolitan,49,BachelorsDegree,43,White,2884.61
South,Metropolitan,45,SomeCollegeButNoDegree,40,White,807.69
West,Metropolitan,36,HighSchoolDiploma,39,Black,576.92
Northeast,Metropolitan,28,SomeCollegeButNoDegree,40,White,600
South,Not Metropolitan,58,HighSchoolDiploma,39,White,769
South,Metropolitan,48,AssocDegOccupVocat,41,Black,780
West,Metropolitan,48,SomeCollegeButNoDegree,40,White,720
Midwest,Metropolitan,58,HighSchoolDiploma,39,White,1634.61
Midwest,Metropolitan,41,BachelorsDegree,43,White,2884.61
Midwest,Metropolitan,37,BachelorsDegree,43,Black,1750
South,Metropolitan,29,MastersDegree,44,White,961.53
Midwest,Metropolitan,32,AssocDegOccupVocat,41,White,1371
Midwest,Metropolitan,46,EleventhGrade,37,White,1650
South,Metropolitan,49,BachelorsDegree,43,Black,720
South,Metropolitan,33,HighSchoolDiploma,39,Black,550
South,Metropolitan,47,MastersDegree,44,White,2884.61
West,Metropolitan,49,BachelorsDegree,43,White,2884.61
Midwest,Metropolitan,48,HighSchoolDiploma,39,White,1538.46
South,Metropolitan,40,AssocDegAcadem,42,White,750
Midwest,Metropolitan,32,BachelorsDegree,43,White,1076.92
West,Not Metropolitan,44,HighSchoolDiploma,39,White,1053.11
Midwest,Metropolitan,45,BachelorsDegree,43,White,961
West,Not Metropolitan,32,AssocDegAcadem,42,White,769
Midwest,Metropolitan,27,BachelorsDegree,43,White,461.53
South,Metropolitan,45,SomeCollegeButNoDegree,40,Black,1384.61
South,Metropolitan,55,AssocDegOccupVocat,41,White,925
South,Metropolitan,43,HighSchoolDiploma,39,White,640
Midwest,Metropolitan,55,MastersDegree,44,White,992.3
West,Metropolitan,38,BachelorsDegree,43,White,2692.3
Midwest,Metropolitan,35,AssocDegAcadem,42,White,2884.61
Midwest,Not Metropolitan,41,SomeCollegeButNoDegree,40,White,1346.15
South,Metropolitan,25,AssocDegAcadem,42,White,1015.38
Midwest,Metropolitan,45,SomeCollegeButNoDegree,40,White,700
Midwest,Metropolitan,43,HighSchoolDiploma,39,White,1722
Northeast,Metropolitan,41,HighSchoolDiploma,39,White,360
West,Metropolitan,35,BachelorsDegree,43,White,290
Northeast,Metropolitan,24,MastersDegree,44,White,1307.69
Midwest,Metropolitan,64,HighSchoolDiploma,39,White,600
South,Metropolitan,71,DoctorateDegree,46,White,1923
West,Metropolitan,29,BachelorsDegree,43,White,2692.3
Midwest,Metropolitan,60,HighSchoolDiploma,39,White,769.23
West,Not Metropolitan,56,HighSchoolDiploma,39,White,415.38
West,Metropolitan,66,BachelorsDegree,43,White,987.5
Midwest,Metropolitan,27,SomeCollegeButNoDegree,40,White,673.07
West,Metropolitan,33,HighSchoolDiploma,39,White,720
Northeast,Metropolitan,60,BachelorsDegree,43,White,1846
Midwest,Metropolitan,47,BachelorsDegree,43,White,1250
West,Metropolitan,37,BachelorsDegree,43,White,791.66
Northeast,Metropolitan,49,SomeCollegeButNoDegree,40,White,2884.61
West,Not Identified,58,SomeCollegeButNoDegree,40,White,1200
Midwest,Metropolitan,60,SomeCollegeButNoDegree,40,White,1153.25
West,Metropolitan,35,HighSchoolDiploma,39,White,2884.61
Midwest,Metropolitan,41,MastersDegree,44,White,1115.38
South,Metropolitan,35,SomeCollegeButNoDegree,40,White,800
South,Metropolitan,57,AssocDegAcadem,42,White,620
Midwest,Not Metropolitan,59,AssocDegAcadem,42,White,1100
West,Metropolitan,36,BachelorsDegree,43,White,2084.5
West,Metropolitan,23,BachelorsDegree,43,White,769.23
Northeast,Metropolitan,80,HighSchoolDiploma,39,White,1153
West,Metropolitan,48,SeventhOrEighthGrade,34,White,630
South,Metropolitan,42,AssocDegAcadem,42,Black,320
West,Not Metropolitan,50,HighSchoolDiploma,39,Black,1800
West,Metropolitan,40,HighSchoolDiploma,39,Black,863.6
Midwest,Metropolitan,54,HighSchoolDiploma,39,White,960
West,Not Metropolitan,54,HighSchoolDiploma,39,White,961.53
Midwest,Not Metropolitan,42,SomeCollegeButNoDegree,40,White,1323
Northeast,Metropolitan,40,BachelorsDegree,43,Black,1211.53
Northeast,Metropolitan,51,MastersDegree,44,White,1326.92
South,Metropolitan,48,BachelorsDegree,43,White,760
South,Not Metropolitan,20,HighSchoolDiploma,39,Black,486
South,Metropolitan,41,BachelorsDegree,43,Black,1200
Northeast,Metropolitan,54,BachelorsDegree,43,White,700
South,Not Metropolitan,43,HighSchoolDiploma,39,White,640
South,Metropolitan,56,BachelorsDegree,43,White,1115.38
West,Metropolitan,59,BachelorsDegree,43,White,2307.69
Midwest,Metropolitan,59,MastersDegree,44,White,1346.15
South,Not Metropolitan,55,SomeCollegeButNoDegree,40,White,712.5
South,Metropolitan,43,SomeCollegeButNoDegree,40,White,1038.46
South,Not Metropolitan,63,AssocDegOccupVocat,41,White,360
West,Metropolitan,41,HighSchoolDiploma,39,White,961.53
Northeast,Metropolitan,56,ProfSchoolDegree,45,White,900
West,Metropolitan,40,MastersDegree,44,Black,1000
Northeast,Metropolitan,27,BachelorsDegree,43,White,576.92
South,Metropolitan,56,TwelthButNoDiploma,38,White,1000
Midwest,Metropolitan,48,BachelorsDegree,43,White,1346
Northeast,Metropolitan,34,SomeCollegeButNoDegree,40,White,600
South,Metropolitan,54,SomeCollegeButNoDegree,40,Black,370
Midwest,Metropolitan,34,HighSchoolDiploma,39,White,900
West,Metropolitan,35,HighSchoolDiploma,39,White,940
West,Not Metropolitan,33,HighSchoolDiploma,39,White,850
West,Metropolitan,36,BachelorsDegree,43,White,1442.3
Midwest,Not Metropolitan,61,SomeCollegeButNoDegree,40,White,565.5
West,Not Metropolitan,47,SomeCollegeButNoDegree,40,White,1280
West,Metropolitan,30,HighSchoolDiploma,39,Black,440
South,Metropolitan,51,HighSchoolDiploma,39,White,840
West,Metropolitan,26,MastersDegree,44,White,2884.61
South,Metropolitan,30,HighSchoolDiploma,39,White,471.15
South,Metropolitan,48,MastersDegree,44,White,2100
South,Not Metropolitan,26,HighSchoolDiploma,39,White,769
West,Metropolitan,50,HighSchoolDiploma,39,White,769
Northeast,Metropolitan,63,MastersDegree,44,White,1250
Northeast,Metropolitan,56,BachelorsDegree,43,White,1365
South,Metropolitan,56,HighSchoolDiploma,39,White,620
Midwest,Metropolitan,34,HighSchoolDiploma,39,White,835
South,Metropolitan,53,MastersDegree,44,White,2057.69
Midwest,Metropolitan,40,BachelorsDegree,43,White,1730
South,Metropolitan,25,HighSchoolDiploma,39,White,480
Midwest,Metropolitan,47,HighSchoolDiploma,39,Black,250
Midwest,Metropolitan,40,BachelorsDegree,43,White,900
Midwest,Not Metropolitan,53,HighSchoolDiploma,39,White,460
Midwest,Metropolitan,59,AssocDegOccupVocat,41,White,620
West,Metropolitan,24,MastersDegree,44,White,1461
South,Metropolitan,47,BachelorsDegree,43,Black,1038.46
Midwest,Metropolitan,41,HighSchoolDiploma,39,Black,507.69
West,Metropolitan,41,HighSchoolDiploma,39,White,880
West,Metropolitan,49,ProfSchoolDegree,45,White,1442.3
West,Metropolitan,33,EleventhGrade,37,White,245
Northeast,Metropolitan,33,DoctorateDegree,46,White,1250
Midwest,Metropolitan,26,BachelorsDegree,43,White,1538
Northeast,Metropolitan,32,HighSchoolDiploma,39,Black,360
South,Metropolitan,58,HighSchoolDiploma,39,Black,807.69
West,Metropolitan,46,AssocDegOccupVocat,41,White,520
Midwest,Metropolitan,65,MastersDegree,44,White,2596.15
South,Not Metropolitan,52,HighSchoolDiploma,39,White,808
Midwest,Metropolitan,39,BachelorsDegree,43,White,692.3
West,Metropolitan,24,BachelorsDegree,43,White,1100
Midwest,Metropolitan,33,HighSchoolDiploma,39,White,590
South,Metropolitan,42,BachelorsDegree,43,White,2884.61
Midwest,Metropolitan,34,HighSchoolDiploma,39,Black,560
South,Not Metropolitan,57,SomeCollegeButNoDegree,40,White,500
West,Metropolitan,62,BachelorsDegree,43,White,620
Midwest,Metropolitan,48,BachelorsDegree,43,White,240.46
South,Metropolitan,46,MastersDegree,44,White,1673.07
South,Not Metropolitan,23,HighSchoolDiploma,39,Black,976
Northeast,Metropolitan,61,HighSchoolDiploma,39,White,2884.61
South,Metropolitan,72,BachelorsDegree,43,White,2884.61
South,Not Metropolitan,29,HighSchoolDiploma,39,White,1000
South,Metropolitan,34,HighSchoolDiploma,39,White,520
Northeast,Metropolitan,54,SomeCollegeButNoDegree,40,White,750
Midwest,Metropolitan,55,MastersDegree,44,White,1923.07
South,Not Metropolitan,29,MastersDegree,44,White,1201.92
West,Metropolitan,52,BachelorsDegree,43,White,1086.95
South,Metropolitan,63,BachelorsDegree,43,White,1350
Midwest,Metropolitan,46,SeventhOrEighthGrade,34,White,544
Midwest,Metropolitan,52,AssocDegOccupVocat,41,White,1153.84
Northeast,Not Metropolitan,24,HighSchoolDiploma,39,White,687.5
West,Metropolitan,32,MastersDegree,44,White,1788.46
West,Metropolitan,22,SomeCollegeButNoDegree,40,White,320
Midwest,Metropolitan,31,BachelorsDegree,43,White,1826.92
South,Not Identified,28,HighSchoolDiploma,39,White,756
South,Metropolitan,47,BachelorsDegree,43,White,1846.15
Northeast,Metropolitan,54,BachelorsDegree,43,White,1923
South,Metropolitan,38,SomeCollegeButNoDegree,40,Black,998
Midwest,Not Metropolitan,63,HighSchoolDiploma,39,White,1000
Midwest,Metropolitan,46,AssocDegAcadem,42,White,550
South,Metropolitan,25,HighSchoolDiploma,39,White,1001
West,Not Metropolitan,18,TenthGrade,36,White,279.3
West,Metropolitan,51,HighSchoolDiploma,39,White,2480.76
Northeast,Not Metropolitan,24,HighSchoolDiploma,39,White,950
South,Not Metropolitan,30,HighSchoolDiploma,39,White,700
Northeast,Metropolitan,52,SomeCollegeButNoDegree,40,White,544
Northeast,Metropolitan,50,AssocDegAcadem,42,White,1153.84
South,Metropolitan,47,HighSchoolDiploma,39,White,789
South,Not Metropolitan,51,AssocDegAcadem,42,White,1153
South,Metropolitan,23,HighSchoolDiploma,39,White,443.6
Midwest,Metropolitan,42,BachelorsDegree,43,White,780
South,Metropolitan,23,HighSchoolDiploma,39,White,430
South,Metropolitan,37,SomeCollegeButNoDegree,40,White,640
Midwest,Metropolitan,24,HighSchoolDiploma,39,White,808.4
Midwest,Metropolitan,39,SomeCollegeButNoDegree,40,White,600
Midwest,Metropolitan,50,HighSchoolDiploma,39,White,1039
West,Metropolitan,31,HighSchoolDiploma,39,White,720
South,Metropolitan,35,HighSchoolDiploma,39,White,680
South,Metropolitan,73,ProfSchoolDegree,45,White,716
Midwest,Not Metropolitan,42,AssocDegOccupVocat,41,White,634.61
Northeast,Metropolitan,18,HighSchoolDiploma,39,Black,200
South,Metropolitan,33,BachelorsDegree,43,White,600
West,Metropolitan,37,SomeCollegeButNoDegree,40,White,400
Midwest,Metropolitan,52,AssocDegAcadem,42,White,884.61
Midwest,Not Metropolitan,55,SeventhOrEighthGrade,34,White,679.62
Midwest,Metropolitan,50,AssocDegAcadem,42,White,720.95
South,Metropolitan,59,SomeCollegeButNoDegree,40,Black,846.15
West,Metropolitan,40,SomeCollegeButNoDegree,40,White,980.76
South,Not Metropolitan,29,HighSchoolDiploma,39,White,596
West,Metropolitan,46,HighSchoolDiploma,39,White,1436.4
West,Metropolitan,29,BachelorsDegree,43,White,673.07
South,Metropolitan,69,BachelorsDegree,43,White,1200
Northeast,Metropolitan,57,HighSchoolDiploma,39,Black,480
Midwest,Metropolitan,61,BachelorsDegree,43,White,807
South,Metropolitan,24,AssocDegAcadem,42,White,440
Northeast,Metropolitan,42,HighSchoolDiploma,39,White,1038.46
South,Metropolitan,50,BachelorsDegree,43,White,440
South,Metropolitan,53,SomeCollegeButNoDegree,40,White,420
Midwest,Metropolitan,52,SomeCollegeButNoDegree,40,White,2000
West,Metropolitan,57,ProfSchoolDegree,45,White,1923.07
Midwest,Not Metropolitan,45,SomeCollegeButNoDegree,40,White,800
West,Not Metropolitan,62,HighSchoolDiploma,39,White,1200
West,Not Metropolitan,48,DoctorateDegree,46,White,2884.61
West,Metropolitan,39,BachelorsDegree,43,White,800
Northeast,Metropolitan,26,BachelorsDegree,43,White,720
South,Metropolitan,57,MastersDegree,44,White,1865.38
South,Metropolitan,30,BachelorsDegree,43,White,1500
West,Metropolitan,36,BachelorsDegree,43,White,770
Midwest,Not Metropolitan,39,HighSchoolDiploma,39,White,350
Northeast,Metropolitan,37,HighSchoolDiploma,39,White,1526
Midwest,Metropolitan,31,AssocDegAcadem,42,White,2500
South,Metropolitan,34,AssocDegAcadem,42,White,1268.16
Midwest,Not Metropolitan,51,HighSchoolDiploma,39,White,692.3
Midwest,Not Metropolitan,22,HighSchoolDiploma,39,White,480
West,Metropolitan,43,BachelorsDegree,43,White,2884.61
South,Metropolitan,29,BachelorsDegree,43,Black,600
Midwest,Metropolitan,25,AssocDegAcadem,42,White,600
Northeast,Metropolitan,46,HighSchoolDiploma,39,White,2500
Midwest,Metropolitan,44,HighSchoolDiploma,39,White,870
Northeast,Metropolitan,38,MastersDegree,44,White,1634.61
Midwest,Metropolitan,54,BachelorsDegree,43,White,1884.61
South,Metropolitan,65,BachelorsDegree,43,White,1923.07
Midwest,Metropolitan,53,HighSchoolDiploma,39,White,923.07
Midwest,Metropolitan,42,AssocDegOccupVocat,41,White,1038.46
Northeast,Not Metropolitan,44,MastersDegree,44,White,1525
West,Metropolitan,43,TwelthButNoDiploma,38,White,615.38
Midwest,Metropolitan,55,HighSchoolDiploma,39,White,1040
South,Metropolitan,44,HighSchoolDiploma,39,White,430
Midwest,Not Metropolitan,58,AssocDegAcadem,42,White,760
South,Metropolitan,48,SomeCollegeButNoDegree,40,White,1215
South,Metropolitan,49,SomeCollegeButNoDegree,40,White,1080
Midwest,Not Metropolitan,52,BachelorsDegree,43,White,2884
West,Metropolitan,54,NinthGrade,35,White,250
Northeast,Metropolitan,37,HighSchoolDiploma,39,White,1538
South,Not Metropolitan,64,AssocDegOccupVocat,41,White,990
South,Not Metropolitan,40,BachelorsDegree,43,White,807
Midwest,Metropolitan,40,FifthorSixthGrade,33,White,650
South,Metropolitan,42,BachelorsDegree,43,White,1000
Midwest,Metropolitan,42,HighSchoolDiploma,39,White,821.25
West,Metropolitan,26,TenthGrade,36,White,400
South,Metropolitan,53,AssocDegAcadem,42,White,1115.38
Midwest,Metropolitan,27,BachelorsDegree,43,White,346.15
Midwest,Metropolitan,48,SomeCollegeButNoDegree,40,White,1538.46
South,Metropolitan,58,BachelorsDegree,43,White,903.84
Midwest,Not Metropolitan,33,BachelorsDegree,43,White,1659.63
Northeast,Metropolitan,62,AssocDegAcadem,42,White,760
Northeast,Not Metropolitan,41,TenthGrade,36,White,692
South,Metropolitan,30,SomeCollegeButNoDegree,40,White,574.8
Midwest,Not Metropolitan,65,AssocDegAcadem,42,White,507.69
Midwest,Not Metropolitan,22,HighSchoolDiploma,39,White,1056
South,Metropolitan,42,BachelorsDegree,43,White,1153
South,Metropolitan,33,HighSchoolDiploma,39,Black,115.38
Midwest,Metropolitan,49,TwelthButNoDiploma,38,Black,480
Midwest,Not Metropolitan,59,HighSchoolDiploma,39,White,961.53
Northeast,Metropolitan,24,SomeCollegeButNoDegree,40,White,673.07
Midwest,Not Metropolitan,54,BachelorsDegree,43,White,2884.61
West,Metropolitan,32,HighSchoolDiploma,39,White,730
West,Not Metropolitan,42,BachelorsDegree,43,White,2500
South,Not Metropolitan,52,HighSchoolDiploma,39,White,1118.26
South,Metropolitan,42,SeventhOrEighthGrade,34,White,285
South,Metropolitan,30,AssocDegOccupVocat,41,White,442
West,Metropolitan,32,TwelthButNoDiploma,38,White,500
Midwest,Metropolitan,42,HighSchoolDiploma,39,White,700
South,Not Metropolitan,56,HighSchoolDiploma,39,White,1250
Midwest,Metropolitan,48,BachelorsDegree,43,White,2884.61
South,Metropolitan,36,BachelorsDegree,43,White,2884.61
South,Metropolitan,29,BachelorsDegree,43,White,2115
Northeast,Metropolitan,56,MastersDegree,44,White,2884.61
Northeast,Metropolitan,37,BachelorsDegree,43,White,675
Northeast,Not Metropolitan,33,SomeCollegeButNoDegree,40,White,590
South,Metropolitan,57,HighSchoolDiploma,39,White,450
South,Not Metropolitan,37,BachelorsDegree,43,White,950
Midwest,Metropolitan,46,BachelorsDegree,43,White,960
South,Metropolitan,29,HighSchoolDiploma,39,White,848.75
Midwest,Metropolitan,41,HighSchoolDiploma,39,White,1192.3
South,Metropolitan,30,BachelorsDegree,43,White,885.6
Midwest,Not Metropolitan,22,HighSchoolDiploma,39,White,680
Midwest,Metropolitan,26,AssocDegAcadem,42,White,1000
West,Metropolitan,70,TenthGrade,36,White,350.76
West,Metropolitan,33,BachelorsDegree,43,White,807.69
Midwest,Metropolitan,64,SomeCollegeButNoDegree,40,White,2178
Northeast,Metropolitan,31,BachelorsDegree,43,White,850
South,Not Metropolitan,34,HighSchoolDiploma,39,White,574.8
Midwest,Metropolitan,50,HighSchoolDiploma,39,White,320
South,Metropolitan,30,BachelorsDegree,43,White,600
Midwest,Metropolitan,52,BachelorsDegree,43,White,1328
Midwest,Metropolitan,25,SomeCollegeButNoDegree,40,White,1104
West,Metropolitan,45,MastersDegree,44,White,1846.15
South,Metropolitan,54,BachelorsDegree,43,White,1346.15
West,Metropolitan,37,BachelorsDegree,43,White,612
Midwest,Metropolitan,52,AssocDegOccupVocat,41,White,576.92
West,Metropolitan,46,SomeCollegeButNoDegree,40,White,1000
South,Metropolitan,48,SomeCollegeButNoDegree,40,White,440
South,Metropolitan,51,SomeCollegeButNoDegree,40,Black,653
South,Metropolitan,35,HighSchoolDiploma,39,White,400
West,Not Identified,64,AssocDegAcadem,42,White,884.61
Midwest,Metropolitan,59,AssocDegOccupVocat,41,White,673
Northeast,Metropolitan,24,SomeCollegeButNoDegree,40,White,560
West,Metropolitan,45,AssocDegAcadem,42,White,1600
Midwest,Metropolitan,67,HighSchoolDiploma,39,White,769
Midwest,Metropolitan,36,SomeCollegeButNoDegree,40,White,284.8
Midwest,Metropolitan,41,AssocDegAcadem,42,White,1100
West,Metropolitan,54,SomeCollegeButNoDegree,40,White,1538.46
Midwest,Metropolitan,45,SomeCollegeButNoDegree,40,White,600
West,Metropolitan,43,HighSchoolDiploma,39,White,1080
Midwest,Metropolitan,31,DoctorateDegree,46,White,865.38
South,Metropolitan,56,HighSchoolDiploma,39,White,1730.76
West,Metropolitan,38,SomeCollegeButNoDegree,40,White,570
Northeast,Metropolitan,41,HighSchoolDiploma,39,White,700
West,Metropolitan,46,BachelorsDegree,43,White,2884.61
South,Metropolitan,51,HighSchoolDiploma,39,Black,716
South,Metropolitan,55,MastersDegree,44,White,833.33
Northeast,Metropolitan,38,MastersDegree,44,White,860
Midwest,Metropolitan,45,AssocDegAcadem,42,White,961
Midwest,Metropolitan,35,SomeCollegeButNoDegree,40,White,1401.6
South,Not Metropolitan,69,DoctorateDegree,46,White,2884.61
South,Metropolitan,57,SomeCollegeButNoDegree,40,White,730.76
Midwest,Metropolitan,33,HighSchoolDiploma,39,White,1913.76
Midwest,Metropolitan,44,DoctorateDegree,46,White,2115.38
Midwest,Metropolitan,36,BachelorsDegree,43,White,2884
West,Metropolitan,49,BachelorsDegree,43,White,640
Midwest,Not Metropolitan,57,SomeCollegeButNoDegree,40,White,620
Midwest,Metropolitan,59,HighSchoolDiploma,39,Black,807
West,Metropolitan,35,BachelorsDegree,43,White,865.38
South,Metropolitan,23,HighSchoolDiploma,39,White,530.76
Midwest,Metropolitan,59,HighSchoolDiploma,39,White,1414
Midwest,Metropolitan,52,AssocDegAcadem,42,Black,692.3
South,Not Metropolitan,48,HighSchoolDiploma,39,Black,400
West,Metropolitan,48,SomeCollegeButNoDegree,40,Black,700
Midwest,Metropolitan,41,AssocDegAcadem,42,White,2884
South,Metropolitan,37,AssocDegOccupVocat,41,White,1346.15
Midwest,Metropolitan,50,MastersDegree,44,White,2403.84
Midwest,Metropolitan,46,BachelorsDegree,43,Black,826.92
Midwest,Metropolitan,49,ProfSchoolDegree,45,White,2019.23
South,Metropolitan,22,SomeCollegeButNoDegree,40,White,519.23
West,Metropolitan,45,SomeCollegeButNoDegree,40,White,840
South,Metropolitan,43,DoctorateDegree,46,White,2019.23
Midwest,Not Metropolitan,43,HighSchoolDiploma,39,White,600
West,Metropolitan,30,HighSchoolDiploma,39,White,400
South,Metropolitan,48,HighSchoolDiploma,39,White,600
Midwest,Not Metropolitan,49,MastersDegree,44,White,2884.61
