Gender,Arith,Word,Parag,Math,AFQT
male,16,28,7,17,51.2
male,29,33,14,23,89.5
male,23,32,14,11,75.7
female,28,32,14,24,96.7
male,24,34,15,20,93.9
male,29,34,15,23,98.5
male,27,31,12,14,71.2
male,25,30,13,20,73.2
male,13,20,6,7,14.4
female,16,26,10,14,55.1
female,27,34,14,23,95.7
female,23,27,12,12,50.5
male,28,34,13,19,84.6
female,27,32,14,23,99.7
female,27,25,14,22,76.6
male,19,34,13,17,66.4
male,25,34,13,17,78.2
male,20,30,14,19,84.4
female,12,8,4,5,4.0
male,11,16,7,7,18.6
female,24,23,12,18,67.9
female,13,24,12,6,44.6
male,26,30,13,24,76.3
male,23,27,13,18,74.6
female,16,29,12,13,38.9
male,28,31,12,19,59.4
female,24,27,15,22,87.4
male,21,19,13,9,43.6
male,26,33,13,16,75.5
male,24,31,15,22,83.4
female,25,35,13,22,90.4
male,16,23,10,8,26.9
male,29,34,11,25,87.8
male,16,27,9,14,44.8
male,22,30,12,19,63.4
female,19,29,15,22,87.8
female,17,32,13,11,56.3
male,24,29,11,14,46.5
male,10,25,5,4,15.9
male,24,27,13,11,50.7
female,25,35,14,17,87.3
male,15,24,11,7,23.0
female,15,35,14,16,77.1
female,21,34,15,21,87.6
male,27,31,9,24,76.8
male,30,32,15,13,85.1
female,20,32,14,19,74.3
female,19,32,14,20,75.8
male,24,28,13,19,74.5
male,10,16,9,9,24.2
male,29,27,14,19,78.2
male,28,20,12,21,57.7
male,30,31,14,21,94.6
female,24,29,15,19,78.0
male,19,23,12,14,51.1
male,30,33,12,24,78.1
male,16,31,6,15,46.3
male,23,29,13,15,65.8
male,8,10,7,7,11.1
female,11,25,11,8,30.9
male,30,33,14,21,91.1
male,22,29,15,20,84.8
female,24,32,14,21,76.5
male,18,25,13,12,45.7
female,13,30,14,12,64.6
male,30,33,13,24,90.1
male,25,30,14,16,76.4
male,22,34,12,24,81.8
male,30,34,13,23,95.2
male,25,28,14,19,80.4
female,9,17,9,5,12.8
male,18,19,5,5,18.5
female,20,35,13,15,78.2
male,24,25,13,23,76.3
female,16,26,12,19,64.1
male,16,30,11,15,61.1
female,25,31,9,22,71.6
female,29,34,14,25,96.0
male,23,27,12,16,48.9
male,13,19,2,9,18.2
male,17,34,14,13,66.3
male,22,28,11,9,63.2
male,27,35,15,25,98.4
female,27,35,15,25,97.3
male,23,29,13,17,74.7
male,30,35,14,25,100.0
male,16,18,11,2,17.0
female,21,32,13,14,78.6
male,10,22,10,8,30.3
male,28,32,14,24,92.9
male,22,28,12,17,66.2
female,26,29,12,25,89.1
male,15,18,2,1,13.8
female,22,34,14,16,76.8
male,28,32,13,21,80.3
male,23,34,12,14,80.2
male,30,32,14,23,85.6
male,24,26,12,20,66.8
female,17,30,12,17,50.3
male,25,27,9,19,49.6
male,23,17,8,11,34.7
male,28,32,10,25,73.8
female,21,35,12,17,75.4
female,25,32,14,24,86.8
male,6,9,3,4,0.6
male,16,18,9,11,29.0
male,19,32,13,12,68.4
male,11,24,12,16,52.1
female,19,28,14,18,67.4
male,30,28,14,22,79.9
male,13,28,10,12,46.1
male,24,32,13,17,73.0
male,22,29,11,23,66.4
male,24,27,11,21,61.0
male,25,33,12,24,76.2
male,28,34,15,23,94.7
male,27,32,9,18,57.9
female,27,25,14,23,84.6
male,20,28,9,20,65.0
male,25,29,11,12,56.8
male,17,30,10,9,64.6
male,20,24,11,10,42.3
male,28,32,15,24,98.9
male,11,23,8,15,26.4
male,25,35,14,22,89.3
male,29,34,14,24,96.0
male,15,31,13,13,52.5
male,20,34,13,12,75.0
male,28,33,12,19,70.4
male,29,33,14,25,97.3
male,20,29,12,12,52.5
male,13,21,6,13,28.9
male,26,22,13,18,56.2
male,25,31,11,18,57.0
male,29,31,14,25,90.3
male,18,30,13,18,75.1
male,17,30,11,10,62.8
male,21,32,9,18,66.7
female,25,35,14,22,90.9
female,10,27,10,12,30.5
female,29,35,15,25,100.0
male,25,19,10,15,39.8
male,22,29,14,21,85.0
female,8,13,2,3,1.5
male,21,21,8,12,47.5
male,29,30,15,23,86.5
male,18,27,11,15,52.2
male,29,32,15,25,98.6
female,19,23,11,11,50.4
female,11,29,10,6,20.1
male,17,31,12,12,60.5
male,28,28,13,11,59.4
male,22,33,14,22,82.5
male,30,31,15,24,98.7
male,23,23,12,23,60.0
female,12,20,11,11,42.4
male,15,29,14,13,64.9
female,24,34,14,25,92.8
male,29,35,14,24,98.3
female,14,30,12,13,41.3
female,24,31,14,20,75.5
male,14,24,13,14,62.1
female,16,29,10,13,49.8
male,26,31,11,19,79.1
male,26,32,13,22,91.7
female,27,28,15,23,81.0
male,26,28,14,21,78.5
male,25,30,15,22,79.3
male,30,35,15,24,100.0
male,24,33,12,22,84.1
female,18,18,13,11,44.9
male,25,35,12,20,73.5
female,19,24,14,21,73.7
female,11,24,8,4,19.9
male,17,31,13,14,62.3
male,24,30,11,18,52.5
male,20,33,13,19,66.5
female,19,31,12,13,45.6
male,11,18,5,11,13.5
male,22,33,12,18,63.0
male,21,30,13,23,73.9
male,28,33,14,23,92.8
male,24,25,13,21,65.8
male,14,34,14,13,68.7
male,14,23,12,18,37.5
male,17,24,13,9,53.3
male,16,28,11,18,44.2
female,10,22,10,7,23.0
male,23,35,14,7,64.6
male,24,33,14,19,82.2
male,4,9,4,7,3.0
male,10,12,5,4,7.7
female,14,32,13,10,55.5
male,22,22,12,15,58.3
female,23,22,12,21,63.3
male,23,20,11,17,56.9
male,29,35,14,18,94.1
male,7,17,5,4,9.0
male,27,35,15,25,97.9
male,30,32,12,23,80.3
male,17,23,6,11,39.5
male,20,26,11,13,36.1
female,24,31,14,11,60.4
male,23,32,11,16,62.8
male,18,21,12,11,46.5
female,30,34,14,24,98.2
male,13,32,14,6,56.2
male,26,29,14,19,66.6
male,27,31,12,17,79.1
male,18,26,12,8,46.2
male,25,29,14,22,68.4
female,11,25,5,15,40.8
female,19,31,15,16,68.0
female,30,35,14,23,95.7
male,23,30,12,21,77.6
male,28,31,14,25,87.2
male,21,28,11,16,58.4
male,16,30,8,7,27.8
male,29,35,15,24,97.9
male,8,22,5,8,13.7
male,20,32,13,13,60.3
female,26,35,15,23,93.9
male,20,26,9,15,59.3
female,28,33,15,22,92.4
male,29,35,15,22,98.3
male,24,34,14,20,84.7
female,13,22,10,8,33.7
female,30,34,14,25,98.2
female,28,30,14,24,85.2
female,29,35,14,17,82.8
female,12,9,11,9,25.9
male,25,30,14,16,67.3
female,30,33,14,22,93.3
male,29,32,14,22,90.5
male,29,29,9,18,59.6
male,18,33,12,19,76.2
male,24,28,13,22,79.9
male,22,16,11,10,35.6
female,18,23,13,14,49.0
male,27,31,13,23,82.6
male,24,23,11,11,43.2
male,29,35,14,24,96.2
female,29,34,15,20,92.7
male,16,25,9,10,46.0
female,17,28,14,14,53.4
male,25,34,12,24,84.2
male,15,29,8,11,33.6
male,27,31,14,22,79.8
male,16,30,14,12,63.8
male,12,18,5,17,27.3
male,18,30,14,15,65.8
female,16,26,14,18,67.9
male,12,25,12,12,57.3
male,22,31,14,14,76.5
male,27,32,14,19,83.8
female,28,33,13,23,89.1
male,21,31,13,16,80.8
male,24,31,15,25,91.5
male,29,33,14,22,92.6
male,19,30,15,11,76.2
male,28,27,15,18,82.4
female,28,32,15,19,93.9
female,17,33,13,13,64.3
male,23,30,12,12,51.2
female,21,32,12,18,68.8
female,13,22,9,12,25.7
female,24,32,14,24,95.1
male,26,31,13,12,56.8
male,30,34,14,24,94.8
male,16,31,12,18,62.2
male,15,18,7,10,31.2
male,29,35,14,23,96.5
female,28,32,14,17,89.1
male,28,32,13,23,78.0
male,28,33,14,17,90.2
female,23,32,12,15,54.0
male,16,30,12,9,44.7
male,26,29,13,17,71.8
male,27,33,15,22,95.0
female,26,34,14,22,93.5
male,17,28,14,15,55.9
female,23,30,13,16,55.8
male,28,35,15,24,98.1
male,15,25,11,17,54.6
male,29,32,13,22,81.7
male,15,28,8,13,36.1
male,26,34,13,23,88.5
female,18,34,15,15,74.8
female,16,34,13,23,83.7
female,16,27,12,12,51.5
male,6,25,8,7,22.7
female,14,27,13,7,41.7
male,27,34,13,25,92.4
male,13,23,6,11,29.6
male,24,30,13,20,74.4
male,16,29,9,9,35.6
male,20,25,10,16,55.0
female,30,33,14,18,90.3
male,27,27,12,18,62.0
male,30,29,14,25,80.6
male,26,31,13,23,82.1
male,7,19,4,9,12.5
male,12,14,6,7,10.8
male,21,31,12,21,74.2
male,28,29,15,25,92.6
male,27,35,15,25,97.1
male,22,28,10,12,56.1
male,25,30,14,23,73.2
male,29,35,13,24,92.7
female,20,31,13,21,73.6
male,18,21,8,13,32.5
male,30,33,15,25,99.6
male,27,30,15,20,90.9
female,20,29,14,17,77.5
male,30,33,14,24,92.5
male,18,33,13,21,81.0
male,23,26,10,11,61.5
female,28,34,14,13,86.4
male,24,35,14,16,87.0
female,22,31,14,15,85.1
male,26,32,11,18,63.0
female,14,22,10,10,40.0
male,18,21,8,10,35.7
female,29,35,13,20,90.7
male,26,32,12,15,56.6
male,29,34,14,24,97.5
male,29,33,11,15,78.5
female,12,29,9,7,31.4
male,22,33,14,24,94.6
male,21,25,9,11,41.1
male,25,28,11,19,71.1
male,25,30,11,20,74.2
male,29,34,14,24,95.1
male,30,33,14,22,90.1
male,27,31,15,22,93.2
male,22,10,2,15,30.4
male,27,34,14,24,96.3
female,21,24,14,18,72.7
male,15,28,14,9,38.1
male,29,34,14,24,95.2
male,29,34,15,24,99.4
male,28,32,14,20,77.0
male,21,34,12,11,64.9
male,22,26,10,22,61.3
male,9,28,7,7,21.1
female,16,26,11,12,38.6
male,14,21,10,8,38.3
female,14,20,11,12,42.9
male,28,20,10,13,56.0
male,29,29,11,23,72.8
male,10,7,4,4,3.3
male,29,26,12,25,81.0
female,27,33,14,24,96.2
male,14,30,12,8,31.0
male,15,25,12,16,47.2
male,22,28,15,12,70.6
male,29,33,15,22,97.4
female,17,30,13,17,65.4
female,25,28,14,19,86.2
male,23,29,12,9,39.1
male,22,29,11,13,48.5
male,30,33,15,23,96.4
male,17,17,10,12,39.1
male,30,28,14,21,90.5
male,24,34,13,18,78.0
male,30,34,15,25,99.0
female,28,33,14,22,93.9
female,30,35,15,25,100.0
male,27,30,13,24,89.3
male,27,28,13,23,85.7
male,14,30,12,12,58.1
female,19,32,13,18,80.5
male,8,9,4,5,1.8
male,23,26,13,21,62.2
male,30,33,15,25,98.6
male,29,34,14,24,99.6
female,22,28,13,16,60.0
female,20,30,13,17,65.3
male,27,31,15,25,93.9
female,30,33,14,25,97.0
female,17,22,12,18,54.4
male,26,28,14,19,75.5
female,23,22,12,12,56.0
male,30,35,12,23,87.7
male,19,29,11,21,45.5
female,27,31,14,25,89.4
male,24,28,11,14,49.1
male,29,34,13,24,96.2
female,18,26,10,12,44.2
female,17,33,15,13,77.5
male,29,35,15,24,100.0
male,28,35,13,21,87.9
male,30,34,15,24,98.4
male,22,33,12,12,69.9
female,25,33,15,21,94.2
male,26,31,9,18,69.5
female,17,30,12,11,40.4
male,14,25,11,8,28.4
male,28,35,12,21,85.5
male,21,32,12,10,57.6
male,26,31,13,19,62.0
female,17,20,11,10,39.6
female,28,18,14,25,77.4
female,28,33,14,22,90.8
male,22,26,12,23,75.6
male,20,28,13,18,63.2
male,30,33,14,23,95.5
male,28,28,13,15,66.3
male,14,26,10,16,37.9
male,30,32,11,24,80.8
male,13,32,13,6,50.3
male,25,25,12,25,66.6
female,27,29,12,21,75.5
male,28,34,14,25,97.1
female,25,34,15,22,91.7
male,29,26,14,15,59.0
female,25,26,15,24,84.5
female,20,29,14,19,84.2
male,29,34,14,25,90.4
male,28,30,14,22,86.9
male,29,35,11,25,84.4
male,29,33,14,25,96.9
male,20,31,13,17,81.3
male,19,31,15,20,89.3
male,18,20,11,17,47.0
male,30,35,14,23,96.0
male,15,29,11,18,57.1
male,27,29,13,21,86.7
male,24,31,14,11,79.8
male,15,25,12,10,43.2
male,16,27,10,13,55.5
female,28,31,14,20,80.5
male,27,33,12,24,86.9
female,26,34,14,22,82.9
male,12,30,13,6,44.8
male,20,31,11,9,57.8
male,28,31,14,22,85.9
male,16,31,13,9,52.8
female,27,33,11,24,67.7
male,30,35,15,25,100.0
male,15,19,6,7,23.5
male,15,28,8,11,48.2
male,19,29,13,18,76.5
male,28,34,11,23,78.0
male,17,32,13,14,72.3
male,18,28,12,17,66.5
male,30,35,14,25,98.0
female,15,32,12,14,46.7
male,23,19,10,11,38.1
male,23,32,12,11,47.5
female,28,33,14,22,89.4
female,24,27,15,21,79.6
male,28,31,14,25,94.7
male,18,27,11,20,56.1
male,29,35,14,24,96.9
male,28,29,13,23,79.1
male,28,27,13,23,64.5
male,26,32,11,22,68.7
male,28,32,15,17,83.1
male,27,31,14,24,91.8
male,12,28,9,8,31.9
male,23,18,11,13,38.7
male,30,27,13,20,74.7
male,27,32,14,20,90.6
male,17,33,13,13,55.5
male,23,27,9,21,64.2
male,23,32,11,14,53.4
male,27,28,13,19,79.1
male,22,27,11,12,46.5
male,30,33,13,25,90.9
male,27,35,11,23,77.3
female,23,30,14,18,65.2
male,26,21,7,15,44.8
male,26,31,14,21,85.7
male,26,35,15,23,93.9
male,19,33,10,14,57.5
male,28,32,15,23,92.2
male,26,31,14,24,85.4
male,24,29,15,16,82.6
male,23,28,12,17,60.1
female,29,35,12,24,85.3
male,29,33,14,25,97.8
male,16,18,12,9,35.5
male,25,32,15,21,88.9
male,25,27,6,21,58.9
male,20,26,11,25,59.7
male,28,35,14,22,94.4
male,26,32,15,23,93.3
male,25,30,14,22,92.1
male,28,32,13,22,87.6
male,12,18,7,7,21.7
male,13,29,8,12,26.6
male,18,29,10,13,47.5
male,27,34,13,25,86.4
male,30,34,13,25,97.8
male,28,32,15,20,89.0
female,21,32,13,13,64.8
male,24,34,13,20,75.9
male,28,34,14,22,93.8
male,24,32,13,21,77.9
male,28,30,12,24,83.4
male,28,33,11,20,65.5
male,15,25,5,11,31.4
male,24,31,13,18,70.8
male,8,20,8,3,6.1
male,23,24,10,10,63.1
female,22,28,15,21,79.8
female,25,28,15,21,89.4
male,30,35,14,24,96.8
male,24,28,11,22,71.1
female,26,35,15,24,96.2
male,26,32,14,23,83.7
male,23,34,14,22,78.7
male,17,25,12,9,53.7
male,25,26,13,11,66.3
female,17,27,12,12,50.1
male,28,34,12,23,92.5
male,29,35,13,25,91.4
male,30,33,14,25,94.7
female,26,26,14,23,83.6
female,28,33,10,22,72.8
male,28,34,14,24,95.6
male,29,33,13,24,85.6
male,28,31,15,25,97.4
male,28,31,13,25,86.1
male,30,35,15,25,100.0
male,20,29,11,15,36.2
female,25,34,15,23,94.6
male,29,31,11,19,79.7
male,16,34,12,3,49.1
male,28,34,14,20,92.0
male,26,31,10,22,67.5
male,30,32,15,24,96.4
male,30,35,14,25,100.0
male,16,26,11,13,33.2
female,28,31,13,24,87.3
male,24,35,10,21,71.9
male,29,33,14,22,92.8
male,25,28,15,23,83.5
male,30,33,12,24,92.5
male,27,35,14,22,90.5
male,29,31,14,23,89.9
male,29,31,13,25,82.8
male,27,31,14,24,89.3
male,23,34,15,24,93.7
male,29,35,13,18,84.7
male,18,34,13,18,81.5
male,26,34,13,24,86.8
female,26,35,15,17,87.3
male,24,31,13,13,50.5
male,26,32,14,23,73.3
male,14,27,13,14,81.9
male,28,31,14,25,91.9
male,15,22,13,11,50.5
male,25,31,14,17,79.4
male,24,24,12,20,59.0
male,30,35,14,25,97.3
male,19,31,11,21,70.6
male,28,32,13,25,87.9
male,29,32,14,22,94.0
male,22,25,9,11,51.8
male,25,30,14,18,81.3
male,30,34,15,22,95.9
male,26,32,12,22,87.2
male,18,28,10,19,47.6
male,23,32,15,16,78.5
female,22,33,13,21,70.7
female,30,35,15,22,98.8
female,14,26,15,13,65.0
male,26,27,14,22,79.8
female,29,33,13,25,88.4
male,16,29,13,12,70.5
male,28,34,13,24,81.4
male,29,32,13,20,90.9
male,30,35,15,23,98.7
male,30,34,15,25,100.0
male,28,34,13,25,82.3
male,25,32,13,16,83.0
male,30,31,13,24,93.0
male,28,33,14,22,87.9
male,22,29,13,14,68.5
male,30,35,13,23,96.8
male,30,33,15,24,96.4
male,14,26,13,12,53.9
male,30,35,13,25,93.7
male,22,26,13,17,73.4
male,16,21,4,7,16.8
male,30,35,15,25,100.0
male,29,33,15,24,97.7
male,21,29,14,16,75.1
