Subject,AFQT,Educ,Income2005
5612,47.973,13,26500
5613,0,12,30000
5614,18.176,12,26000
5616,3.039,12,35000
5617,8.282,12,20000
5618,51.958,16,43000
5621,51.908,17,44000
5623,95.248,20,96000
5624,70.691,19,36000
5625,66.276,12,40000
5626,60.781,12,52000
5637,8.54,12,52000
5640,0.56,12,30000
5646,37.531,12,33000
5649,71.982,13,22000
5653,66.907,12,52000
5655,82.061,17,90000
5661,71.156,15,1600
5666,68.443,16,80000
5667,97.274,20,198032
5668,70.576,12,60000
5669,54.716,12,38000
5671,86.782,12,20000
5674,56.285,13,8000
5675,87.596,16,67500
5676,77.716,17,15000
5677,64.58,12,72000
5684,5.319,12,12000
5690,76.766,19,70000
5694,58.345,12,42000
5696,42.254,12,72000
5699,97.537,13,45000
5700,80.34,12,70000
5701,75.52,17,114000
5702,59.926,13,24000
5703,74.363,14,42500
5705,81.334,12,10900
5708,81.916,14,33000
5710,87.91,18,53000
5711,50.838,12,42000
5712,80.893,12,26280
5713,64.357,11,44328
5718,76.736,12,9000
6285,51.843,13,60000
11751,24.592,11,10000
11755,7.35,11,60000
11758,80.188,19,70000
11759,40.534,12,50000
11760,0,12,4000
11762,1.792,11,100000
11763,47.481,15,146000
11769,67.337,15,8000
11776,26.798,10,25000
11777,90.862,14,74500
11778,71.422,15,32900
11779,78.397,17,1500
11785,19.889,12,78000
11786,44.583,12,65000
11787,20.097,10,8000
11791,66.503,16,123000
11792,61.687,12,19000
11793,11.738,12,56000
11794,19.708,12,40000
11796,97.147,16,24000
11797,40.415,14,1200
11798,45.075,15,17000
11799,26.504,14,32000
11800,18.254,12,60000
11801,8.903,12,350
11806,43.089,13,63000
11807,40.755,12,80000
11809,68.468,16,39000
11811,0.823,12,8000
11813,3.222,12,30456
11814,2.314,8,9000
11815,21.716,13,1300
11816,78.611,15,19500
11818,12.57,10,13000
11819,43.124,14,27700
11820,62.701,16,50000
11822,41.801,12,57500
11830,1.457,12,2000
11832,9.266,13,15000
11833,13.696,13,25000
11835,60.5,16,14000
11838,23.064,15,52000
11839,48.275,12,45000
11841,39.048,13,57000
11844,23.172,15,20108
11845,47.552,14,40000
11846,9.003,12,54000
11848,48.795,16,24500
11849,14.611,12,50000
11850,24.52,8,32000
11851,67.97,14,80000
11854,68.817,16,87000
11858,37.279,12,24000
11860,61.243,12,40000
11863,78.549,14,77919
11864,16.885,12,24000
11865,75.534,12,42500
11867,18,16,28000
11868,54.37,16,102831
11869,83.763,14,38400
11870,72.983,16,11000
11872,81.931,14,24500
11875,63.866,12,57000
11878,39.427,12,22000
11879,63.777,12,13691
11880,44.032,12,15000
11881,92.255,16,15000
11883,75.428,12,44000
11884,18.231,12,2200
11886,79.197,15,10000
11887,61.341,12,24200
11889,68.263,17,40000
11890,1.779,6,50400
11891,4.028,12,10000
11894,55.742,16,30330
11897,96.751,14,64000
11898,80.758,16,58500
11901,36.943,14,29000
11902,39.267,18,48000
11905,43.256,16,60000
11909,51.061,12,16000
11911,56.834,13,46000
11916,45.787,18,38000
11917,62.412,12,35000
11918,89.086,17,85000
11920,83.021,16,338101
11923,45.43,14,12000
11924,91.057,13,68458
11925,70,12,58000
11926,86.514,12,45000
11929,93.914,20,82000
11932,9.829,14,10000
11934,12.465,12,90000
11935,10.59,12,24000
11936,38.717,16,125000
11937,12.877,20,43000
11939,27.064,12,15000
11940,48.739,12,14000
11942,52.131,12,39000
11945,15.874,13,40000
11947,10.751,12,90000
11949,20.859,12,26000
11950,6.732,12,2000
11955,72.75,16,42000
11958,42.412,12,75000
11971,24.339,15,39000
11972,37.918,20,110500
11973,60.113,12,60000
11981,0.332,12,31000
11990,85.632,20,70000
11993,36.867,12,40000
12000,56.178,12,33000
12005,39.556,15,35000
12006,59.085,16,17000
12008,38.202,12,60000
12010,83.535,20,53000
12012,76.322,14,65000
12014,80.79,16,85000
12016,70.816,16,150000
12018,94.157,12,52900
12019,69.997,12,58000
12022,54.756,12,63000
12023,74.585,17,65000
12031,66.317,12,40000
12032,14.177,12,24000
12034,72.753,16,161182
12036,81.701,15,28900
12039,65.528,12,22000
12041,16.707,12,46000
12042,8.479,12,3000
12043,5.867,12,628
12044,41.848,18,45000
12045,87.993,20,49000
12052,68.169,15,32000
12055,49.365,12,51000
12057,58.25,12,3000
12061,88.136,13,42000
12062,1.35,13,20000
12064,91.448,20,158730
12065,45.81,10,56000
12066,26.619,14,3000
12068,88.023,16,49000
12070,50.856,15,34000
12076,58.498,12,6000
12082,33.649,12,4000
12083,42.237,12,22000
12084,56.342,12,33793
12087,18.164,13,3000
12088,97.573,16,37000
12089,63.613,20,40000
12090,53.959,12,30000
12092,53.775,16,30000
12093,59.265,12,82000
12097,36.668,12,54000
12098,82.763,14,53000
12102,62.246,16,100000
12104,83.988,15,36323
12106,76.524,18,120000
12110,56.116,16,91000
12116,74.244,16,90000
12119,54.283,18,45000
12122,20.531,8,30000
12125,15.881,12,42000
12126,10.695,12,21000
12128,64.324,12,30000
12129,72.169,16,39500
12130,27.983,12,24000
12131,32.593,12,23000
12133,22.983,12,11560
12135,10.769,10,22000
12138,40.28,13,21000
12139,29.169,12,12600
12140,31.207,13,45000
