Region,MetropolitanStatus,Age,Sex,MaritalStatus,EdCode,Education,JobClass,WeeklyEarnings
Northeast,Metropolitan,67,Female,Not Married,44,MastersDegree,Private,941.26
Midwest,Metropolitan,52,Male,Married,40,SomeCollegeButNoDegree,Private,2000
South,Metropolitan,34,Male,Married,35,NinthGrade,Private,350
South,Not Metropolitan,39,Female,Married,39,HighSchoolDiploma,Private,560
Northeast,Metropolitan,23,Female,Not Married,43,BachelorsDegree,Private,1153.84
West,Metropolitan,55,Female,Not Married,44,MastersDegree,Private,1346
Midwest,Metropolitan,24,Male,Not Married,43,BachelorsDegree,Private,1923.07
West,Metropolitan,19,Male,Not Married,43,BachelorsDegree,Private,1461.53
West,Metropolitan,22,Male,Not Married,37,EleventhGrade,Private,375
South,Not Metropolitan,45,Male,Married,39,HighSchoolDiploma,Private,398
West,Not Metropolitan,40,Female,Married,42,AssocDegAcadem,Private,1468
South,Not Metropolitan,46,Female,Not Married,40,SomeCollegeButNoDegree,Private,520
West,Not Metropolitan,40,Male,Married,40,SomeCollegeButNoDegree,Private,1326.92
South,Metropolitan,24,Male,Not Married,38,TwelthButNoDiploma,Private,340
West,Metropolitan,54,Male,Married,44,MastersDegree,Private,900
Midwest,Metropolitan,50,Male,Married,43,BachelorsDegree,Private,2307.69
Midwest,Metropolitan,37,Male,Not Married,41,AssocDegOccupVocat,Private,1020.15
Midwest,Metropolitan,54,Male,Not Married,37,EleventhGrade,Private,700
West,Metropolitan,47,Female,Married,39,HighSchoolDiploma,Private,650
Northeast,Metropolitan,45,Male,Not Married,39,HighSchoolDiploma,Private,400
South,Metropolitan,37,Male,Married,44,MastersDegree,Private,2115.38
Midwest,Metropolitan,46,Female,Not Married,42,AssocDegAcadem,Private,1826.92
Midwest,Metropolitan,33,Female,Married,40,SomeCollegeButNoDegree,Private,788.46
West,Metropolitan,48,Male,Married,39,HighSchoolDiploma,Private,250
South,Metropolitan,54,Male,Married,39,HighSchoolDiploma,Private,461.53
South,Metropolitan,29,Male,Not Married,42,AssocDegAcadem,Private,2884.61
Northeast,Metropolitan,36,Male,Married,46,DoctorateDegree,Private,1442
Northeast,Metropolitan,33,Male,Not Married,46,DoctorateDegree,Private,1134.61
West,Not Metropolitan,40,Female,Married,40,SomeCollegeButNoDegree,Private,369.23
West,Metropolitan,37,Female,Married,39,HighSchoolDiploma,Private,416.4
South,Metropolitan,30,Male,Married,39,HighSchoolDiploma,Private,325
South,Metropolitan,60,Male,Not Married,41,AssocDegOccupVocat,Private,1500
Midwest,Metropolitan,25,Male,Not Married,40,SomeCollegeButNoDegree,Private,520
South,Not Metropolitan,33,Female,Married,43,BachelorsDegree,Private,711.53
South,Not Metropolitan,48,Female,Married,42,AssocDegAcadem,Private,848.4
West,Metropolitan,26,Female,Not Married,40,SomeCollegeButNoDegree,Private,300
South,Metropolitan,21,Female,Married,40,SomeCollegeButNoDegree,Private,330
Northeast,Metropolitan,35,Male,Not Married,37,EleventhGrade,Private,1200
Northeast,Metropolitan,48,Male,Not Married,43,BachelorsDegree,Private,2581.09
Midwest,Metropolitan,25,Male,Not Married,40,SomeCollegeButNoDegree,Private,600
South,Metropolitan,48,Male,Married,44,MastersDegree,Private,2647.84
Northeast,Not Metropolitan,63,Male,Married,44,MastersDegree,Private,2884.61
West,Metropolitan,47,Female,Not Married,34,SeventhOrEighthGrade,Private,470
South,Metropolitan,23,Female,Not Married,43,BachelorsDegree,Private,519
West,Metropolitan,49,Female,Married,45,ProfSchoolDegree,Private,1153
West,Metropolitan,27,Female,Married,39,HighSchoolDiploma,Private,480
Northeast,Metropolitan,42,Female,Married,40,SomeCollegeButNoDegree,Private,640
West,Metropolitan,27,Male,Not Married,43,BachelorsDegree,Private,750
West,Metropolitan,31,Female,Married,43,BachelorsDegree,Private,538.46
South,Metropolitan,25,Male,Married,39,HighSchoolDiploma,Private,360
West,Not Identified,23,Male,Married,40,SomeCollegeButNoDegree,Private,1500
Northeast,Metropolitan,25,Male,Not Married,42,AssocDegAcadem,Private,281.75
Northeast,Metropolitan,54,Male,Married,40,SomeCollegeButNoDegree,Private,750
South,Metropolitan,34,Male,Married,39,HighSchoolDiploma,Private,555.2
Midwest,Metropolitan,34,Male,Married,43,BachelorsDegree,Private,1442.3
South,Metropolitan,30,Male,Not Married,39,HighSchoolDiploma,Private,1730.76
South,Not Metropolitan,31,Male,Not Married,39,HighSchoolDiploma,Private,480
South,Not Metropolitan,61,Male,Not Married,39,HighSchoolDiploma,Private,520
Northeast,Metropolitan,50,Female,Not Married,46,DoctorateDegree,Private,700
West,Metropolitan,40,Male,Not Married,39,HighSchoolDiploma,Private,855
Northeast,Not Metropolitan,34,Male,Married,41,AssocDegOccupVocat,Private,725
Midwest,Metropolitan,57,Male,Married,44,MastersDegree,Private,846.15
Midwest,Metropolitan,50,Female,Married,39,HighSchoolDiploma,Private,920
South,Metropolitan,40,Male,Not Married,43,BachelorsDegree,Private,1100
Northeast,Metropolitan,45,Male,Not Married,39,HighSchoolDiploma,Private,960
Northeast,Metropolitan,25,Female,Not Married,43,BachelorsDegree,Private,875
South,Metropolitan,66,Male,Married,40,SomeCollegeButNoDegree,Private,900
South,Not Metropolitan,26,Male,Not Married,37,EleventhGrade,Private,200
Northeast,Metropolitan,51,Female,Married,39,HighSchoolDiploma,Private,682
Northeast,Metropolitan,43,Male,Married,39,HighSchoolDiploma,Private,600
Midwest,Metropolitan,24,Male,Not Married,43,BachelorsDegree,Private,961.53
South,Not Metropolitan,61,Female,Married,40,SomeCollegeButNoDegree,Private,961
South,Metropolitan,48,Male,Married,37,EleventhGrade,Private,300
West,Not Metropolitan,20,Male,Not Married,39,HighSchoolDiploma,Private,360
South,Metropolitan,56,Female,Not Married,39,HighSchoolDiploma,Private,1000
Midwest,Metropolitan,59,Female,Married,43,BachelorsDegree,Private,512
Northeast,Metropolitan,49,Female,Married,40,SomeCollegeButNoDegree,Private,1673
Northeast,Not Metropolitan,60,Female,Married,43,BachelorsDegree,Private,846.15
South,Metropolitan,22,Male,Not Married,40,SomeCollegeButNoDegree,Private,519.23
West,Metropolitan,40,Male,Married,43,BachelorsDegree,Private,2884.61
West,Metropolitan,52,Female,Not Married,39,HighSchoolDiploma,Private,500
Midwest,Metropolitan,45,Female,Not Married,43,BachelorsDegree,Private,990.38
West,Metropolitan,30,Male,Not Married,43,BachelorsDegree,Private,1346.15
South,Metropolitan,47,Female,Married,39,HighSchoolDiploma,Private,1538
Midwest,Metropolitan,62,Female,Not Married,39,HighSchoolDiploma,Private,681.6
West,Not Metropolitan,52,Male,Married,33,FifthorSixthGrade,Private,480
Northeast,Metropolitan,50,Female,Married,44,MastersDegree,Private,2884.61
Midwest,Metropolitan,40,Male,Married,43,BachelorsDegree,Private,807.69
South,Metropolitan,27,Female,Not Married,43,BachelorsDegree,Private,865.38
Northeast,Metropolitan,51,Female,Married,37,EleventhGrade,Private,961
West,Not Metropolitan,56,Female,Not Married,35,NinthGrade,Private,467.4
South,Metropolitan,59,Male,Married,39,HighSchoolDiploma,Private,1538.46
Northeast,Metropolitan,42,Male,Married,39,HighSchoolDiploma,Private,1038.46
West,Metropolitan,22,Female,Not Married,40,SomeCollegeButNoDegree,Private,500
Northeast,Metropolitan,50,Female,Not Married,39,HighSchoolDiploma,Private,278.75
Northeast,Metropolitan,70,Male,Married,39,HighSchoolDiploma,Private,507
Northeast,Metropolitan,47,Male,Not Married,39,HighSchoolDiploma,Private,1200
Northeast,Metropolitan,32,Female,Married,39,HighSchoolDiploma,Private,480
West,Metropolitan,57,Male,Married,40,SomeCollegeButNoDegree,Private,1634.61
Midwest,Metropolitan,48,Male,Married,39,HighSchoolDiploma,Private,1153.84
West,Metropolitan,41,Male,Not Married,43,BachelorsDegree,Private,2100
Northeast,Metropolitan,44,Female,Married,40,SomeCollegeButNoDegree,Private,620
Midwest,Metropolitan,31,Male,Not Married,39,HighSchoolDiploma,Private,600
Midwest,Metropolitan,64,Male,Married,41,AssocDegOccupVocat,Private,600
West,Metropolitan,39,Male,Married,39,HighSchoolDiploma,Private,900
Midwest,Metropolitan,47,Female,Married,39,HighSchoolDiploma,Private,720
West,Metropolitan,39,Male,Married,43,BachelorsDegree,Private,2115
Midwest,Metropolitan,41,Male,Not Married,39,HighSchoolDiploma,Private,507.69
South,Metropolitan,51,Male,Not Married,39,HighSchoolDiploma,Private,716
West,Metropolitan,47,Female,Not Married,39,HighSchoolDiploma,Private,320
West,Metropolitan,28,Male,Married,40,SomeCollegeButNoDegree,Private,526.89
Northeast,Metropolitan,52,Male,Not Married,39,HighSchoolDiploma,Private,384.61
Midwest,Metropolitan,44,Male,Married,41,AssocDegOccupVocat,Private,961.53
South,Metropolitan,30,Male,Not Married,40,SomeCollegeButNoDegree,Private,574.8
South,Metropolitan,66,Female,Not Married,35,NinthGrade,Private,423.07
Northeast,Metropolitan,34,Male,Not Married,40,SomeCollegeButNoDegree,Private,961
Midwest,Metropolitan,49,Female,Married,43,BachelorsDegree,Private,1384.61
West,Metropolitan,47,Male,Not Married,39,HighSchoolDiploma,Private,865.38
South,Metropolitan,52,Male,Married,35,NinthGrade,Private,550
Midwest,Not Metropolitan,65,Male,Married,44,MastersDegree,Private,800
Midwest,Metropolitan,28,Female,Not Married,40,SomeCollegeButNoDegree,Private,288.46
Midwest,Metropolitan,48,Female,Married,39,HighSchoolDiploma,Private,788.46
South,Metropolitan,38,Male,Not Married,39,HighSchoolDiploma,Private,2307
South,Metropolitan,21,Male,Not Married,40,SomeCollegeButNoDegree,Private,320
Midwest,Metropolitan,23,Male,Not Married,43,BachelorsDegree,Private,420
Northeast,Metropolitan,53,Male,Not Married,39,HighSchoolDiploma,Private,600
Northeast,Metropolitan,38,Female,Married,46,DoctorateDegree,Private,673
West,Metropolitan,48,Female,Not Married,36,TenthGrade,Private,400
Midwest,Metropolitan,26,Female,Married,43,BachelorsDegree,Private,414
Midwest,Not Metropolitan,33,Male,Not Married,40,SomeCollegeButNoDegree,Private,700
Northeast,Metropolitan,25,Male,Not Married,44,MastersDegree,Private,1500
Midwest,Metropolitan,40,Female,Married,43,BachelorsDegree,Private,294.11
South,Metropolitan,58,Female,Not Married,40,SomeCollegeButNoDegree,Private,360
South,Not Metropolitan,55,Female,Married,44,MastersDegree,Private,807
South,Metropolitan,44,Male,Not Married,39,HighSchoolDiploma,Private,600
South,Metropolitan,39,Male,Not Married,39,HighSchoolDiploma,Private,800
South,Metropolitan,28,Male,Not Married,39,HighSchoolDiploma,Private,736
West,Metropolitan,44,Male,Married,40,SomeCollegeButNoDegree,Private,511
West,Metropolitan,49,Female,Married,43,BachelorsDegree,Private,720
South,Metropolitan,50,Male,Married,44,MastersDegree,Private,865.38
Midwest,Metropolitan,63,Female,Married,39,HighSchoolDiploma,Private,1730.76
West,Not Metropolitan,55,Male,Married,43,BachelorsDegree,Private,692.3
South,Metropolitan,37,Male,Married,45,ProfSchoolDegree,Private,1346
South,Metropolitan,59,Male,Married,43,BachelorsDegree,Private,1153.84
Northeast,Metropolitan,21,Female,Not Married,39,HighSchoolDiploma,Private,360
South,Metropolitan,38,Female,Married,39,HighSchoolDiploma,Private,450
Midwest,Metropolitan,39,Female,Married,41,AssocDegOccupVocat,Private,840
South,Metropolitan,59,Male,Married,39,HighSchoolDiploma,Private,700
West,Metropolitan,44,Male,Not Married,39,HighSchoolDiploma,Private,1030
West,Metropolitan,29,Female,Married,46,DoctorateDegree,Private,1538.46
South,Metropolitan,35,Male,Married,46,DoctorateDegree,Private,2750
Midwest,Not Metropolitan,77,Female,Not Married,43,BachelorsDegree,Private,1615
Midwest,Metropolitan,54,Female,Married,43,BachelorsDegree,Private,1634.61
Northeast,Metropolitan,65,Female,Not Married,39,HighSchoolDiploma,Private,520
Northeast,Not Metropolitan,40,Male,Married,41,AssocDegOccupVocat,Private,1038.46
South,Metropolitan,45,Male,Not Married,43,BachelorsDegree,Private,1096.15
West,Metropolitan,53,Female,Not Married,40,SomeCollegeButNoDegree,Private,760
Midwest,Metropolitan,38,Male,Married,40,SomeCollegeButNoDegree,Private,1700
West,Metropolitan,54,Female,Not Married,39,HighSchoolDiploma,Private,288.75
Midwest,Metropolitan,54,Female,Married,44,MastersDegree,Private,1800
Midwest,Not Metropolitan,52,Male,Married,39,HighSchoolDiploma,Private,922
South,Not Metropolitan,60,Male,Not Married,43,BachelorsDegree,Private,1346.15
Northeast,Metropolitan,43,Female,Married,44,MastersDegree,Private,1615.38
Midwest,Metropolitan,51,Female,Married,39,HighSchoolDiploma,Private,1103
Northeast,Metropolitan,56,Male,Married,44,MastersDegree,Private,2884.61
Midwest,Metropolitan,29,Female,Married,41,AssocDegOccupVocat,Private,729.2
West,Metropolitan,51,Male,Not Married,40,SomeCollegeButNoDegree,Private,290
Midwest,Metropolitan,30,Male,Married,40,SomeCollegeButNoDegree,Private,673.07
West,Metropolitan,52,Male,Married,39,HighSchoolDiploma,Private,1500
Midwest,Metropolitan,40,Female,Married,42,AssocDegAcadem,Private,769.23
South,Metropolitan,55,Male,Not Married,43,BachelorsDegree,Private,932.69
West,Metropolitan,54,Male,Married,39,HighSchoolDiploma,Private,943.2
South,Metropolitan,49,Female,Married,38,TwelthButNoDiploma,Private,245
Midwest,Metropolitan,51,Male,Not Married,39,HighSchoolDiploma,Private,666
Midwest,Not Metropolitan,78,Male,Married,39,HighSchoolDiploma,Private,480
South,Not Metropolitan,39,Female,Married,42,AssocDegAcadem,Private,576.92
Midwest,Metropolitan,53,Male,Married,39,HighSchoolDiploma,Private,600
West,Metropolitan,45,Female,Married,41,AssocDegOccupVocat,Private,610
Midwest,Not Metropolitan,21,Male,Not Married,39,HighSchoolDiploma,Private,366.66
West,Not Metropolitan,19,Female,Not Married,41,AssocDegOccupVocat,Private,470
South,Not Metropolitan,58,Female,Married,39,HighSchoolDiploma,Private,576
Northeast,Metropolitan,56,Male,Married,43,BachelorsDegree,Private,1365
Northeast,Metropolitan,58,Male,Not Married,39,HighSchoolDiploma,Private,1200
Midwest,Metropolitan,28,Male,Not Married,40,SomeCollegeButNoDegree,Private,500
South,Not Metropolitan,40,Male,Married,39,HighSchoolDiploma,Private,520
West,Metropolitan,51,Male,Married,39,HighSchoolDiploma,Private,520
Midwest,Metropolitan,51,Male,Not Married,44,MastersDegree,Private,807.69
Northeast,Metropolitan,29,Female,Not Married,39,HighSchoolDiploma,Private,450
West,Metropolitan,31,Male,Married,39,HighSchoolDiploma,Private,720
Midwest,Metropolitan,51,Male,Married,43,BachelorsDegree,Private,769.23
Northeast,Metropolitan,41,Male,Married,44,MastersDegree,Private,1730.76
Northeast,Metropolitan,51,Female,Married,39,HighSchoolDiploma,Private,835
Midwest,Metropolitan,44,Male,Married,43,BachelorsDegree,Private,673
Northeast,Not Metropolitan,61,Female,Married,39,HighSchoolDiploma,Private,665
South,Metropolitan,47,Male,Married,40,SomeCollegeButNoDegree,Private,660
South,Metropolitan,33,Male,Not Married,43,BachelorsDegree,Private,675.6
Northeast,Metropolitan,24,Female,Not Married,40,SomeCollegeButNoDegree,Private,520
Midwest,Metropolitan,57,Female,Married,40,SomeCollegeButNoDegree,Private,600
Northeast,Metropolitan,34,Male,Married,39,HighSchoolDiploma,Private,396
South,Not Metropolitan,43,Female,Married,39,HighSchoolDiploma,Private,370
West,Metropolitan,39,Male,Not Married,39,HighSchoolDiploma,Private,344
Northeast,Metropolitan,52,Female,Married,43,BachelorsDegree,Private,2000
South,Metropolitan,64,Male,Married,43,BachelorsDegree,Private,1634.61
South,Metropolitan,42,Male,Not Married,39,HighSchoolDiploma,Private,1211.53
Midwest,Metropolitan,41,Male,Married,34,SeventhOrEighthGrade,Private,418
Northeast,Metropolitan,23,Female,Not Married,39,HighSchoolDiploma,Private,600
Northeast,Metropolitan,62,Male,Married,44,MastersDegree,Private,2884.61
West,Metropolitan,20,Male,Not Married,39,HighSchoolDiploma,Private,500
Northeast,Metropolitan,30,Male,Married,43,BachelorsDegree,Private,510
South,Metropolitan,47,Female,Married,45,ProfSchoolDegree,Private,1384.61
Midwest,Metropolitan,73,Male,Married,40,SomeCollegeButNoDegree,Private,600
Northeast,Metropolitan,21,Female,Not Married,40,SomeCollegeButNoDegree,Private,400
West,Metropolitan,34,Male,Not Married,40,SomeCollegeButNoDegree,Private,500
South,Metropolitan,29,Female,Not Married,43,BachelorsDegree,Private,2884.61
West,Metropolitan,50,Female,Married,39,HighSchoolDiploma,Private,360
West,Metropolitan,24,Male,Not Married,43,BachelorsDegree,Private,784
Midwest,Metropolitan,56,Female,Not Married,40,SomeCollegeButNoDegree,Private,576.92
West,Metropolitan,48,Male,Married,44,MastersDegree,Private,1120
West,Metropolitan,33,Male,Married,34,SeventhOrEighthGrade,Private,300
West,Not Metropolitan,22,Female,Not Married,40,SomeCollegeButNoDegree,Private,330
South,Metropolitan,31,Male,Married,41,AssocDegOccupVocat,Private,540
South,Metropolitan,27,Female,Not Married,39,HighSchoolDiploma,Private,320
Northeast,Metropolitan,54,Female,Not Married,39,HighSchoolDiploma,Private,384.61
Northeast,Not Metropolitan,28,Male,Not Married,43,BachelorsDegree,Private,1100
West,Not Metropolitan,59,Male,Married,40,SomeCollegeButNoDegree,Private,900
West,Metropolitan,37,Male,Not Married,39,HighSchoolDiploma,Private,292
South,Metropolitan,40,Female,Not Married,40,SomeCollegeButNoDegree,Private,680
South,Metropolitan,41,Male,Married,40,SomeCollegeButNoDegree,Private,730.76
West,Metropolitan,51,Male,Married,39,HighSchoolDiploma,Private,2480.76
Midwest,Metropolitan,31,Female,Married,44,MastersDegree,Private,903.84
South,Metropolitan,49,Male,Not Married,40,SomeCollegeButNoDegree,Private,675
West,Metropolitan,32,Male,Married,39,HighSchoolDiploma,Private,1263.6
South,Metropolitan,42,Male,Married,43,BachelorsDegree,Private,1153.84
Northeast,Metropolitan,48,Male,Married,40,SomeCollegeButNoDegree,Private,376
Northeast,Metropolitan,58,Female,Married,40,SomeCollegeButNoDegree,Private,2250
Midwest,Not Metropolitan,33,Female,Not Married,42,AssocDegAcadem,Private,1296
South,Not Metropolitan,54,Male,Married,43,BachelorsDegree,Private,2211.53
South,Metropolitan,27,Male,Not Married,40,SomeCollegeButNoDegree,Private,500
Midwest,Metropolitan,55,Male,Married,40,SomeCollegeButNoDegree,Private,1080
Northeast,Metropolitan,23,Male,Not Married,42,AssocDegAcadem,Private,323.2
South,Metropolitan,30,Male,Not Married,39,HighSchoolDiploma,Private,461.53
Midwest,Metropolitan,28,Female,Married,42,AssocDegAcadem,Private,904
Northeast,Metropolitan,52,Male,Married,39,HighSchoolDiploma,Private,1538.46
South,Metropolitan,34,Male,Married,43,BachelorsDegree,Private,2115.38
South,Metropolitan,23,Female,Married,43,BachelorsDegree,Private,440
Northeast,Metropolitan,28,Female,Married,42,AssocDegAcadem,Private,1000
West,Metropolitan,51,Female,Married,40,SomeCollegeButNoDegree,Private,632.7
South,Metropolitan,41,Male,Married,41,AssocDegOccupVocat,Private,673.07
South,Metropolitan,45,Male,Married,40,SomeCollegeButNoDegree,Private,1384.61
Northeast,Metropolitan,68,Male,Married,39,HighSchoolDiploma,Private,1538.46
West,Metropolitan,34,Male,Married,40,SomeCollegeButNoDegree,Private,440
West,Metropolitan,58,Female,Not Married,37,EleventhGrade,Private,800
Midwest,Not Metropolitan,30,Female,Not Married,40,SomeCollegeButNoDegree,Private,460.8
Northeast,Metropolitan,48,Male,Married,45,ProfSchoolDegree,Private,2307
Midwest,Metropolitan,49,Male,Married,43,BachelorsDegree,Private,840
South,Metropolitan,30,Male,Not Married,39,HighSchoolDiploma,Private,772
South,Metropolitan,33,Male,Not Married,43,BachelorsDegree,Private,600
Northeast,Not Metropolitan,39,Male,Married,43,BachelorsDegree,Private,500
West,Not Metropolitan,60,Female,Married,39,HighSchoolDiploma,Private,780
South,Metropolitan,63,Male,Married,43,BachelorsDegree,Private,1651.92
South,Metropolitan,48,Female,Married,42,AssocDegAcadem,Private,1192.3
South,Metropolitan,61,Female,Married,41,AssocDegOccupVocat,Private,530
South,Metropolitan,32,Male,Not Married,40,SomeCollegeButNoDegree,Private,384.61
West,Metropolitan,46,Male,Married,36,TenthGrade,Private,192.3
South,Metropolitan,25,Female,Married,40,SomeCollegeButNoDegree,Private,380
Midwest,Metropolitan,37,Male,Not Married,39,HighSchoolDiploma,Private,1211
Midwest,Metropolitan,28,Male,Married,43,BachelorsDegree,Private,987.75
Northeast,Metropolitan,56,Female,Married,32,FirstSecondThirdOrFourthGrade,Private,320
West,Not Metropolitan,61,Male,Married,43,BachelorsDegree,Private,576.92
West,Not Metropolitan,56,Male,Married,40,SomeCollegeButNoDegree,Private,2884.61
West,Metropolitan,64,Male,Married,43,BachelorsDegree,Private,934
South,Metropolitan,34,Female,Married,43,BachelorsDegree,Private,1153.84
Midwest,Metropolitan,60,Female,Married,43,BachelorsDegree,Private,1076.92
Midwest,Metropolitan,36,Male,Not Married,40,SomeCollegeButNoDegree,Private,1032
South,Metropolitan,36,Male,Married,43,BachelorsDegree,Private,1057.69
West,Metropolitan,18,Male,Not Married,39,HighSchoolDiploma,Private,200
Midwest,Metropolitan,26,Female,Not Married,40,SomeCollegeButNoDegree,Private,384.61
West,Metropolitan,50,Male,Married,39,HighSchoolDiploma,Private,1400
South,Metropolitan,49,Male,Married,40,SomeCollegeButNoDegree,Private,1170
South,Not Metropolitan,38,Female,Married,42,AssocDegAcadem,Private,600
Midwest,Metropolitan,43,Male,Not Married,35,NinthGrade,Private,280
South,Metropolitan,44,Male,Not Married,40,SomeCollegeButNoDegree,Private,1538
South,Metropolitan,48,Female,Not Married,42,AssocDegAcadem,Private,420
West,Metropolitan,48,Male,Not Married,43,BachelorsDegree,Private,1923.07
South,Not Metropolitan,56,Female,Married,39,HighSchoolDiploma,Private,282.75
Northeast,Metropolitan,40,Male,Not Married,39,HighSchoolDiploma,Private,1153.84
West,Metropolitan,32,Female,Not Married,43,BachelorsDegree,Private,1346.15
West,Metropolitan,48,Female,Not Married,39,HighSchoolDiploma,Private,536.8
Midwest,Metropolitan,48,Male,Married,36,TenthGrade,Private,360
West,Metropolitan,26,Male,Married,39,HighSchoolDiploma,Private,480
Midwest,Metropolitan,38,Male,Not Married,39,HighSchoolDiploma,Private,850
West,Metropolitan,46,Male,Married,43,BachelorsDegree,Private,1538.46
Midwest,Metropolitan,48,Female,Not Married,44,MastersDegree,Private,1730.76
Midwest,Not Metropolitan,37,Male,Not Married,39,HighSchoolDiploma,Private,576
West,Metropolitan,31,Female,Not Married,43,BachelorsDegree,Private,1012.61
South,Metropolitan,57,Female,Not Married,40,SomeCollegeButNoDegree,Private,630
Northeast,Metropolitan,35,Female,Married,44,MastersDegree,Private,850
Northeast,Metropolitan,38,Female,Not Married,44,MastersDegree,Private,673
Northeast,Metropolitan,39,Female,Married,44,MastersDegree,Private,1096
Northeast,Metropolitan,36,Male,Married,39,HighSchoolDiploma,Private,626
Midwest,Not Metropolitan,55,Female,Married,39,HighSchoolDiploma,Private,816
Northeast,Metropolitan,31,Male,Not Married,43,BachelorsDegree,Private,1788.46
Midwest,Metropolitan,31,Female,Not Married,40,SomeCollegeButNoDegree,Private,495
West,Metropolitan,24,Male,Not Married,39,HighSchoolDiploma,Private,480
Midwest,Not Metropolitan,41,Male,Married,41,AssocDegOccupVocat,Private,700
West,Metropolitan,40,Female,Not Married,40,SomeCollegeButNoDegree,Private,560
Midwest,Metropolitan,51,Female,Married,42,AssocDegAcadem,Private,1400
South,Metropolitan,36,Female,Married,39,HighSchoolDiploma,Private,1
West,Metropolitan,31,Male,Not Married,39,HighSchoolDiploma,Private,480
West,Metropolitan,26,Male,Not Married,43,BachelorsDegree,Private,925
Midwest,Metropolitan,43,Male,Married,40,SomeCollegeButNoDegree,Private,1615
West,Metropolitan,27,Male,Not Married,40,SomeCollegeButNoDegree,Private,596.15
West,Metropolitan,38,Male,Married,43,BachelorsDegree,Private,1000
Midwest,Metropolitan,40,Female,Married,39,HighSchoolDiploma,Private,402.5
South,Metropolitan,26,Male,Married,43,BachelorsDegree,Private,769.23
South,Metropolitan,42,Female,Not Married,39,HighSchoolDiploma,Private,505.2
South,Not Metropolitan,27,Female,Not Married,40,SomeCollegeButNoDegree,Private,532
Northeast,Metropolitan,38,Male,Married,46,DoctorateDegree,Private,1923
Midwest,Metropolitan,44,Male,Married,44,MastersDegree,Private,2884.61
Northeast,Metropolitan,61,Male,Married,44,MastersDegree,Private,700
West,Metropolitan,68,Male,Not Married,39,HighSchoolDiploma,Private,698
South,Metropolitan,51,Female,Married,41,AssocDegOccupVocat,Private,306
Midwest,Metropolitan,40,Female,Married,44,MastersDegree,Private,807.69
Northeast,Metropolitan,30,Female,Not Married,40,SomeCollegeButNoDegree,Private,800
Northeast,Metropolitan,61,Female,Not Married,39,HighSchoolDiploma,Private,1115
Northeast,Metropolitan,45,Male,Not Married,43,BachelorsDegree,Private,2120
Midwest,Metropolitan,53,Female,Married,39,HighSchoolDiploma,Private,481
Northeast,Metropolitan,27,Male,Not Married,43,BachelorsDegree,Private,769.23
West,Metropolitan,52,Female,Not Married,41,AssocDegOccupVocat,Private,2884.61
Northeast,Metropolitan,62,Male,Not Married,39,HighSchoolDiploma,Private,1000
West,Metropolitan,47,Male,Not Married,39,HighSchoolDiploma,Private,318
South,Metropolitan,57,Male,Married,40,SomeCollegeButNoDegree,Private,564
West,Metropolitan,55,Female,Married,39,HighSchoolDiploma,Private,720
Midwest,Metropolitan,38,Female,Married,44,MastersDegree,Private,692.3
Midwest,Metropolitan,42,Female,Married,43,BachelorsDegree,Private,1057.69
South,Metropolitan,23,Male,Married,43,BachelorsDegree,Private,650
Northeast,Metropolitan,38,Male,Married,43,BachelorsDegree,Private,1057.69
Midwest,Not Metropolitan,24,Female,Married,41,AssocDegOccupVocat,Private,440
South,Metropolitan,32,Female,Not Married,40,SomeCollegeButNoDegree,Private,407.5
Northeast,Not Metropolitan,57,Male,Married,39,HighSchoolDiploma,Private,456.4
South,Metropolitan,40,Male,Married,39,HighSchoolDiploma,Private,1120
Midwest,Metropolitan,28,Female,Not Married,43,BachelorsDegree,Private,550
South,Metropolitan,55,Male,Married,40,SomeCollegeButNoDegree,Private,1416
Midwest,Not Metropolitan,62,Male,Married,36,TenthGrade,Private,800
South,Metropolitan,52,Male,Married,40,SomeCollegeButNoDegree,Private,1200
Midwest,Not Metropolitan,34,Female,Not Married,40,SomeCollegeButNoDegree,Private,480
Midwest,Metropolitan,51,Male,Not Married,39,HighSchoolDiploma,Private,1277.5
Northeast,Not Metropolitan,55,Female,Married,39,HighSchoolDiploma,Private,290
Northeast,Metropolitan,47,Female,Not Married,39,HighSchoolDiploma,Private,800
South,Metropolitan,31,Female,Married,43,BachelorsDegree,Private,1200
Midwest,Not Metropolitan,55,Male,Not Married,39,HighSchoolDiploma,Private,1321.04
Midwest,Not Metropolitan,61,Female,Not Married,41,AssocDegOccupVocat,Private,797.12
South,Metropolitan,35,Male,Married,39,HighSchoolDiploma,Private,1000
West,Metropolitan,61,Female,Not Married,34,SeventhOrEighthGrade,Private,560
Midwest,Not Metropolitan,30,Female,Not Married,43,BachelorsDegree,Private,520
Midwest,Metropolitan,54,Male,Married,39,HighSchoolDiploma,Private,960
Midwest,Not Metropolitan,33,Male,Married,39,HighSchoolDiploma,Private,760
Northeast,Metropolitan,25,Male,Not Married,40,SomeCollegeButNoDegree,Private,300
West,Metropolitan,40,Male,Married,43,BachelorsDegree,Private,1538.46
Northeast,Metropolitan,68,Male,Not Married,43,BachelorsDegree,Private,2000
West,Metropolitan,32,Female,Married,33,FifthorSixthGrade,Private,360
South,Metropolitan,32,Female,Married,43,BachelorsDegree,Private,692.3
West,Metropolitan,38,Female,Married,44,MastersDegree,Private,1826.92
