Subject,Arith,Word,Parag,Math,AFQT,Income2005
3737,21,26,11,10,44.255,58000
3738,14,18,10,14,34.888,18000
3739,19,29,14,16,68.557,16000
3740,11,17,4,11,16.42,20000
3741,13,14,10,10,31.36,9300
3742,14,21,10,8,38.276,98000
3745,27,35,14,24,95.983,32089
3746,10,30,10,6,28.755,16390
3751,11,27,14,13,60.681,45000
3754,26,32,13,21,81.924,33000
3757,29,34,14,24,97.506,95000
3758,28,33,13,23,86.305,11000
3760,20,24,12,10,54.302,33000
3766,25,35,12,20,73.454,78000
3770,19,28,13,14,54.943,52000
3771,23,27,14,22,87.764,32253
3775,23,33,12,20,71.105,53000
3780,20,26,11,14,66.841,55000
3784,10,23,11,11,35.256,29000
3787,24,32,12,14,50.928,12000
3789,23,28,14,13,59.009,52000
3790,14,22,12,14,39.133,22049
3791,25,31,13,20,73.529,47000
3792,30,34,14,24,94.762,88000
3793,20,31,12,11,49.422,55000
3794,11,34,12,15,66.337,30000
3796,25,35,15,20,94.245,34000
3800,21,31,9,18,65.354,8000
3803,22,34,12,24,81.774,69000
3804,27,35,12,20,80.927,40000
3805,29,33,11,15,78.523,95000
3807,21,29,9,13,49.038,51000
3809,28,33,14,22,93.854,100000
3812,30,35,15,25,100,100000
3813,25,29,15,20,88.799,44000
3814,19,31,12,17,62.096,42000
3815,29,32,13,20,90.913,263445
3819,8,14,8,9,11.317,15000
3821,8,8,6,1,2.531,1500
3822,8,8,4,8,6.558,5000
3825,7,20,4,6,9.201,22000
3829,16,34,12,3,49.06,167803
3830,17,27,7,9,44.827,45000
3833,19,25,10,13,50.489,40000
3836,28,33,14,22,90.79,110000
3837,16,29,10,20,57.761,35000
3838,12,25,12,12,57.333,85000
3844,28,34,13,19,84.585,65000
3845,15,32,13,10,54.553,24000
3846,20,26,12,18,74.995,52000
3847,24,29,11,14,46.544,67000
3850,16,32,14,9,64.154,32000
3851,14,26,12,7,33.379,16000
3852,10,32,12,5,50.215,14000
3854,26,31,10,22,67.468,169884
3855,27,33,13,24,93.686,16500
3860,30,34,14,25,97.808,55000
3861,30,30,13,25,91.35,25000
3863,28,34,12,23,92.504,157957
3865,29,33,14,22,92.807,176431
3866,29,31,13,18,74.6,35000
3867,26,34,11,17,70.7,1200
3868,24,31,14,24,85.012,43450
3872,26,35,15,24,96.59,30000
3873,30,35,14,25,99.342,50000
3874,29,33,15,24,97.67,519340
3875,27,30,15,20,90.868,92000
3883,26,34,12,24,82.984,45000
3884,18,30,13,18,75.101,74000
3886,29,34,14,24,99.6,101000
3888,15,35,15,14,79.761,58000
3889,20,35,14,17,86.544,15000
3890,28,30,12,24,83.431,150000
3892,27,31,15,25,93.865,102000
3894,27,35,15,19,92.888,62000
3895,27,34,14,24,93.615,20000
3897,16,27,12,12,51.486,90000
3898,22,26,12,23,75.594,110000
3900,7,19,9,10,26.617,32000
3901,29,33,14,21,84.705,45000
3903,21,32,14,17,63.919,5200
3904,20,30,13,17,74.43,51000
3907,22,31,15,15,82.183,54000
3908,14,29,12,12,50.191,30000
3910,15,34,13,12,69.363,40000
3911,21,33,14,17,77.538,29000
3912,24,31,14,11,60.383,80000
3916,28,32,14,20,77.034,97000
3922,24,35,14,19,87.206,22000
3929,10,24,13,7,26.367,10000
3933,7,10,5,4,3.486,50000
3938,5,14,6,3,1.849,22000
3949,10,18,12,8,25.725,39000
3952,15,22,9,15,33.771,50000
3957,16,31,6,15,46.335,68000
3958,5,13,10,6,13.954,40000
3960,8,13,6,8,16.305,38000
3964,24,33,14,20,79.54,39500
3965,22,33,12,12,69.89,108000
3966,23,34,14,22,78.668,155485
3967,28,27,13,23,64.451,125000
3972,22,32,15,16,80.035,28500
3977,10,16,11,6,16.627,600
3978,10,14,6,9,17.848,3000
3980,30,35,15,25,100,444624
3985,16,20,11,5,23.502,50000
3989,11,21,12,8,37.626,52000
3992,17,29,13,6,36.821,39900
3994,25,20,13,8,51.047,26000
3995,12,18,10,8,22.435,36000
3996,6,11,4,7,5.375,40000
4001,19,27,14,17,72.427,7800
4004,20,30,13,18,60.943,46000
4008,11,18,5,11,13.462,79000
4009,23,28,9,18,68.077,25000
4010,22,29,12,23,81.673,50000
4013,7,14,6,10,13.418,36000
4014,11,18,10,6,27.247,62000
4015,11,23,10,14,38.207,22000
4019,27,33,14,24,96.219,99000
4021,9,22,11,12,52.841,27300
4022,6,25,8,7,22.701,90000
4023,27,32,14,23,99.7,65000
4025,14,21,10,7,31.798,24000
4028,13,17,4,11,24.289,24500
4030,20,23,14,12,53.094,15000
4032,23,34,14,15,84.93,35000
4035,15,32,12,13,57.901,25000
4036,13,20,11,11,44.242,52000
4041,22,31,14,17,74.218,32000
4042,23,29,13,15,65.827,68000
4045,18,18,10,10,29.591,50000
4046,9,15,6,8,13.281,18000
4047,5,10,2,10,8.404,2400
4048,22,34,15,13,79.94,25000
4049,14,27,13,7,41.698,90000
4051,26,34,12,21,85.097,1748
4053,14,31,12,15,52.676,50000
4054,11,22,10,13,33.359,45000
4055,29,32,14,22,93.952,206869
4056,26,29,12,21,68.436,50000
4057,22,23,12,18,70.04,35000
4060,26,32,15,18,84.638,6000
4062,19,26,14,21,78.162,52000
4064,28,35,13,18,91.216,20000
4065,17,26,15,14,69.495,9000
4067,20,23,11,14,40.633,30000
4068,9,14,6,6,11.904,22000
4071,7,13,10,8,20.078,15000
4077,17,31,11,22,60.404,15000
4085,10,22,10,8,27.619,11000
4088,23,32,15,16,78.525,222924
4089,18,22,13,11,43.387,20000
4090,19,24,10,8,41.162,58000
4092,24,26,12,20,60.81,42000
4093,27,25,14,22,76.602,65000
4097,24,27,15,22,87.379,66000
4098,9,16,4,8,12.622,38800
4103,16,30,12,13,40.437,36500
4105,18,23,10,12,29.923,3408
4106,27,35,14,23,94.695,62000
4107,30,34,14,25,97.965,52000
4108,21,29,12,16,57.772,23900
4112,7,12,4,5,2.455,5700
4113,9,12,9,5,8.489,9600
4114,20,22,12,17,59.908,34000
4124,19,30,13,17,64.006,61000
4128,23,31,12,6,38.548,40000
4129,23,27,11,16,64.073,45000
4130,4,6,1,2,0.094,32500
4131,20,30,13,22,80.354,50000
4141,12,30,11,12,48.239,6000
4142,10,24,11,9,30.605,20000
4145,11,23,9,11,28.605,25000
4147,14,29,14,11,59.747,32624
4148,9,26,9,14,27.311,49000
4153,19,23,11,11,50.374,75000
4156,8,10,7,7,11.085,68000
4159,8,29,8,5,20.127,30000
4161,15,27,13,11,58.278,45000
4163,18,31,15,16,82.644,29000
4164,14,29,14,19,67.035,20000
4171,27,34,13,25,92.381,90000
4172,28,32,13,23,88.546,34900
4173,10,20,9,4,9.084,12500
4175,3,17,3,5,1.181,26000
4181,14,23,9,12,35.322,15000
4184,17,22,12,13,42.385,25000
4191,24,31,15,25,91.533,85300
4196,7,4,3,6,2.393,23000
4200,11,13,6,8,17.959,32000
4201,8,7,4,10,7.973,62000
4205,5,5,3,8,4.197,32000
4216,16,28,11,14,71.015,48000
4219,9,24,10,13,31.476,42000
4220,17,29,11,9,46.677,15000
4222,19,35,13,11,73.808,23031
4225,21,28,10,16,45.245,20000
4226,29,33,14,22,92.621,85605
4227,23,32,15,19,88.047,47000
4228,11,29,10,6,20.119,75000
4230,28,33,14,17,90.242,89000
4231,16,26,14,6,53.729,10000
4235,9,25,7,8,13.072,2000
4236,26,33,14,21,85.846,58000
4239,19,21,11,11,37.655,48000
4240,22,24,11,21,63.549,50000
4242,12,27,13,8,43.806,48000
4245,15,29,14,13,64.895,75210
4247,13,23,6,11,29.616,90000
4249,17,26,13,16,65.798,26000
4251,7,19,11,8,25.167,62500
4252,13,31,13,15,67.444,41000
4254,11,32,14,8,54.546,8900
4257,16,32,12,12,46.367,34000
4263,18,18,4,5,18.668,16000
4265,23,32,11,12,57.462,27000
4268,29,35,14,17,82.756,84600
4274,12,15,7,7,14.209,11550
4278,23,32,11,16,62.811,80000
4279,28,33,11,20,65.452,150000
4280,30,35,14,22,96.079,49000
4285,13,25,12,11,50.641,40000
4289,28,34,14,24,95.554,162660
4290,24,34,14,25,92.849,75419
4292,21,26,15,19,69.935,38000
4295,14,30,12,13,41.293,76000
4296,19,30,13,22,54.79,40000
4297,16,31,12,18,62.172,88000
4298,28,29,15,25,92.568,91000
4299,27,25,13,19,73.296,42000
4300,25,33,13,21,86.907,56000
4302,22,33,13,24,80.481,53000
4303,23,25,8,15,53.555,32000
4306,23,34,15,17,86.339,32000
4310,16,30,11,12,53.549,40000
4312,7,16,1,4,1.645,18000
4314,9,13,7,7,32.908,30000
4316,7,30,12,5,31.008,8500
4318,20,29,14,18,70.744,32000
4323,15,28,12,8,37.618,15500
4324,8,20,5,5,12.131,58000
4326,20,24,12,15,60.762,13200
4327,27,28,10,22,78.064,38000
4330,10,17,5,2,6.546,50000
4333,17,30,9,9,39.194,20000
4335,10,25,5,4,15.933,67000
4337,19,32,13,16,68.129,23000
4338,15,32,12,11,58.604,22000
4339,20,28,11,17,65.355,12000
4345,12,28,13,6,34.151,14000
4348,23,26,10,11,61.514,93000
4350,30,34,13,24,90.927,26000
4352,24,34,13,22,82.053,30000
4353,27,33,11,24,67.705,120000
4354,17,32,14,13,51.38,20000
4355,27,33,10,19,68.338,22000
4358,28,35,15,18,95.835,50000
4366,21,32,13,14,78.596,70000
4372,30,33,14,25,96.974,102500
4374,16,14,8,7,22.964,30000
4379,27,33,14,19,84.654,38000
4382,30,34,15,24,98.695,18000
4386,14,23,6,2,22.421,19900
4390,12,21,7,6,25.824,34000
4391,25,33,13,13,62.689,3500
4392,17,35,14,22,76.762,37000
4407,23,34,15,24,93.654,185662
4408,20,29,14,17,77.518,92000
4409,16,29,8,12,29.568,50000
4410,25,32,12,9,58.528,63000
4413,8,18,7,4,11.248,30000
4417,10,10,2,5,4.607,19000
4424,28,34,14,13,86.364,93000
4425,27,35,15,20,93.673,22000
4426,30,34,15,22,95.855,211052
4427,17,20,13,12,52.997,45000
4428,29,35,15,24,99.032,42000
4429,27,32,15,23,93.797,49938
4430,26,32,13,12,76.715,48000
4438,12,29,9,7,31.428,95000
4447,20,30,15,15,81.671,45291
4448,22,33,14,24,94.559,95000
4459,11,24,13,7,38.478,9000
4461,6,20,7,5,9.581,18000
4465,15,30,11,18,63.042,15000
4466,18,21,12,11,46.534,80000
4468,22,33,12,18,63.044,79000
4469,6,26,7,7,14.771,31200
4470,17,31,12,12,60.473,75000
4471,26,32,15,23,93.33,140000
4474,8,20,8,3,8.147,30700
4476,13,22,9,4,21.407,25000
4478,21,35,15,18,85.068,53000
4480,28,32,13,25,87.942,202617
4487,18,31,13,15,73.85,33000
4488,25,33,15,21,94.247,108000
4496,18,33,14,15,60.869,47000
4498,18,24,13,13,61.509,39000
4499,18,22,10,12,51.094,54300
4503,7,6,3,9,4.853,18000
4505,4,18,10,8,22.243,25000
4506,8,22,10,4,17.592,30000
4508,27,32,9,18,57.865,72000
4509,28,32,15,24,98.905,72899
4511,26,32,11,22,68.723,125000
4513,25,32,13,20,72.061,48000
4514,28,32,15,17,83.129,125000
4517,13,29,8,12,26.623,146000
4518,10,22,10,8,30.349,70000
4519,19,25,9,13,38.736,50000
4520,26,29,11,11,49.905,40000
4524,18,27,14,11,65.975,50000
4528,26,33,13,18,65.668,62987
4531,25,25,12,25,66.623,113000
4532,28,33,12,19,70.375,73000
4534,27,33,13,12,72.163,35000
4536,21,32,13,13,57.342,11000
4538,17,30,12,18,41.962,40000
4540,13,20,9,12,32.671,57000
4541,12,17,4,4,7.177,35000
4542,7,7,4,10,7.817,34000
4543,13,14,5,10,18.514,1800
4544,5,11,5,5,2.96,12000
4548,27,30,13,24,89.282,100000
4557,8,13,4,5,4.899,6580
4560,25,35,12,12,64.81,21000
4561,14,24,14,15,63.671,16000
4563,21,28,4,13,43.186,60000
4565,14,20,11,12,42.885,98000
4566,24,30,13,20,74.431,90000
4569,22,31,14,14,76.485,85000
4570,27,25,14,23,84.593,72000
4571,24,30,12,12,48.11,27359
4576,17,21,10,9,35.674,16000
4579,26,33,14,13,84.059,35000
4582,18,28,10,13,55.052,50000
4583,27,28,9,20,70.638,21000
4586,29,29,11,24,85.959,38154
4589,13,29,12,8,35.236,38200
4590,22,33,14,21,74.952,58000
4592,12,25,11,14,35.574,48000
4594,18,23,10,10,35.76,25000
4595,21,25,9,11,41.056,95000
4596,19,34,13,17,66.351,65000
4601,12,27,7,6,17.388,30000
4602,18,34,13,9,60.716,10000
4604,15,29,11,7,42.318,27412
4606,30,32,13,22,83.831,15000
4607,21,31,12,19,58.25,55000
4609,28,31,14,25,91.857,194757
4619,11,12,5,9,12.411,9500
4621,24,29,13,16,66.439,24000
4623,16,12,4,8,22.535,62000
4624,11,27,10,10,38.467,27581
4625,27,28,15,23,81.014,77000
4626,23,30,14,18,65.198,130000
4630,26,21,7,15,44.75,130000
4632,18,27,13,12,60.639,45000
4633,16,29,9,9,35.588,90000
4634,22,29,13,14,68.487,355767
4635,28,32,14,24,92.94,70000
4636,14,30,12,8,31.028,99000
4637,4,9,3,6,1.32,25000
4638,7,8,6,7,4.875,17000
4641,22,23,8,23,63.72,18000
4642,20,25,10,16,55.007,90000
4643,14,20,7,7,24.298,56000
4646,17,22,11,11,36.39,24000
4651,15,22,13,7,49.157,25000
4652,30,35,12,25,92.296,60000
4662,30,35,15,24,98.483,52000
4665,24,34,15,19,83.307,15000
4668,25,30,14,18,81.304,209400
4669,11,15,10,10,30.372,40000
4675,14,30,12,12,48.409,38000
4676,28,30,14,21,86.921,45000
4678,7,23,5,6,14.358,5000
4680,18,31,14,14,71.684,14000
4681,10,11,7,7,10.844,3000
4683,18,33,14,19,74.499,10000
4686,28,30,14,24,85.163,84000
4687,22,29,15,20,84.843,68651
4692,26,33,14,23,97.585,29000
4694,21,27,14,20,69.189,4000
4695,29,35,13,24,92.725,91500
4698,26,31,9,18,69.532,108000
4699,23,28,12,17,60.14,137000
4701,24,24,12,20,59.027,197062
4702,27,28,13,23,85.659,100000
4704,16,32,13,16,66.998,5000
4707,20,28,9,20,65.045,72000
4710,11,15,8,8,13.195,15000
4711,14,15,5,11,23.091,40000
4714,19,27,12,14,64.763,45000
4716,12,8,5,6,8.573,58000
4717,12,26,15,6,44.228,3000
4720,24,27,13,11,50.743,67000
4722,14,26,14,6,44.638,35000
4724,8,15,9,5,8.594,8400
4729,25,29,7,17,45.692,15000
4731,15,22,4,4,16.497,20017
4732,12,24,7,4,19.224,21424
4733,9,11,8,10,16.996,12000
4734,16,20,8,9,23.5,12000
4738,28,28,13,11,59.362,75000
4742,30,35,15,25,100,30000
4746,11,21,14,10,44.275,36000
4747,7,19,6,5,11.038,12000
4752,21,31,9,15,60.219,42000
4753,29,35,14,18,89.164,33000
4754,25,35,14,17,87.349,67000
4755,22,22,12,14,56.643,54000
4756,30,35,15,25,100,163271
4758,24,35,13,21,84.623,60000
4759,23,27,10,13,41.732,62000
4760,28,34,13,24,95.519,34000
4762,16,25,5,13,39.656,8600
4764,16,25,11,8,31.668,55000
4765,22,28,12,17,66.229,70000
4767,29,35,15,25,100,40000
4768,26,32,15,21,88.406,30000
4770,23,21,10,18,56.987,31000
4772,21,28,8,14,45.131,24000
4774,15,31,12,10,44.272,4800
4776,13,18,7,3,11.451,41000
4777,12,26,9,9,34.099,22000
4778,7,18,8,13,29.236,26000
4779,12,10,2,10,16.44,27000
4780,13,22,12,10,34.125,25000
4788,21,19,13,9,43.564,66000
4790,14,19,9,4,44.281,13000
4793,28,30,14,22,86.859,115000
4795,26,29,12,25,89.109,70000
4798,30,33,14,18,90.344,90000
4799,30,34,14,20,93.854,40500
4803,27,31,12,21,82.637,19000
4804,15,24,12,14,53.937,12000
4805,27,27,12,18,61.977,90000
4810,28,34,12,19,74.194,50000
4812,30,34,14,24,98.187,80000
4813,17,30,11,10,62.75,74000
4815,25,33,15,22,90.394,58000
4817,17,32,14,9,60.664,35000
4818,28,33,13,18,81.962,21000
4820,18,34,13,19,79.014,25000
4822,22,30,11,9,44.296,30775
4825,26,32,15,22,81.855,42000
4826,20,32,13,15,71.626,57000
4828,24,31,15,22,83.353,66768
4829,27,32,14,20,90.563,126000
4830,30,31,13,24,93.01,344856
4831,26,33,15,23,95.503,54500
4832,28,30,12,25,77.854,57000
4834,13,32,14,6,56.188,80000
4839,14,28,13,14,62.465,14000
4840,27,30,12,25,84.43,24226
4842,21,27,8,13,55.403,37000
4843,17,25,12,9,54.678,45000
4844,9,18,9,11,30.696,6000
4849,15,29,9,8,44.859,20000
4856,25,30,13,16,72.897,60000
4858,24,31,13,18,75.431,64000
4859,27,33,15,24,91.95,36000
4862,27,32,13,21,92.938,39000
4864,11,29,10,10,41.211,8575
4865,19,26,12,16,69.395,25000
4870,18,34,13,19,81.774,6000
4871,30,34,14,25,95.394,34000
4872,10,18,9,9,28.043,56000
4873,29,31,14,25,89.918,55000
4876,22,25,15,16,67.661,35000
4879,20,33,14,16,65.964,26500
4880,19,31,9,17,53.053,27000
4881,26,29,14,19,66.586,80000
4883,25,25,12,14,50.386,47000
4884,28,33,11,15,67.232,33000
4888,19,34,10,12,57.352,38083
4889,25,34,13,17,78.181,65000
4890,18,26,13,7,38.555,22000
4892,25,29,11,12,56.759,72000
4894,23,30,12,21,77.629,81000
4896,30,29,14,25,80.642,90000
4899,6,19,6,10,15.864,20000
4900,20,30,13,14,55.398,50000
4901,9,24,9,8,23.682,32000
4906,9,13,6,3,8.811,7300
4907,26,34,13,24,86.847,188255
4911,26,29,14,16,70.097,6000
4914,14,21,7,10,25.611,29000
4919,12,27,12,10,38.709,52000
4921,30,33,14,24,92.503,92500
4922,10,32,13,13,63.204,17000
4923,11,17,5,8,22.076,22000
4924,15,30,12,14,43.271,33500
4926,26,26,13,13,51.554,48000
4927,26,26,14,23,83.641,159193
4929,14,31,12,10,49.657,17900
4930,16,28,11,6,41.842,18839
4931,17,33,14,17,81.658,33000
4933,16,34,11,18,62.784,39000
4934,12,19,8,8,23.927,25000
4937,6,7,5,8,7.135,22000
4939,22,30,13,18,60.522,41000
4942,6,21,5,6,13.494,54000
4943,10,27,9,11,31.353,42000
4944,22,33,14,22,82.469,75000
4945,20,24,11,8,25.492,35000
4946,7,16,3,4,2.893,43000
4948,7,25,13,7,26.901,18000
4952,13,21,9,5,23.721,26000
4953,22,29,13,19,74.689,22000
4954,19,24,14,21,73.712,78000
4955,19,27,12,12,64.713,40000
4960,15,25,8,7,21.164,60000
4962,18,25,14,14,74.484,36000
4966,18,33,11,12,47.582,32000
4967,18,33,15,10,64.114,32500
4968,25,35,13,22,90.36,66948
4972,15,19,11,9,33.643,3000
4975,27,34,14,21,92.247,60000
4976,22,31,14,15,85.066,94000
4979,14,29,14,14,70.51,58000
4981,13,14,9,9,27.358,35100
4983,7,26,5,8,21.009,8000
4986,16,21,4,7,16.841,410008
4987,25,33,14,23,86.508,15000
4992,14,25,9,9,32.249,30000
4997,22,30,12,19,75.073,62000
4998,25,28,14,19,80.394,69600
5001,19,30,13,15,67.504,30000
5003,22,33,13,21,70.669,228453
5007,14,22,9,8,18.04,63000
5012,26,32,12,22,87.153,215765
5017,29,35,11,25,84.38,115000
5020,30,35,13,24,91.144,39000
5021,30,35,13,23,94.331,44000
5022,27,31,12,17,79.135,80000
5023,21,32,15,19,78.873,39000
5025,25,24,12,22,64.441,40000
5026,11,33,14,12,58.229,42000
5028,26,35,15,24,96.183,153447
5029,30,35,15,25,100,120000
5037,17,26,11,6,25.844,18230
5041,8,17,10,4,13.195,14000
5042,13,12,7,5,11.369,29000
5043,10,22,11,11,36.172,29993
5053,7,19,12,3,18.631,60000
5054,18,28,12,16,44.084,34000
5055,14,24,13,15,52.035,43000
5060,13,18,11,8,17.529,24314
5062,21,19,15,20,77.171,25000
5085,8,18,8,3,9.128,9600
5091,18,21,14,20,72.251,56400
5094,12,29,6,9,22.029,10000
5095,26,30,11,22,73.751,20000
5096,22,30,12,18,73.407,30000
5097,18,20,11,17,47.006,119000
5099,27,34,15,22,97.61,40000
5101,17,29,13,15,57.477,11000
5102,19,23,12,13,48.968,33000
5106,15,19,6,7,23.45,120000
5107,25,28,15,21,89.381,152683
5108,29,35,14,22,98.645,33000
5115,15,27,15,9,46.56,27400
5125,28,29,14,18,77.314,3000
5128,17,32,13,8,56.945,29000
5131,19,31,12,19,78.06,21213
5132,18,27,11,12,41.062,26000
5134,16,29,9,10,47.968,42000
5139,8,28,11,2,17.763,15000
5140,14,31,13,16,60.402,10800
5143,26,29,15,14,80.74,62000
5145,26,30,14,20,81.861,36000
5149,21,29,13,17,72.306,6000
5151,23,32,12,15,53.96,89000
5156,14,30,12,12,58.127,100000
5158,17,28,11,12,41.879,50000
5159,13,15,12,11,36.433,1200
5161,17,23,14,12,55.622,37000
5162,19,32,13,18,80.536,100000
5166,30,31,15,24,98.687,75000
5168,25,34,11,23,73.682,23000
5170,26,34,14,21,83.498,55000
5174,20,30,14,19,84.442,65000
5176,18,23,12,11,31.449,38000
5178,20,27,14,20,70.507,25000
5179,15,28,10,18,53.747,23000
5180,20,22,13,14,61.711,3563
5184,13,16,11,10,37.165,38000
5185,26,31,14,20,91.441,57000
5186,15,32,11,14,42.843,29000
5187,20,31,11,16,60.646,34500
5188,19,32,13,13,53.09,46000
5189,15,32,12,6,48.596,27000
5191,26,32,15,10,75.345,20000
5192,10,24,5,10,24.074,30000
5193,18,26,12,10,52.58,56000
5194,24,28,13,11,70.467,32000
5195,21,28,13,10,56.535,28398
5197,17,32,13,14,72.335,123000
5199,22,33,12,14,62.924,15000
5208,18,31,14,16,75.701,25000
5211,9,19,6,4,10.875,35718
5212,28,30,13,23,72.412,20000
5219,13,22,10,8,33.664,83000
5221,8,23,7,5,8.837,35000
5222,18,26,12,8,46.218,80000
5226,27,32,14,19,83.809,85000
5227,16,33,12,9,45.579,40000
5229,11,26,12,5,31.929,32530
5231,6,17,9,7,13.348,12000
5235,15,18,2,1,13.793,70000
5236,24,35,14,19,85.912,8400
5238,13,19,6,5,21.71,22000
5244,16,26,12,12,46.534,60000
5245,19,31,11,21,70.64,200977
5246,9,28,10,13,46.743,31000
5247,18,24,12,19,55.115,26000
5248,15,28,14,9,38.094,96000
5249,21,27,12,11,56.267,36000
5250,23,32,13,19,88.662,55000
5251,13,21,10,6,15.176,50000
5252,16,25,12,10,38.32,9000
5254,15,28,8,11,48.244,120000
5255,13,23,7,5,12.777,37100
5256,11,25,11,8,30.913,68000
5257,20,24,4,9,21.706,40000
5258,14,27,9,9,34.971,33800
5259,11,26,9,9,27.434,3500
5262,19,25,14,9,45.691,11500
5263,22,30,14,13,67.67,35000
5264,12,8,4,5,4.008,65000
5266,28,20,10,13,55.998,98000
5267,12,12,3,7,12.39,50000
5268,25,34,14,10,75.256,11548
5269,12,19,2,8,19.642,30000
5272,14,25,7,13,28.603,20000
5274,13,31,11,10,42.704,6000
5277,14,18,5,5,17.534,10000
5278,11,23,8,7,27.724,55000
5287,25,35,14,17,79.838,3200
5288,12,23,10,7,22.097,37500
5289,27,35,14,22,88.294,40264
5291,13,16,4,7,15.276,47500
5294,11,33,10,5,27.953,16000
5299,24,30,14,19,78.135,45000
5300,16,26,10,12,50.321,63000
5301,19,35,15,17,86.332,29479
5307,9,25,10,8,22.362,28000
5308,7,18,5,4,4.171,11000
5310,26,35,12,17,84.207,59800
5311,16,29,13,5,34.37,10000
5315,14,34,13,9,52.155,16000
5316,25,32,14,20,85.107,58000
5317,23,31,14,10,76.53,7200
5318,27,34,10,21,75.732,20000
5325,28,34,14,18,88.694,600
5326,29,34,13,23,88.59,35000
5327,25,30,12,13,60.895,35000
5329,12,21,10,6,20.657,51000
5330,25,24,14,11,64.846,30000
5332,24,31,15,20,83.449,25000
5333,14,32,13,12,54.144,29000
5334,23,23,12,23,59.959,75000
5338,11,25,14,9,52.599,21939
5340,8,22,8,8,20.057,10000
5341,28,30,13,24,91.407,52000
5342,25,28,11,19,71.119,95000
5349,19,29,14,9,55.017,5250
5350,8,18,6,7,12.563,36500
5351,23,31,13,22,84.304,53000
5352,20,28,13,18,63.248,110000
5353,20,29,12,10,62.412,3200
5356,17,30,13,16,69.093,36800
5357,9,21,7,10,26.187,34000
5358,19,31,14,19,81.396,55000
5360,19,24,11,16,55.327,14000
5361,11,29,13,9,44.732,3000
5362,25,26,13,14,61.583,56000
5363,13,22,10,12,30.514,52000
5365,11,16,7,7,18.621,65000
5366,30,31,15,20,89.755,35000
5372,29,35,13,18,87.078,12000
5373,27,34,14,23,90.958,35000
5374,21,29,12,19,76.589,38400
5376,23,32,14,13,83.858,12000
5377,27,34,15,14,85.856,56000
5381,28,34,14,20,97.117,46000
5385,12,31,9,12,49.694,8000
5388,29,35,14,21,93.238,18000
5389,30,35,13,21,93.533,53000
5390,29,28,14,20,71.096,52000
5391,16,30,12,14,43.898,40000
5392,26,31,12,14,72.595,52000
5393,26,30,13,21,82.352,59850
5394,23,25,14,16,71.79,42000
5395,22,21,13,16,63.289,35000
5397,29,32,13,21,71.14,23699
5398,24,29,15,16,82.62,135000
5401,27,33,15,16,87.434,35000
5402,8,25,10,4,11.551,50000
5404,20,24,11,13,56.704,29500
5406,25,31,13,11,48.5,32000
5408,15,25,10,12,44.815,40000
5410,16,34,14,22,81.45,57000
5416,29,34,15,23,97.935,15000
5417,25,31,14,17,79.36,196680
5418,24,22,8,21,50.639,60000
5419,28,31,14,25,87.22,81000
5420,27,31,14,24,91.807,125000
5421,24,32,13,19,80.022,13000
5427,18,26,11,20,49.099,38000
5428,22,25,15,16,69.959,45000
5430,30,31,12,21,75.195,37000
5435,25,29,11,17,60.361,36000
5436,12,21,13,9,38.439,29000
5439,30,33,14,23,95.516,110000
5440,28,32,13,22,91.857,38000
5441,15,25,5,11,31.355,150000
5442,11,21,11,10,29.679,6800
5445,14,21,11,10,37.721,14000
5446,7,15,9,6,10.31,9600
5447,9,11,5,4,4.747,27300
5450,12,20,6,7,19.937,8500
5451,12,25,10,9,24.754,50000
5453,13,16,12,10,32.426,6000
5456,11,12,4,8,15.308,25000
5461,6,9,3,4,0.587,71776
5469,6,9,4,5,1.294,7200
5470,18,19,14,13,54.755,43000
5474,14,28,12,17,60.055,62000
5476,7,8,4,4,0.838,26000
5484,14,23,9,5,25.56,900
5485,7,24,7,8,23.139,47000
5486,8,23,9,8,22.735,20500
5488,10,17,6,7,11.841,350
5489,27,35,15,25,97.069,91000
5491,23,20,10,14,47.421,52000
5493,13,29,10,8,32.743,56000
5494,14,31,12,10,50.188,29800
5499,13,20,8,12,29.66,50000
5500,13,30,9,15,51.599,40000
5502,14,18,9,5,16.864,16000
5504,25,30,11,20,74.158,95000
5505,11,15,10,7,14.718,22050
5508,11,17,10,8,21.049,20000
5510,7,18,8,7,11.307,20000
5511,17,32,13,17,60.755,28000
5512,22,24,12,16,63.118,55000
5513,30,35,15,25,99.484,25000
5514,15,23,10,15,46.876,10000
5516,11,23,8,10,25.347,22500
5518,9,10,6,6,6.995,40000
5519,4,7,6,7,4.096,18000
5521,24,29,15,19,85.656,18560
5522,23,31,12,16,61.117,3000
5524,15,29,9,8,25.036,1300
5528,14,24,11,8,27.961,38000
5531,28,28,13,15,66.286,110000
5537,8,7,5,7,6.803,19000
5538,9,15,4,9,14.114,15000
5539,26,25,11,19,82.93,25000
5540,12,28,9,8,31.907,125000
5543,26,31,14,21,85.677,133000
5544,8,13,9,8,14.701,10056
5545,10,28,13,13,42.853,16000
5546,17,20,12,11,48.99,32000
5550,6,16,3,7,6.054,11000
5551,12,12,8,8,21.62,29000
5555,22,30,13,13,56.039,14000
5558,4,8,2,5,0.162,45000
5565,18,25,9,11,37.489,36000
5566,12,26,13,11,39.633,25000
5568,14,27,15,12,64.088,38000
5572,21,32,12,9,61.264,31000
5573,22,27,13,16,46.741,24000
